No,Name,Updated SMILES,%F,logK(%F),Category,Source,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
414,Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,99.0,1.995635195,1,"3,5,8,10,12,13,14,16",490.6260000000003,5,3,3.0740000000000016,1
415,Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,95.0,1.278753601,1,"3,5,8,10,12,13,14,15,16",445.54500000000024,6,3,2.0781199999999993,1
416,Glucosamine,NC1C(O)OC(CO)C(O)C1O,26.0,-0.454258372,0,"5,8,13,14,15,16",179.17200000000003,6,5,-3.2549999999999994,1
417,Glyburide (Glibenclamide),COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,82.0,0.658541347,1,"12,15,16",494.0130000000003,5,3,3.641700000000003,1
418,Glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,17.0,-0.688629171,0,"5,8,13,14,16",318.43700000000024,3,1,2.4562999999999997,1
419,Granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,60.0,0.176091259,1,"3,5,8,10,12,13,14,15,16",312.4170000000001,4,1,2.3183999999999996,1
420,Grepafloxacin,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,70.0,0.367976785,1,"5,8,13,14,15,16",359.4010000000001,5,2,2.28022,1
421,Griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,47.5,-0.043465694,0,"5,8,13,14,16",352.7700000000001,6,0,2.8103000000000007,1
422,Guanabenz,NC(N)=NN=Cc1c(Cl)cccc1Cl,75.0,0.477121255,1,"5,8,13,14,15,16",231.086,2,2,1.6007000000000005,1
423,Guanadrel,NC(N)=NCC1COC2(CCCCC2)O1,85.0,0.753327667,1,"5,8,13,14,16",213.28099999999992,3,2,0.3355999999999997,1
424,Guanethidine,N=C(N)NCCN1CCCCCCC1,20.0,-0.602059991,0,"5,8,13,14,16",198.31399999999994,2,3,0.7355699999999996,1
425,Guanfacine,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,81.0,0.629731418,1,"5,8,10,13,14,15,16",246.09699999999998,1,2,1.3359,1
426,Halofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,6.3000002,-1.172399027,0,"5,8,13,14,16",500.43200000000013,2,1,8.644300000000001,0
427,Haloperidol,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,60.0,0.176091259,1,"3,5,8,10,12,13,14,15,16",375.87100000000015,3,1,4.425600000000004,1
428,Hesperetin,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,20.0,-0.602059991,0,"5,8,13,14,16",302.28200000000004,6,3,2.518500000000001,1
429,Hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,95.0,1.278753601,1,"5,8,12,13,14,15,16",236.27099999999993,3,1,1.2012999999999998,1
430,Homocysteine,NC(CCS)C(=O)O,53.0,0.052178012,1,"5,8,13,14,16",135.188,3,3,-0.28180000000000033,1
431,Hydralazine,NNc1nncc2ccccc12,23.0,-0.524762889,0,"5,8,12,13,14,15,16",160.17999999999998,4,2,0.9153999999999998,1
432,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,71.0,0.388860351,1,"3,5,8,12,13,14,15,16",297.74500000000006,5,3,-0.35129999999999967,1
433,Hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,80.0,0.602059991,1,"5,8,13,14,16",299.37000000000006,4,0,1.9333,1
434,Hydroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,50.0,0.0,0,"5,8,13,14,16",331.29699999999997,5,3,0.014100000000000557,1
435,Hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,42.0,-0.140178703,0,"3,5,8,12,13,14,15,16",285.34299999999996,4,1,1.6302999999999999,1
436,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,74.0,0.454258372,1,"5,8,12,13,14,15,16",335.8790000000001,4,2,3.783000000000002,1
437,Hydroxyurea,NC(=O)NO,79.0,0.575407797,1,"5,8,10,12,13,14,16",76.05499999999999,2,3,-0.9561000000000002,1
438,Hydroxyzine,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,80.0,0.602059991,1,"5,8,13,14,16",374.91200000000015,4,1,3.055900000000001,1
439,Hypericin,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,20.0,-0.602059991,0,"5,8,13,14,16",504.4500000000004,8,6,5.081040000000003,0
440,Ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,-1.995635195,0,"5,8,12,13,14,16",319.23100000000005,4,5,0.4999999999999996,1
441,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,85.0,0.753327667,1,"3,5,8,10,12,13,14,15,16",206.28499999999997,1,1,3.073200000000001,1
442,Ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,8.0,-1.06069784,0,"5,8,13,14,16",384.58600000000007,4,2,4.164000000000003,1
443,Idarubicin,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,28.0,-0.410174465,0,"3,5,8,13,14,15,16",497.5000000000002,10,5,1.0202999999999998,1
444,Idazoxan,c1ccc2c(c1)OCC(C1=NCCN1)O2,34.0,-0.288065018,0,"10,16",204.22899999999996,4,1,0.8280999999999994,1
445,Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,92.0,1.06069784,1,"5,8,10,13,14,15,16",261.08899999999994,2,1,1.884,1
446,Iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,16.0,-0.720159303,0,"5,8,13,14,16",360.4940000000002,3,3,3.5413000000000023,1
447,Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,98.0,1.69019608,1,"5,8,12,13,14,16",493.6150000000002,7,2,4.590320000000004,1
448,Imidapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,20.0,-0.602059991,0,"5,8,13,14,16",405.45100000000025,6,2,0.8762000000000008,1
449,Imipenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12,1.0,-1.995635195,0,"5,8,10,13,14,16",299.35200000000003,5,3,-0.38569999999999904,1
450,Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,42.0,-0.140178703,0,"3,5,8,12,13,14,15,16",280.415,2,0,3.8750000000000027,1
451,Incadronate,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O,1.0,-1.995635195,0,"5,8,13,14,16",287.1889999999999,3,5,0.9377999999999997,1
452,Indapamide,CC1Nc2ccccc2C1NC(=O)c1ccc(Cl)cc1S(N)(=O)=O,90.0,0.954242509,1,"5,8,13,14,16",365.8420000000001,4,3,2.2725,1
453,Indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,65.0,0.268845312,1,"5,8,12,13,14,15,16",613.8030000000003,7,4,2.8669000000000016,0
454,Indobufen,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,85.0,0.753327667,1,"5,8,13,14,16",295.33799999999997,2,1,3.425200000000002,1
455,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,99.0,1.995635195,1,"5,8,10,12,13,14,15,16",357.793,4,1,3.9273200000000026,1
456,Indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,18.0,-0.658541347,0,"5,8,13,14,16",347.46200000000016,2,2,3.604800000000002,1
457,Ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.0,-1.50965048,0,"5,8,13,14,16",332.464,3,1,2.8541000000000016,1
458,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,70.0,0.367976785,1,"3,5,8,12,13,14,15,16",428.5400000000001,5,1,4.777400000000004,1
459,Irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,8.0,-1.06069784,0,"5,8,13,14,16",586.6890000000004,9,1,4.0911000000000035,0
460,Isoniazid,NNC(=O)c1ccncc1,80.0,0.602059991,1,"5,8,13,14,15,16",137.142,3,2,-0.3149000000000006,1
461,Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,0.0,-2.0,0,"5,8,13,14,16",211.261,4,4,1.1291999999999998,1
462,Isosorbide 2-Mononitrate,O=[N+]([O-])OC1COC2C(O)COC12,93.0,1.123384909,1,"5,8,12,13,14,15,16",191.13899999999998,6,1,-1.2782000000000002,1
463,Isosorbide Dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,22.0,-0.549671922,0,"5,8,12,13,14,15,16",236.13599999999997,8,0,-1.0621999999999998,1
464,Isotretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,40.0,-0.176091259,0,"5,8,12,13,14,15,16",300.44200000000006,1,1,5.602600000000005,0
465,Isoxicam,Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,97.0,1.50965048,1,"10,16",335.3410000000001,7,2,1.6390200000000001,1
466,Isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,19.5,-0.615761269,0,"3,5,8,12,13,14,15,16",371.3930000000001,8,1,2.5822000000000003,1
467,Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,55.0,0.087150176,1,"3,5,8,10,12,13,14,15,16",705.6470000000002,12,0,5.5773000000000055,0
468,Kanamycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,1.0,-1.995635195,0,"5,8,13,14,16",484.5030000000001,15,11,-7.2913999999999985,0
469,KETAMINE,CNC1(c2ccccc2Cl)CCCCC1=O,20.0,-0.602059991,0,"5,8,13,14,15,16",237.7299999999999,2,1,2.897800000000001,1
470,Ketanserin,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,50.0,0.0,0,"5,8,10,13,14,15,16",395.43400000000014,5,1,2.423800000000001,1
471,Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,34.0,-0.288065018,0,"5,8,13,14,16",247.33799999999994,3,1,2.3347000000000007,1
472,Ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,75.0,0.477121255,1,"15,16",531.4399999999999,7,0,4.205800000000003,0
473,Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,90.0,0.954242509,1,"3,5,8,10,12,13,14,15,16",254.285,2,1,3.1057000000000015,1
474,Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,99.0,1.995635195,1,"5,8,10,12,13,14,15,16",255.27299999999997,3,1,2.291,1
475,Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,60.0,0.176091259,1,"5,8,13,14,15,16",309.4340000000001,3,0,4.014400000000004,1
476,"KNI-272, Kynostatin-272",CSCC(NC(=O)COc1nccc2ccccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,40.0,-0.176091259,0,"5,8,13,14,16",667.854,9,4,2.3659999999999997,0
477,L-5-hydroxytryptophan,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,70.0,0.367976785,1,"5,8,13,14,16",220.22799999999998,3,4,0.8279000000000003,1
478,Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,25.0,-0.477121255,0,"5,8,12,13,14,15,16",328.4120000000001,4,4,2.1353999999999997,1
479,Lacidipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,18.0,-0.658541347,0,"5,8,13,14,16",455.5510000000002,7,1,4.402500000000004,1
480,Lactulose,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,3.0,-1.50965048,0,"5,8,13,14,15,16",342.29699999999997,11,8,-5.395599999999993,0
481,Lamivudine,Nc1ccn(C2CSC(CO)O2)c(=O)n1,86.0,0.788370416,1,"3,5,8,10,12,13,14,15,16",229.261,7,2,-0.5941000000000001,1
482,Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,97.6,1.609238576,1,"5,8,10,12,13,14,15,16",256.09599999999995,5,2,2.0098,1
483,Lansoprazole,Cc1cnc(CS(=O)c2nc3ccccc3[nH]2)cc1OCC(F)(F)F,81.0,0.629731418,1,"3,5,8,10,12,13,14,15,16",369.3680000000001,4,1,3.515220000000002,1
484,Lapatinib,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.0,-2.0,0,"5,8,13,14,16",581.0690000000002,8,2,6.139100000000005,0
485,L-Arginine,NC(N)=NCCCC(N)C(=O)O,68.0,0.327358934,1,"5,8,13,14,16",174.20399999999998,3,4,-1.548099999999999,1
486,Leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,80.0,0.602059991,1,"5,8,13,14,15,16",270.21,3,1,3.2541200000000012,1
487,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,10.0,-0.954242509,0,"5,8,13,14,16",611.7390000000003,8,1,6.478400000000008,0
488,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,99.0,1.995635195,1,"3,5,8,10,12,13,14,15,16",285.31,5,0,2.65916,1
489,Levamisole,c1ccc(C2CN3CCSC3=N2)cc1,65.0,0.268845312,1,"5,8,13,14,16",204.298,3,0,2.1460999999999997,1
490,Levetiracetam,CCC(C(N)=O)N1CCCC1=O,99.0,1.995635195,1,"5,8,12,13,14,15,16",170.212,2,1,-0.12729999999999997,1
491,Levobunolol,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,75.0,0.477121255,1,"5,8,13,14,16",291.391,4,2,2.3334,1
492,Levocabastine,CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,99.0,1.995635195,1,"5,8,13,14,16",420.5280000000002,3,1,4.894080000000004,1
493,Levocarnitine,C[N+](C)(C)CC(O)CC(=O)[O-],15.0,-0.753327667,0,"15,16",161.20099999999996,3,1,-1.8064999999999984,1
494,Levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O,41.0,-0.158068155,0,"5,8,12,13,14,15,16",197.18999999999997,4,4,0.052200000000000135,1
495,Levofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,97.5,1.591064607,1,"3,5,8,10,12,13,14,16",361.37300000000005,6,1,1.5439999999999998,1
496,Levomepromazine,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,50.0,0.0,0,"10,16",328.481,4,0,4.495600000000004,1
497,Levoprotiline,CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,40.0,-0.176091259,0,"5,8,10,13,14,16",293.41,2,2,3.1822000000000017,1
498,Levosimendan,CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,85.0,0.753327667,1,"5,8,13,14,16",280.291,6,2,1.3617599999999999,1
499,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,35.0,-0.268845312,0,"5,8,13,14,15,16",234.343,2,1,2.5837400000000006,1
500,lincomycin,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,25.0,-0.477121255,0,"5,8,13,14,15,16",406.54500000000013,8,5,-0.8569999999999971,1
501,Linezolid,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,99.0,1.995635195,1,"3,5,8,10,12,13,14,15,16",337.35100000000006,5,1,1.1235999999999997,1
502,Lipoic Acid,O=C(O)CCCCC1CCSS1,29.0,-0.388860351,0,"5,8,13,14,16",206.332,3,1,2.7851000000000017,1
503,Lisinopril,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,25.0,-0.477121255,0,"5,8,10,12,13,14,15,16",405.49500000000023,5,4,1.2352000000000007,1
504,Lisuride,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,14.0,-0.788370416,0,"5,8,13,14,16",338.45500000000015,2,2,2.841400000000001,1
505,Lofexidine,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,90.0,0.954242509,1,"5,8,13,14,16",259.13599999999997,3,1,2.7624000000000004,1
506,Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,97.0,1.50965048,1,"5,8,13,14,15,16",351.353,5,2,1.7959,1
507,Lomustine,O=NN(CCCl)C(=O)NC1CCCCC1,99.0,1.995635195,1,"5,8,13,14,16",233.69899999999996,3,1,2.2509000000000006,1
508,Loperamide,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,40.0,-0.176091259,0,"5,8,13,14,16",477.0480000000002,3,1,5.088000000000005,0
509,Loracarbef,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,94.0,1.194976603,1,"5,8,13,14,15,16",349.77400000000006,4,3,0.7108000000000003,1
510,Loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,40.0,-0.176091259,0,"5,8,13,14,15,16",382.89100000000025,3,0,4.887800000000005,1
511,Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,93.0,1.123384909,1,"3,5,8,10,12,13,14,15,16",321.163,3,2,3.1013000000000015,1
512,Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,0.477121255,1,"3,5,8,10,13,14,16",335.1900000000001,3,1,3.1256000000000013,1
513,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,35.0,-0.268845312,0,"3,5,8,10,12,13,14,15,16",422.9200000000001,6,2,4.2668000000000035,1
514,Loteprednol Etabonate,CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.0,-2.0,0,"5,8,13,14,16",466.95800000000025,7,1,3.9165000000000028,1
515,Lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,5.0,-1.278753601,0,"3,5,8,10,12,13,14,15,16",404.54700000000025,5,1,4.195500000000004,1
516,Loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,30.0,-0.367976785,0,"15,16",327.8150000000001,4,0,3.7714000000000025,1
517,Lubiprostone,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,0.0,-2.0,0,"5,8,13,14,16",390.4670000000003,4,2,4.309900000000003,1
518,Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,74.0,0.454258372,1,"5,8,13,14,16",293.725,2,2,4.158220000000002,1
519,lurtotecan,CCC1C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,12.0,-0.865301426,0,"5,8,13,14,16",502.5710000000004,9,0,2.4942,0
520,Lymecycline,CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,99.0,1.995635195,1,"5,8,13,14,16",602.6410000000002,12,9,-0.610799999999994,0
521,Lynestrenol,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,30.0,-0.367976785,0,"5,8,13,14,16",284.443,1,1,4.313500000000004,1
522,Mannitol,OCC(O)C(O)C(O)C(O)CO,7.0,-1.123384909,0,"5,8,13,14,16",182.172,6,6,-3.5854000000000004,0
523,Maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,68.0,0.327358934,1,"5,8,13,14,16",277.41100000000006,1,1,4.211400000000004,1
524,Maraviroc,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,23.0,-0.524762889,0,"5,8,13,14,16",513.6770000000002,5,1,5.950920000000006,0
525,Mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,93.0,1.123384909,1,"5,8,13,14,16",284.74600000000004,3,1,2.6092000000000004,1
526,Mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,22.0,-0.549671922,0,"5,8,10,12,13,14,16",295.298,4,2,2.972200000000001,1
527,Mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,99.0,1.995635195,1,"15,16",167.296,1,1,2.4206000000000003,1
528,Meclofenamic acid,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,65.099998,0.270755523,1,"5,8,13,14,16",296.153,2,2,4.743620000000003,1
529,Medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,21.0,-0.575407797,0,"5,8,13,14,16",257.33299999999997,3,0,3.0321000000000016,1
530,Medroxalol,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1,38.0,-0.212608093,0,"5,8,13,14,16",372.4210000000001,6,4,1.8640999999999996,1
531,Medroxyprogesterone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,15.0,-0.753327667,0,"5,8,12,13,14,16",344.4950000000001,3,1,4.084400000000003,1
532,Medroxyprogesterone_acetate,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,10.0,-0.954242509,0,"5,8,13,14,16",386.53200000000027,4,0,4.655200000000004,1
533,Mefenamic Acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,90.0,0.954242509,1,"5,8,13,14,16",241.29,2,2,3.7452400000000017,1
534,Mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,80.0,0.602059991,1,"5,8,13,14,16",378.31600000000014,3,2,4.447900000000003,1
535,Megestrol Acetate,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,90.0,0.954242509,1,"5,8,13,14,16",384.51600000000025,4,0,4.575300000000005,1
536,Melagatran,N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,5.0,-1.278753601,0,"5,8,10,13,14,16",429.52100000000024,5,5,0.8108700000000015,1
537,Melatonin,COc1ccc2c(c1)C(CCNC(C)=O)C=N2,12.0,-0.865301426,0,"5,8,13,14,15,16",232.28299999999996,3,1,2.0209,1
538,Meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,97.0,1.50965048,1,"5,8,10,13,14,15,16",351.4090000000001,6,2,1.95092,1
539,Melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,71.0,0.388860351,1,"3,5,8,12,13,14,15,16",305.205,3,2,1.925,1
540,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,99.0,1.995635195,1,"5,8,12,13,14,16",179.307,1,1,2.6941000000000006,1
541,Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,52.0,0.034762106,1,"5,8,12,13,14,15,16",247.33799999999994,3,0,2.2131,1
542,Mepindolol,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,82.0,0.658541347,1,"3,5,8,13,14,16",262.35299999999995,3,3,2.2140199999999997,1
543,Mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCCN1C,55.0,0.087150176,1,"5,8,13,14,16",246.35399999999996,2,1,2.7262400000000007,1
544,Meptazinol,CCC1(c2cccc(O)c2)CCCCN(C)C1,9.0,-1.004798883,0,"5,8,13,14,15,16",233.3549999999999,2,1,3.1557000000000013,1
545,Mercaptopurine,S=c1nc[nH]c2nc[nH]c12,12.0,-0.865301426,0,"5,8,12,13,14,15,16",152.182,3,2,1.0154899999999998,1
546,Meropenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,0.0,-2.0,0,"5,8,13,14,16",383.4700000000002,6,3,-0.3079999999999994,1
547,Mesna,O=S(=O)(O)CCS,62.0,0.212608093,1,"5,8,13,14,16",142.201,3,2,-0.19599999999999984,1
548,Mesterolone,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,3.0,-1.50965048,0,"5,8,13,14,16",304.47400000000005,2,1,4.205100000000003,1
549,Metergoline,CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,23.0,-0.524762889,0,"3,5,8,13,14,16",403.5260000000002,4,1,4.064700000000003,1
550,Metformin,CN(C)C(=N)NC(=N)N,52.0,0.034762106,1,"5,8,10,12,13,14,15,16",129.167,2,4,-1.034159999999999,1
551,Methacycline,C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,58.0,0.140178703,1,"3,5,8,13,14,16",442.42400000000015,9,6,-0.4378999999999982,0
552,Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,92.0,1.06069784,1,"3,5,8,10,12,13,14,15,16",309.45300000000003,2,0,4.292000000000004,1
553,Methadyl Acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,47.0,-0.052178012,0,"5,8,13,14,16",353.50600000000003,3,0,4.654600000000005,1
554,Methamphetamine,CNC(C)Cc1ccccc1,67.0,0.307560863,1,"5,8,13,14,16",149.237,1,1,1.837,1
555,Methapyrilene,CN(C)CCN(Cc1cccs1)c1ccccn1,20.0,-0.602059991,0,"5,8,13,14,16",261.394,4,0,2.7113000000000005,1
556,Methimazole,Cn1cc[nH]c1=S,93.0,1.123384909,1,"3,5,8,13,14,15,16",114.173,2,1,1.08269,1
557,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,33.0,-0.307560863,0,"3,5,8,10,12,13,14,15,16",454.44700000000023,10,5,0.2684000000000012,1
