"SMILES","CASRN","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Bioavailability","Dataset","Administration route","INCHI_KEY"
"C(OC=1C=C(C(N(C)C)C)C=CC1)(N(CC)C)=O","-","-","AUTO_52","Rivastigmine","A139796","32379452","-","-","High","Validation","oral","XSVMFMHYUFZWBK-NSHDSACASA"
"CC(C)C(N)C(=O)OCC(CO)OCN1C=NC2=C1N=C(N)NC2=O","-","-","AUTO_53","VALGANCICLOVIR","A139796","32379452","-","-","High","Validation","oral","WPVFJKSGQUFQAP-GKAPJAKFSA"
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3Cl","-","-","AUTO_54","Lorazepam","A139796","32379452","-","-","High","Validation","oral","DIWRORZWFLOCLC-UHFFFAOYSA"
"OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C3=CC=CC=C3","-","-","AUTO_55","Oxazepam","A139796","32379452","-","-","High","Validation","oral","ADIMAYPTOBDMTL-UHFFFAOYSA"
"C=1(C(C2=CC=C(C=C2)Br)=O)C(=C(CC(=O)O)C=CC1)N","-","-","AUTO_56","Bromfenac","A139796","32379452","-","-","High","Validation","oral","ZBPLOVFIXSTCRZ-UHFFFAOYSA"
"C1=C(C=CC2=C1OCC(=C2)C3=CC=C(C=C3)O)O","-","-","AUTO_58","Idronoxil","A139796","32379452","-","-","Low","Validation","oral","ZZUBHVMHNVYXRR-UHFFFAOYSA"
"O=C1CC=2C(N(C=3C1=CC=CC3)C(=O)N)=CC=CC2","-","-","AUTO_59","OXCARBAZEPINE","A139796","32379452","-","-","High","Validation","oral","CTRLABGOLIVAIY-UHFFFAOYSA"
"S1(=O)(=O)NC(NC2=C1C=C(S(=O)(=O)N)C(=C2)C(F)(F)F)CC3=CC=CC=C3","-","-","AUTO_60","bendroflumethiazide","A139796","32379452","-","-","High","Validation","oral","HDWIHXWEUNVBIY-AWEZNQCLSA"
"C=1(C(NC=2C(=C(C)C=CC2)C)=CC=CC1)C(=O)O","-","-","AUTO_61","mefenamic acid","A139796","32379452","-","-","Low","Validation","oral","HYYBABOKPJLUIN-UHFFFAOYSA"
"FC=1C=CC(=CC1)CNC=2N=C(N)C(NC(=O)OCC)=CC2","-","-","AUTO_62","Flupirtine","A139796","32379452","-","-","High","Validation","oral","JUUFBMODXQKSTD-UHFFFAOYSA"
"C=1(C(=CC2=C(N1)N(C=C(C2=O)C(O)=O)CC)F)N3CCNCC3","-","-","AUTO_63","enoxacin","A139796","32379452","-","-","High","Validation","oral","IDYZIJYBMGIQMJ-UHFFFAOYSA"
"S1C2N(C(=O)C2(OC)NC(=O)CSCC#N)C(=C(C1)CSC=3N(N=NN3)C)C(O)=O","-","-","AUTO_64","cefmetazole","A139796","32379452","-","-","High","Validation","oral","SNBUBQHDYVFSQF-HIFRSBDPSA"
"ClC1=C(OC)C(C(=O)NCC2N(CCC2)CC)=C(O)C(Cl)=C1","-","-","AUTO_65","raclopride","A139796","32379452","-","-","High","Validation","oral","WAOQONBSWFLFPE-VIFPVBQESA"
"C1C2C(CN1NC(NS(C=3C=CC(C)=CC3)(=O)=O)=O)CCC2","-","-","AUTO_66","gliclazide","A139796","32379452","-","-","High","Validation","oral","BOVGTQGAOIONJV-UHFFFAOYSA"
"CN1CCCCC1C(NC=2C(C)=CC=CC2C)=O","-","-","AUTO_67","Mepivacaine","A139796","32379452","-","-","High","Validation","oral","INWLQCZOYSRPNW-UHFFFAOYSA"
"C1(=O)OC2C34C(C1C)CCC(C3CCC(O2)(OO4)C)C","-","-","AUTO_68","artemisinin","A139796","32379452","-","-","High","Validation","oral","BLUAFEHZUWYNDE-UHFFFAOYSA"
"C(N(C)C)(C1C(O)CCCC1)C2=CC(O)=CC=C2","-","-","AUTO_69","Ciramadol","A139796","32379452","-","-","High","Validation","oral","UVTLONZTPXCUPU-ZNMIVQPWSA"
"S(C1CC(NC1)CNS(=O)(=O)N)C2=C(N3C(C(C3C2C)C(C)O)=O)C(=O)O","-","-","AUTO_70","DORIPENEM","A139796","32379452","-","-","Low","Validation","oral","AVAACINZEOAHHE-VFZPANTDSA"
"C=12C(=O)C(C3=CC=C(F)C=C3)C(=O)C1C=CC=C2","-","-","AUTO_71","Fluindione","A139796","32379452","-","-","High","Validation","oral","NASXCEITKQITLD-UHFFFAOYSA"
"C=1(C2=C(NC(C(N1)C(O)=O)=O)C=CC(=C2)Cl)C3=CC=CC=C3","-","-","AUTO_72","CLORAZEPATE","A139796","32379452","-","-","High","Validation","oral","XDDJGVMJFWAHJX-AWEZNQCLSA"
"CN1C(CN=C(C2=C1C=CC(N(=O)=O)=C2)C3=C(F)C=CC=C3)=O","-","-","AUTO_73","Flunitrazepam","A139796","32379452","-","-","High","Validation","oral","PPTYJKAXVCCBDU-UHFFFAOYSA"
"OC1(N2C(=NCC2)C3=C1C=CC=C3)C4=CC=C(C=C4)Cl","-","-","AUTO_74","Mazindol","A139796","32379452","-","-","High","Validation","oral","ZPXSCAKFGYXMGA-UHFFFAOYSA"
"O=C1N(C)C=2C(C(=NC1O)C=3C=CC=CC3)=CC(=CC2)Cl","-","-","AUTO_75","Temazepam","A139796","32379452","-","-","High","Validation","oral","SEQDDYPDSLOBDC-UHFFFAOYSA"
"C=1(C(C(C(C=2N=CN=CC2F)C)(CN3C=NC=N3)O)=CC=C(F)C1)F","-","-","AUTO_76","voriconazole","A139796","32379452","-","-","High","Validation","oral","BCEHBSKCWLPMDN-UHFFFAOYSA"
"C(C=1C=C(C(C(=O)O)C)C=CC1)(=O)C=2C=CC=CC2","-","-","AUTO_77","Ketoprofen","A139796","32379452","-","-","High","Validation","oral","DKYWVDODHFEZIM-LLVKDONJSA"
"C1=CC=CC=C1C(N=N#N)C(=O)NC2C3SC(C)(C)C(C(=O)O)N3C2=O","-","-","AUTO_78","Azidocillin","A139796","32379452","-","-","High","Validation","oral","ODFHGIPNGIAMDK-UHFFFAOYSA"
"S1C2N(C(C1(C)C)C(O)=O)C(=O)C2NC(=O)C(S(O)(=O)=O)C3=CC=CC=C3","-","-","AUTO_79","Sulbenicillin","A139796","32379452","-","-","Low","Validation","oral","JETQIUPBHQNHNZ-OAYJICASSA"
"O1C2=C(OC1)C=C(C=C2)CN3CCN(C4=NC=CC=N4)CC3","-","-","AUTO_80","Piribedil","A139796","32379452","-","-","Low","Validation","oral","OQDPVLVUJFGPGQ-UHFFFAOYSA"
"S1C2N(C(=O)C2NC(=O)C(N)C=3CC=CCC3)C(=C(OC)C1)C(O)=O","-","-","AUTO_81","Cefroxadine","A139796","32379452","-","-","High","Validation","oral","RDMOROXKXONCAL-UEKVPHQBSA"
"O(C(OC1=CC=CC=C1)CN(C)C)C2=CC=CC=C2","-","-","AUTO_82","Medifoxamine","A139796","32379452","-","-","Low","Validation","oral","QNMGHBMGNRQPNL-UHFFFAOYSA"
"C=1(C(C=2C=CC=CN2)CCN(C)C)C=CC=CC1","-","-","AUTO_83","pheniramine","A139796","32379452","-","-","High","Validation","oral","IJHNSHDBIRRJRN-UHFFFAOYSA"
"BrC1=C(OC([H])([H])[H])C(C(=O)N(C(C2(N(C(C(C2([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])[H])([H])[H])[H])=C(OC([H])([H])[H])C(=C1[H])[H]","-","-","AUTO_84","remoxipride","A139796","32379452","-","-","High","Validation","oral","GUJRSXAPGDDABA-NSHDSACASA"
"CC(C)(NCC(COC1=CC=CC=2NC(CCC21)=O)O)C","-","-","AUTO_85","carteolol","A139796","32379452","-","-","High","Validation","oral","LWAFSWPYPHEXKX-UHFFFAOYSA"
"C1CN(CCO1)C(=O)NCCNCC(COC=2C=CC(=CC2)O)O","-","-","AUTO_86","xamoterol","A139796","32379452","-","-","Low","Validation","oral","DXPOSRCHIDYWHW-UHFFFAOYSA"
"C=1(C2(C(CN(C)C)CCCC2)O)C=C(OC)C=CC1","-","-","AUTO_87","tramadol","A139796","32379452","-","-","High","Validation","oral","TVYLLZQTGLZFBW-GDBMZVCRSA"
"S(CCCCC=C(NC(=O)C1C(C1)(C)C)C(O)=O)CC(N)C(O)=O","-","-","AUTO_88","Cilastatin","A139796","32379452","-","-","Low","Validation","oral","DHSUYTOATWAVLW-WFVMDLQDSA"
"N1(N=C(CC(=O)O)C2=C(C1=O)C=CC=C2)CC=3C(=CC(=CC3)Br)F","-","-","AUTO_89","Ponalrestat","A139796","32379452","-","-","High","Validation","oral","LKBFFDOJUKLQNY-UHFFFAOYSA"
"C1(=CN=CC(=C1NC(C=2C=CC(=C(OCC3CC3)C2)OC(F)F)=O)Cl)Cl","-","-","AUTO_91","roflumilast","A139796","32379452","-","-","High","Validation","oral","MNDBXUUTURYVHR-UHFFFAOYSA"
"C=1(N2C3=C(C=C(S3)CC)C(C4=C(C=CC=C4)Cl)=NCC2=NN1)C","-","-","AUTO_92","Etizolam","A139796","32379452","-","-","High","Validation","oral","VMZUTJCNQWMAGF-UHFFFAOYSA"
"C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O","-","-","AUTO_93","Cefixime","A139796","32379452","-","-","High","Validation","oral","OKBVVJOGVLARMR-QSWIMTSFSA"
"C1=CC=C2CN(C=3C=CC(C(C)C(=O)O)=CC3)C(=O)C2=C1","-","-","AUTO_94","Indoprofen","A139796","32379452","-","-","High","Validation","oral","RJMIEHBSYVWVIN-UHFFFAOYSA"
"ClC1=C2N(C=C(C(=O)[O-])C(=O)C2=CC(F)=C1N3CC([NH3+])CC3)C4CC4","-","-","AUTO_95","Clinafloxacin","A139796","32379452","-","-","High","Validation","oral","QGPKADBNRMWEQR-UHFFFAOYSA"
"O=C1C(C(C(C=2N(C=3C(C21)=C(C(=C(C3[H])[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(C(N4C(=NC(=C4[H])[H])C([H])([H])[H])([H])[H])[H]","-","-","AUTO_96","ondansetron","A139796","32379452","-","-","High","Validation","oral","FELGMEQIXOGIFQ-UHFFFAOYSA"
"CNCCC(C1=CC=CC=C1)OC2=CC=C(C(F)(F)F)C=C2","-","-","AUTO_97","Fluoxetine","A139796","32379452","-","-","High","Validation","oral","RTHCYVBBDHJXIQ-UHFFFAOYSA"
"C1(=C(C=2C(N(=C1)C3CC3)=CC(N4CCNCC4)=C(C2)F)=O)C(=O)O","-","-","AUTO_98","Ciprofloxacin","A139796","32379452","-","-","High","Validation","oral","MYSWGUAQZAJSOK-UHFFFAOYSA"
"CN1CCN(CC1)C=2C(F)=CC=3C(=O)C(=CN4CCSC2C34)C(O)=O","-","-","AUTO_99","rufloxacin","A139796","32379452","-","-","High","Validation","oral","NJCJBUHJQLFDSW-UHFFFAOYSA"
"C1=CC=CC=C1OC2=C(S(=O)(=O)N)C=C(C(=O)O)C=C2N3CCCC3","-","-","AUTO_100","piretanide","A139796","32379452","-","-","High","Validation","oral","UJEWTUDSLQGTOA-UHFFFAOYSA"
"C=1C=C2C(C3=C(CCN(C3=O)CC4=C(N=CN4)C)N2C)=CC1","-","-","AUTO_101","alosetron","A139796","32379452","-","-","High","Validation","oral","JSWZEAMFRNKZNL-UHFFFAOYSA"
"C12=C(NC(=N1)S(CC=3C(=C(C(C)=CN3)OC)C)=O)C=CC(=C2)OC","-","-","AUTO_102","Omeprazole","A139796","32379452","-","-","High","Validation","oral","SUBDBMMJDZJVOS-XMMPIXPASA"
"OC1=C2OC3C(C=CC4C5CC(=C2C34CCN5C)C=C1)O","-","-","AUTO_103","Morphine","A139796","32379452","-","-","Low","Validation","oral","BQJCRHHNABKAKU-UHFFFAOYSA"
"CC1(C)C(C(O)=O)N2C(C(NC(C3=C(OC)C=CC=C3OC)=O)C2([H])S1)=O","-","-","AUTO_104","Meticillin","A139796","32379452","-","-","Low","Validation","oral","RJQXTJLFIWVMTO-TYNCELHUSA"
"CN(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C","-","-","AUTO_105","diphenhydramine","A139796","32379452","-","-","High","Validation","oral","ZZVUWRFHKOJYTH-UHFFFAOYSA"
"N1(C2(C3=CC=CC=C3)CCCCC2)CCCCC1","-","-","AUTO_106","phencyclidine","A139796","32379452","-","-","High","Validation","oral","JTJMJGYZQZDUJJ-UHFFFAOYSA"
"C1=C(C=C2C(=CNC2=C1)CCN(C)C)CS(N3CCCC3)(=O)=O","-","-","AUTO_107","Almotriptan","A139796","32379452","-","-","High","Validation","oral","WKEMJKQOLOHJLZ-UHFFFAOYSA"
"O=C1CCCC2=C1C=CC=C2OCC(O)CNC(C)(C)C","-","-","AUTO_108","Levobunolol","A139796","32379452","-","-","High","Validation","oral","IXHBTMCLRNMKHZ-UHFFFAOYSA"
"CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1","-","-","AUTO_109","TROSPECTOMYCIN","A139796","32379452","-","-","Low","Validation","oral","KHAUBYTYGDOYRU-IRXASZMISA"
"S(OC1=CC=C(C(C2=CC=C(OS([O-])(=O)=O)C=C2)C=3N=CC=CC3)C=C1)([O-])(=O)=O.[Na+].[Na+].O","-","-","AUTO_110","Picosulfate","A139796","32379452","-","-","Low","Validation","oral","FHYUVJHZGPGDSP-UHFFFAOYSA"
"ClC=1C=C2C(N3CCN(C)CC3)=NC=4C=CC=CC4OC2=CC1","-","-","AUTO_111","Loxapine","A139796","32379452","-","-","Low","Validation","oral","XJGVXQDUIWGIRW-UHFFFAOYSA"
"CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl","-","-","AUTO_112","Chlorprothixene","A139796","32379452","-","-","Low","Validation","oral","WSPOMRSOLSGNFJ-AUWJEWJLSA"
"N12C(C3=C(C=CC=C3)CC4=C1C=CC=C4)CN(C)CC2","-","-","AUTO_114","Mianserin","A139796","32379452","-","-","Low","Validation","oral","UEQUQVLFIPOEMF-GOSISDBHSA"
"O(C(=O)C=1C(C(=C(NC1C)C)C(OCCOC)=O)C2=CC([N+]([O-])=O)=CC=C2)C(C)C","-","-","AUTO_115","Nimodipine","A139796","32379452","-","-","Low","Validation","oral","UIAGMCDKSXEBJQ-UHFFFAOYSA"
"O1C2C34C(C(N(CC3)C)CC5=C4C1=C(OC)C=C5)CCC2=O","-","-","AUTO_116","HYDROCODONE","A139796","32379452","-","-","High","Validation","oral","LLPOLZWFYMWNKH-CMKMFDCUSA"
"CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2","-","-","AUTO_117","Phenoxybenzamine","A139796","32379452","-","-","Low","Validation","oral","QZVCTJOXCFMACW-UHFFFAOYSA"
"S(=O)(=O)(N([H])[H])C=1C(=C(C(O[H])(C(N(C(C(OC=2C(OC([H])([H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])C(=C(C1C([H])([H])[H])[H])[H])[H]","-","-","AUTO_118","amosulalol","A139796","32379452","-","-","High","Validation","oral","LVEXHFZHOIWIIP-OAHLLOKOSA"
"C=12C(=NN(C1C=CC=C2)C)C(NC3CC4N(C)C(C3)CCC4)=O","-","-","AUTO_119","granisetron","A139796","32379452","-","-","High","Validation","oral","MFWNKCLOYSRHCJ-UHFFFAOYSA"
"ClC=1C=C(C(=O)NC2CCN(CC2)CCCOC)C=3OCCC3C1N","-","-","AUTO_120","Prucalopride","A139796","32379452","-","-","High","Validation","oral","ZPMNHBXQOOVQJL-UHFFFAOYSA"
"C1(C(C2C(C)(C)C1(CC2)C)NC(NS(C3=CC=C(C=C3)C)(=O)=O)=O)O","-","-","AUTO_121","Glibornuride","A139796","32379452","-","-","High","Validation","oral","RMTYNAPTNBJHQI-LLDVTBCESA"
"C(NC=1C(=CC=CC1C)C)(C2N(CCCC)CCCC2)=O","-","-","AUTO_122","bupivacaine","A139796","32379452","-","-","Low","Validation","oral","LEBVLXFERQHONN-INIZCTEOSA"
"OC(CNC(C)(C)C)C1=CC(OC(=O)N(C)C)=CC(OC(=O)N(C)C)=C1","-","-","AUTO_123","Bambuterol","A139796","32379452","-","-","Low","Validation","oral","ANZXOIAKUNOVQU-UHFFFAOYSA"
"C=1C(=CC=C(C1)OCC(CNC(C)C)O)CCOCC2CC2","-","-","AUTO_124","betaxolol","A139796","32379452","-","-","High","Validation","oral","NWIUTZDMDHAVTP-UHFFFAOYSA"
"O(C(C(O[H])(C(N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])C1=C(C(=C(C(C(N(C(=O)N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])[H])([H])[H])C(=C1[H])[H])[H])[H]","-","-","AUTO_125","Pafenolol","A139796","32379452","-","-","Low","Validation","oral","PKWZWSXSCKVUJB-UHFFFAOYSA"
"N12C(C(C1=O)NC(C=3C(C=4C(=CC=CC4Cl)Cl)=NOC3C)=O)SC(C2C(O)=O)(C)C","-","-","AUTO_126","Dicloxacillin","A139796","32379452","-","-","High","Validation","oral","YFAGHNZHGGCZAX-UHFFFAOYSA"
"CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC","-","-","AUTO_127","Pimobendan","A139796","32379452","-","-","High","Validation","oral","GLBJJMFZWDBELO-UHFFFAOYSA"
"O(C(=O)C=1C(C(=C(NC1C)C#N)C(OC)=O)C2=CC([N+]([O-])=O)=CC=C2)C(C)C","-","-","AUTO_128","nilvadipine","A139796","32379452","-","-","Low","Validation","oral","FAIIFDPAEUKBEP-UHFFFAOYSA"
"C=1(C2C(COC=3C=C4C(OCO4)=CC3)CNCC2)C=CC(F)=CC1","-","-","AUTO_129","paroxetine","A139796","32379452","-","-","High","Validation","oral","AHOUBRCZNHFOSL-UHFFFAOYSA"
"N=1C(=C2C(N=CC(=N2)CNC3=CC=C(C(NC(C(=O)O)CCC(=O)O)=O)C=C3)=NC1N)N","-","-","AUTO_130","Aminopterin","A139796","32379452","-","-","High","Validation","oral","TVZGACDUOSZQKY-UHFFFAOYSA"
"N1=CNC(C)=C1CSCCNC2=NC(=O)C(CC3=CC=4OCOC4C=C3)=CN2","-","-","AUTO_131","Oxmetidine","A139796","32379452","-","-","High","Validation","oral","YTBDPHYVGACIPC-UHFFFAOYSA"
"c1(nc(c2cc(OC)c(cc2n1)OC)N)N3CCN(C(c4occc4)=O)CC3","-","-","AUTO_132","Prazosin","A139796","32379452","-","-","High","Validation","oral","IENZQIKPVFGBNW-UHFFFAOYSA"
"CC1CN(CC(C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F","-","-","AUTO_133","sparfloxacin","A139796","32379452","-","-","High","Validation","oral","DZZWHBIBMUVIIW-DTORHVGOSA"
"C=1(C(C=2C(=C(F)C(=CC2N(C1)C3CC3)N4CC(C)NCC4)C)=O)C(=O)O","-","-","AUTO_134","grepafloxacin","A139796","32379452","-","-","High","Validation","oral","AIJTTZAVMXIJGM-UHFFFAOYSA"
"C=1(C=C(C=CC1)OC)C(CCNC(C(C=2C=CC=CC2)O)C)=O","-","-","AUTO_135","Oxyfedrine","A139796","32379452","-","-","High","Validation","oral","GDYUVHBMFVMBAF-UHFFFAOYSA"
"O1C(C(OC=2C(OCC)=CC=CC2)C3=CC=CC=C3)CNCC1","-","-","AUTO_136","Reboxetine","A139796","32379452","-","-","High","Validation","oral","CBQGYUDMJHNJBX-OALUTQOASA"
"O1C(C(C(C1([H])[H])([H])[H])([H])[H])(C(=O)N2C(C(N(C(C2([H])[H])([H])[H])C3=NC=4C(C(=N3)N([H])[H])=C(C(OC([H])([H])[H])=C(OC([H])([H])[H])C4[H])[H])([H])[H])([H])[H])[H]","-","-","AUTO_137","Terazosin","A139796","32379452","-","-","High","Validation","oral","VCKUSRYTPJJLNI-UHFFFAOYSA"
"O=C1C2(C(C3C(C4(C(CC3)=C(O)C(=O)CC4)C)CC2)CC1)C","-","-","AUTO_138","formestane","A139796","32379452","-","-","Low","Validation","oral","OSVMTWJCGUFAOD-KZQROQTASA"
"O(CCOC1=CC=C(OCC(CNC(C)C)O)C=C1)CC2CC2","-","-","AUTO_139","Cicloprolol","A139796","32379452","-","-","High","Validation","oral","JNDJPKHYZWRRIS-UHFFFAOYSA"
"ClC=1SC(S(=O)(=O)NC(=O)NC2=CC=C(N3C(=O)C4=CC(F)=C(NC)C=C4NC3=O)C=C2)=CC1","-","-","AUTO_140","Elinogrel","A139796","32379452","-","-","High","Validation","oral","LGSDFTPAICUONK-UHFFFAOYSA"
"ClC=1C(C2=NOC(=C2C(=O)N(C3(C4(SC(C(N4C3=O)(C(O[H])=O)[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])=C(F)C(=C(C1[H])[H])[H]","-","-","AUTO_141","Flucloxacillin","A139796","32379452","-","-","High","Validation","oral","UIOFUWFRIANQPC-JKIFEVAISA"
"ClC1=CC=C(C(=O)C2=CC=C(OC(C)(C)C(OC(C)C)=O)C=C2)C=C1","-","-","AUTO_142","Fenofibrate","A139796","32379452","-","-","High","Validation","oral","YMTINGFKWWXKFG-UHFFFAOYSA"
"C1=2C(=NC=CC1=CC(=C(C2)OC)OC)CC=3C=C(C(OC)=CC3)OC","-","-","AUTO_143","Papaverine","A139796","32379452","-","-","High","Validation","oral","XQYZDYMELSJDRZ-UHFFFAOYSA"
"O1C=2C3=C(NC(=O)C2C(=O)C=C1C(=O)OCCC(C)C)C(C)=C(C)C=C3","-","-","AUTO_144","Repirinast","A139796","32379452","-","-","Low","Validation","oral","NFQIAEMCQGTTIR-UHFFFAOYSA"
"ClC1=CC=2S(=O)(=O)N(C=3C(C(NCCCCCCC(O)=O)C2C=C1)=CC=CC3)C","-","-","AUTO_145","Tianeptine","A139796","32379452","-","-","High","Validation","oral","JICJBGPOMZQUBB-UHFFFAOYSA"
"C1=CC(O)=CC=C1CC(=O)NCCNCC(O)COC2=CC=CC=C2C#N","-","-","AUTO_146","EPANOLOL","A139796","32379452","-","-","Low","Validation","oral","YARKMNAWFIMDKV-UHFFFAOYSA"
"S1C2N(C(C1(C)C)C(O)=O)C(=O)C2NC(=O)C(NC(=O)N3CCNC3=O)C4=CC=CC=C4","-","-","AUTO_147","Azlocillin","A139796","32379452","-","-","Low","Validation","oral","JTWOMNBEOCYFNV-XQERAMJGSA"
"OC(C1N2CC(C(C1)CC2)C=C)C3=C4C(=NC=C3)C=CC(OC)=C4","-","-","AUTO_148","Quinine","A139796","32379452","-","-","High","Validation","oral","LOUPRKONTZGTKE-FOEVPDMQSA"
"S1C=2C=CC=CC2C(=O)C3=C(NCCN(CC)CC)C=CC(CO)=C13","-","-","AUTO_149","Hycanthone","A139796","32379452","-","-","Low","Validation","oral","MFZWMTSUNYWVBU-UHFFFAOYSA"
"O=C(N(C1(C(N(C2(C(C3=C4C(C2([H])[H])=C(N(C4=C(C(=C3[H])[H])[H])[H])[H])=C1[H])[H])C([H])([H])[H])([H])[H])[H])[H])N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]","-","-","AUTO_150","Lisuride","A139796","32379452","-","-","Low","Validation","oral","BKRGVLQUQGGVSM-KBXCAEBGSA"
"C=1C=CC(C(C=2C=CC=CC2)CC(NC(C)(C)C)C)=CC1","-","-","AUTO_151","Terodiline","A139796","32379452","-","-","High","Validation","oral","UISARWKNNNHPGI-UHFFFAOYSA"
"C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4","-","-","AUTO_152","Cilostazol","A139796","32379452","-","-","High","Validation","oral","RRGUKTPIGVIEKM-UHFFFAOYSA"
"S(=O)(=O)(N(C(=O)N(N1C(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])C2=C(C(=C(C(C(N(C(=O)C3=NOC(=C3[H])C([H])([H])[H])[H])([H])[H])([H])[H])C(=C2[H])[H])[H])[H]","-","-","AUTO_153","Glisoxepid","A139796","32379452","-","-","High","Validation","oral","ZKUDBRCEOBOWLF-UHFFFAOYSA"
"CC(C)NCC(O)COC1=C(C(=O)C)C=C(NC(=O)C)C=C1","-","-","AUTO_154","Diacetolol","A139796","32379452","-","-","Low","Validation","oral","AWOGXJOBNAWQSF-UHFFFAOYSA"
"O=C1CCC2(C)C(CCC3([H])C2([H])CCC4(C)C3([H])CCC4(C)O)=C1","-","-","AUTO_155","methyltestosterone","A139796","32379452","-","-","High","Validation","oral","GCKMFJBGXUYNAG-HLXURNFRSA"
"O(C1(C2(C(C(C1)CC2)(C)C)C)C3=CC=CC=C3)CCN(C)C","-","-","AUTO_156","Deramciclane","A139796","32379452","-","-","Low","Validation","oral","QOBGWWQAMAPULA-RLLQIKCJSA"
"O1C(C(C(C(O)C1OC2C(CC(N)C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)N)O)CO","-","-","AUTO_157","Kanamycin","A139796","32379452","-","-","Low","Validation","oral","SBUJHOSQTJFQJX-UHFFFAOYSA"
"FC1=CC=C(C2(OCC3=C2C=CC(=C3)C#N)CCCN(C)C)C=C1","-","-","AUTO_158","Escitalopram","A139796","32379452","-","-","High","Validation","oral","WSEQXVZVJXJVFP-FQEVSTJZSA"
"S1C(N(CC2=CC3=C(NC(=NC3=O)C)C=C2)C)=CC=C1C(=O)NC(CCC(O)=O)C(O)=O","-","-","AUTO_159","raltitrexed","A139796","32379452","-","-","Low","Validation","oral","IVTVGDXNLFLDRM-HNNXBMFYSA"
"C(=O)(NO)C=CC=1C=CC(=CC1)CNCCC2=C(NC=3C=CC=CC23)C","-","-","AUTO_160","Panobinostat","A139796","32379452","-","-","Low","Validation","oral","FPOHNWQLNRZRFC-ZHACJKMWSA"
"O1C2(C34C(C(N(C(C3([H])[H])([H])[H])C([H])([H])[H])(C(C5=C4C1=C(OC(=O)C([H])([H])[H])C(=C5[H])[H])([H])[H])[H])(C(=C(C2(OC(=O)C([H])([H])[H])[H])[H])[H])[H])[H]","-","-","AUTO_161","Heroin","A139796","32379452","-","-","Low","Validation","oral","GVGLGOZIDCSQPN-PVHGPHFFSA"
"S1C2N(C(C1(C)C)C(O)=O)C(=O)C2NC(=O)C(NC(=O)N3CCN(S(=O)(=O)C)C3=O)C4=CC=CC=C4","-","-","AUTO_162","Mezlocillin","A139796","32379452","-","-","Low","Validation","oral","YPBATNHYBCGSSN-VWPFQQQWSA"
"CSC1=CC=C2SC3=C(N(C2=C1)CCC4CCCCN4C)C=CC=C3","-","-","AUTO_163","Thioridazine","A139796","32379452","-","-","Low","Validation","oral","KLBQZWRITKRQQV-UHFFFAOYSA"
"CC(C)NC=1C=CC=NC1N2CCN(CC2)C(=O)C3=CC=4C=C(NS(C)(=O)=O)C=CC4N3","-","-","AUTO_164","Delavirdine","A139796","32379452","-","-","High","Validation","oral","WHBIGIKBNXZKFE-UHFFFAOYSA"
"OC1(C2(C(C3C(CC2)C4C(CC3)=CC(=O)CC4)C=C1)CC)C#C","-","-","AUTO_165","Gestodene","A139796","32379452","-","-","High","Validation","oral","SIGSPDASOTUPFS-XUDSTZEESA"
"OCCOCCN1CCN(C(C2=CC=C(C=C2)Cl)C3=CC=CC=C3)CC1","-","-","AUTO_166","Hydroxyzine","A139796","32379452","-","-","High","Validation","oral","ZQDWXGKKHFNSQK-UHFFFAOYSA"
"ClC1=C(C2(C3(C(C(OC(=O)C([H])([H])[H])(C(C3([H])[H])([H])[H])C(=O)C([H])([H])[H])(C(C(C2(C4(C1=C(C(=O)C(C4([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H]","-","-","AUTO_167","Chlormadinone","A139796","32379452","-","-","Low","Validation","oral","QMBJSIBWORFWQT-DFXBJWIESA"
