PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Permeability,Analysis Comment,Compound QC
1927,4255655,1093278,C1CN(CCN1CC2=CC(=C3C=CC=NC3=C2O)Cl)C4=CC=CC=N4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1928,29216956,17757089,CC1=C(C(=NO1)C)C2=CC3=C(C=C2)N=CN=C3NCC4=CC5=C(C=C4)NC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1929,137275869,57519516,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C3=NN=C4N3CCCCC4,Active,,,,High,313.6,class = 0,QC'ed NCATS
1930,162211049,71307847,COC1=CC=CC=C1N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,Active,,,,High,385.15,class = 0,QC'ed NCATS
1931,163826992,71660753,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC=C4Br)C5=C(C=NN5)Cl)C(=O)C1,Active,,,,High,530.64,class = 0,QC'ed NCATS
1932,377684740,4552554,CC1=CC=C(C=C1)COC2=C(C=C(C=C2)C(=S)N3CCN(CC3)CCO)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1933,164755762,71771106,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CC[C@H](C3)F)[O-],Active,,,,High,198.59,class = 0,QC'ed NCATS
1934,85736345,44460161,C1=CC2=C(C=CC(=C2N=C1)O)CNC3=C(C=C(C=C3)F)F,Active,,,,High,177.69,class = 0,QC'ed NCATS
1935,24409593,16030748,CC1=CC(=CC=C1)C2=NN(C(=C2)NC(=O)C3=CC=CC=C3C)C4=CC=CC=C4,Active,,,,High,656.76,class = 0,QC'ed NCATS
1936,24409034,16030286,CC1=CC=CN2C1=NC(=CC2=O)COC3=CC=CC(=C3)NC(=O)C4=CC(=CC=C4)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1937,24414133,16033843,CC1=C(C=CC=C1Cl)N2C(=O)C3=C(N(C2=O)CC4=CC(=CC=C4)OC)SC5=C3CCN(C5)C(=O)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1938,375885513,134805981,COC1=CC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1939,57260290,16318005,CCOC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N3C=CC=C3)S(=O)(=O)N4CCOCC4,Active,,,,Moderate,80.42,class = 1,QC'ed NCATS
1940,29218154,17757314,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3=NC4=CC=CC=C4C(=O)N3CC5=CC=CC=C5)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1941,24416721,5322523,CC(C)CN1C=C(C2=CC(=C(C=C2C1=O)OC)OC)C(=O)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1942,87550906,16615769,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OCC(=O)N3)C,Active,,,,High,705.57,class = 0,QC'ed NCATS
1943,17403298,2865236,C1=CC=C(C(=C1)C2C3C(=NC4=CC=CC=C4S2)C5=CC=CC=C5C3=O)F,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1944,134225091,56593296,COC1=C(C(=CC=C1)OC)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,Active,,,,High,898.59,class = 0,QC'ed NCATS
1945,174006604,73265243,C1=CC=C(C=C1)C2=CC=C(C=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O[S+](=O)(C4=CC=CC5=C4C=CN=C5)[O-])N[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],Active,,,,Moderate,18.5,class = 1,QC'ed NCATS
1946,99367893,802475,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=C(C=C3)Cl,Active,,,,High,191.04,class = 0,QC'ed NCATS
1947,87677830,44144346,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=C(C=C3)OCCO4,Active,,,,High,668.86,class = 0,QC'ed NCATS
1948,99367948,46907658,CC(C)OC1=CC=CC(=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,Active,,,,High,>1000,class = 0,QC'ed NCATS
1949,174006540,24905142,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CN=C5C(=C4)C=CN5)N,Active,,,,High,>1000,class = 0,QC'ed NCATS
1950,89650081,44825280,CC(=O)C1=CC=CC(=C1)C2=CSC3=C2C(=NC=N3)SC4=NN=NN4C,Active,,,,High,239,class = 0,QC'ed NCATS
1951,174006558,44607360,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1952,863498,664752,CCCOC(=O)C1=CC=C(C=C1)OC2=C(NN=C2C3=C(C=C(C=C3)O)O)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1953,87677811,44144338,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3F,Active,,,,High,557.98,class = 0,QC'ed NCATS
1954,363678074,76168,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1955,24401089,16022700,CCOC1=CC=C(C=C1)CNC(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,Active,,,,High,842.92,class = 0,QC'ed NCATS
1956,375884757,134805226,C1C(C2(CN1CC3=CC=C(C=C3)O)CN(C2)C4=CC=CC=C4)CNC5=CC=CC=C5,Active,,,,High,>1000,class = 0,QC'ed NCATS
1957,4258425,1264460,CCN1C(=NN=C1SCC2=CC=C(C=C2)C#N)C3=CC(=CC=C3)Cl,Active,,,,High,923.8,class = 0,QC'ed NCATS
1958,50124097,2710,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1959,161004027,58033027,COC(=O)C1=CC=CC=C1C(=O)NC2=NC(=CS2)C3=CC=CC=C3,Active,,,,High,895.68,class = 0,QC'ed NCATS
1960,161004031,70789393,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,,,,Moderate,21.4,class = 1,QC'ed NCATS
1961,144116985,60167813,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3CCN(CC3)C4=CN=CC=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1962,377679845,16345884,C1=CC=C2C(=C1)N=CC(=N2)C(=O)NC3=C(C=C(C=C3)Cl)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1963,163827002,1869540,CCC1=CC2=C(C=C1)OC(=O)C=C2CN3CCN(CC3)C4=CC=CC=C4F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1964,164755739,71771104,CC1=CC(=C(N1)C(=O)NC2=CC(=CC=C2)[S+](=O)(N3CCCCC3)[O-])C,Active,,,,High,935.53,class = 0,QC'ed NCATS
1965,164755748,71771088,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=C(C=C2)OC)S(=O)(=O)N3CCCCCC3,Active,,,,High,989.33,class = 0,QC'ed NCATS
1966,170363375,72183106,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC(=C(C=C3)Cl)S(=O)(=O)N4CCOCC4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1967,375888011,134808479,CC1=CC=C(C=C1)C2=NC3=C(NN=C3N=C2)C4=CC=CC=C4OC,Active,,,,Moderate,76.16,class = 1,QC'ed NCATS
1968,24401675,135410423,CC1=CC(=CC=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4Cl)C(=O)NC5=CC=CC=C5OC)C,Active,,,,High,750.51,class = 0,QC'ed NCATS
1969,377648617,46364983,CN1C2=CC=CC=C2N=C(C1=O)C(=O)NC3=CC=C(C=C3)C(=O)OC,Active,,,,High,350.33,class = 0,QC'ed NCATS
1970,104224713,49853271,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC(=CC=C4)Cl)C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1971,17507053,3106303,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4SC(C3C2=O)C5=CC=C(C=C5)Cl,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1972,170465139,5095,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Active,,,,High,179.29,class = 0,QC'ed NCATS
1973,24397943,16019899,CC(C)CCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NC4=CC(=C(C=C4)OC)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1974,99367920,46907690,C1CN(CCC1C(=O)NCCCC2=CC=CC=C2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,,,,Moderate,18,class = 1,QC'ed NCATS
1975,375862622,75465982,C1=CSC(=C1)C2=CC=NC3=NC(=NN23)CC4=CC=C(C=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
1976,363678130,53344908,C1COCCC1(CNC(=O)C2=CC=CC(=C2)C3=NOC(=N3)C(F)(F)F)C4=NC(=CS4)C5=CC=CC=C5,Active,,,,High,664.61,class = 0,QC'ed NCATS
1977,57260412,16296311,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCCC2)NC(=O)CC3=NNC(=O)C4=CC=CC=C43,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1978,124398568,53257186,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC=C3C(F)(F)F,Active,,,,High,488.67,class = 0,QC'ed NCATS
1979,162211013,71307821,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCCC4,Active,,,,High,>1000,class = 0,QC'ed NCATS
1980,160844016,4130805,C1=CSC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,Active,,,,High,125.91,class = 0,QC'ed NCATS
1981,377704876,767103,C1CCC(CC1)C2=NN=C(O2)C3=CC=C(C=C3)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1982,161004100,70789421,CC1=CC=C(C=C1)NC(=O)C2=C(C=NC=C2)NS(=O)(=O)C3=CC=C(C=C3)C,Active,,,,High,244.66,class = 0,QC'ed NCATS
1983,170465786,3627,CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Active,,,,High,652.3,class = 0,QC'ed NCATS
1984,384569537,90479372,CN(CC1=CC=C(C=C1)/C=C/C(=O)NO)CC23CC4CC(C2)CC(C4)C3,Active,,,,High,>1000,class = 0,QC'ed NCATS
1985,144116981,60167852,CC1=CN=C(N=C1NCC2CCN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1986,24413948,4062086,CCC1=CC=C(C=C1)NC(=O)CSC2=NC3=CC=CC=C3C4=NC(C(=O)N42)CC(=O)NCC5=CC6=C(C=C5)OCO6,Inactive,,,,Low,1,class = 1,QC'ed NCATS
1987,87677816,44144334,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3Br,Active,,,,High,461.91,class = 0,QC'ed NCATS
1988,22405995,135422526,CC1=C(C=C(C=C1)N2C(=CC(=C2C)C3=NNC(=NC4CC4)SC3)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
1989,363680191,72199292,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3COC2=O)C5=CC6=CC=CC=C6N=C5,Active,,,,Moderate,47.52,class = 1,QC'ed NCATS
1990,49728050,6460634,CCOC1=C(C=C(C=C1)S(=O)(=O)NCC2=CN=CC=C2)NC(=O)C3=CC=CC=C3F,Active,,,,Moderate,98.95,class = 1,QC'ed NCATS
1991,170464853,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,Active,,,,High,>1000,class = 0,QC'ed NCATS
1992,24410291,16031336,C1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=C(C=C5)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
1993,144205434,68363,CCOC1=CC(=CC(=C1OCC)OCC)C2=NC=CC3=CC(=C(C=C32)OC)OC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1994,99460857,8852509,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)C(=O)C3=CC=CC=C3)OCC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1995,161004685,70789746,CCOC1=C(C=C2CN(CCC2=C1)C(=O)C3=CC4=C(N3CC5=CC=CC=C5)C=CS4)OCC,Active,,,,High,>1000,class = 0,QC'ed NCATS
1996,160844022,70701391,COC1=CC=CC=C1CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,,,,High,511.5,class = 0,QC'ed NCATS
1997,137276086,57519526,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=NOCC=C)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
1998,144116975,60167846,C1CN(CC1CNC2=NC(=NC=C2F)C3=CC=CC=C3C(F)F)C4=NC=CN=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
1999,144116977,60167822,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CC=NN4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2000,377666815,3074829,CC1=CC2=CC=CC=C2N1CC(=O)NC3CCCCC3,Active,,,,High,634.05,class = 0,QC'ed NCATS
2001,377693281,4774796,CCC1=CC=C(C=C1)NC(=O)C2=NN3C=CC=NC3=C2,Active,,,,High,524.93,class = 0,QC'ed NCATS
2002,144116987,60167844,CC(C)C1=CC=CC=C1C2=NC=C(C(=N2)NCC3=CC=C(S3)C4=CN=CC=C4)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2003,163827020,16360527,COC(=O)C1=CC=CC=C1NC(=O)C2=CC=CC=C2OC(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2004,170363373,4295603,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N5CCOCC5)C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2005,124953101,5379210,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C4C(=C3O2)C5C=COC5O4)OC,Active,,,,High,889.58,class = 0,QC'ed NCATS
2006,375806391,26742366,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)CC4=CC=CS4)C5=CC=NC=C5,Active,,,,High,447.9,class = 0,QC'ed NCATS
2007,375888446,134808914,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5CC5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2008,24401081,16022692,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=C(C=C4)F)C)C,Active,,,,High,841.82,class = 0,QC'ed NCATS
2009,24387240,16010694,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)CN3C4=C(COC5=CC=CC=C54)C=N3)C,Active,,,,High,675.79,class = 0,QC'ed NCATS
2010,24401705,135410430,CCC1=CC=C(C=C1)C2C(=C(NC3=C(C=NN23)C(=O)NC4=CC=C(C=C4)C)C)C(=O)NC5=CC=CC=C5OC,Active,,,,High,547.19,class = 0,QC'ed NCATS
2011,4239092,3234199,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,Active,,,,High,405.56,class = 0,QC'ed NCATS
2012,104224701,49853223,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2013,24269264,15988957,CC1=CC=CC=C1NC2=C(N=C3N2C=CS3)C4=CC=CC=C4O,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2014,4257997,2942513,CC1CCC2=C(N1S(=O)(=O)C3=CC=CS3)C=C(C=C2)F,Active,,,,High,795.01,class = 0,QC'ed NCATS
2015,4257661,1305978,CC(C)CCN1C2=C(N=C1OC3=CC=C(C=C3)C(=O)OC)N(C(=O)N(C2=O)C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2016,4261513,2979657,CC1CC2=NC(=NC(=C2C(=O)C1)C)NCC3=CC=CO3,Active,,,,High,>1000,class = 0,QC'ed NCATS
2017,24406691,16028187,CCN1CCN(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC(=CS4)Br,Active,,,,High,786.85,class = 0,QC'ed NCATS
2018,163827029,664331,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=CC=CC=C5O4,Active,,,,High,293.91,class = 0,QC'ed NCATS
2019,87550843,44623889,CC1=CC2=C(C=C1)OC(=N2)NC3=NC4(CCCC4)C5=C(N3)CCCC5=O,Active,,,,High,542.62,class = 0,QC'ed NCATS
2020,99381584,3230466,CCOC(=O)C1CCN(CC1)C(=O)C2(CCCCC2)NC(=O)NC3=C(C=C(C=C3)F)F,Active,,,,High,177,class = 0,QC'ed NCATS
2021,99431363,46926081,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5CCCC5,Active,,,,High,>1000,class = 0,QC'ed NCATS
2022,162210985,71307855,CCOC(=O)C1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,Active,,,,High,352.94,class = 0,QC'ed NCATS
2023,162211036,71307830,CC(C)(C)C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,Active,,,,High,969.39,class = 0,QC'ed NCATS
2024,161004024,70789372,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=CN=C(C=C3)C4=CC=CC=C4,Active,,,,Moderate,54.27,class = 1,QC'ed NCATS
2025,161004683,70789732,CC(C)OC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OC(C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2026,160844086,70701413,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2027,174006609,73265249,CN([C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)N4CCN(CC4)C(=O)OCC5=CC=CC=C5)[S+](=O)(C6=CC=CC7=C6C=CN=C7)[O-],Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2028,375809101,26743389,CC1=C(C(=NN1C2=CC=C(C=C2)OC)C)[C@H]3C[C@@H](C=C3)NCC4=CC=C(C=C4)N(C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2029,24414158,4189771,CC1=C(C(=NN1)C)CCC2=NN3C(=N2)C4=CC=CC=C4N=C3SCC(=O)NC5=CC=C(C=C5)F,Active,,,,High,122.25,class = 0,QC'ed NCATS
2030,375837494,91925560,COC1=CC=C(C=C1)C(=O)N[C@@H]2CCC[C@@H]2C(=O)N3CCC(CC3)CC4=CC=CC=C4,Active,,,,High,>1000,class = 0,QC'ed NCATS
2031,24384612,16008413,CCN1C2=CC=CC=C2C(=CC1=O)OCC(=O)N3CCN(CC3)C4=CC(=CC=C4)Cl,Active,,,,High,940.54,class = 0,QC'ed NCATS
2032,144206383,13493,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2033,87677810,44143948,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,Active,,,,High,406.09,class = 0,QC'ed NCATS
2034,24401083,16022694,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=CC=C4F)C)C,Active,,,,High,919.76,class = 0,QC'ed NCATS
2035,24401402,16023012,CC1=CC=C(C=C1)CCNC(=O)C2CCCN(C2)C3=NN=C(C4=C(N(N=C43)C5=CC=C(C=C5)OC)C)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2036,87550837,44623883,C1CCC2(C1)C3=C(CCCC3=O)NC(=N2)NC4=NC5=C(O4)C=CC(=C5)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2037,144116948,60167872,CC1=NC=C(C=C1)N2CCC(CC2)CNC3=NC(=NC=C3C)C4=CC=CC=C4C(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2038,161004017,5121651,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)C,Active,,,,Moderate,35.6,class = 1,QC'ed NCATS
2039,144116992,60167834,CC1=CN=C(N=C1NCC2CN(C2)C3=CN=CC=C3)C4=CC=CC=C4C(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2040,161004102,70789371,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=CC=C3,Active,,,,High,123.11,class = 0,QC'ed NCATS
2041,56317288,18109531,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=C(C=CC=N3)O,Active,,,,High,343.71,class = 0,QC'ed NCATS
2042,57655021,661788,CC(=O)NC1=CC=C(C=C1)OCC2=C(C=CC(=C2)C3NC4=CC=CC=C4C(=O)N3CC5=CC=CO5)OC,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2043,170465270,67533,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2044,174006897,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
2045,144204466,3689,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2046,24270400,2973056,COC1=C(C(=CC(=C1)C2CC(=O)NC3=CC4=C(C=C23)OCCO4)Br)OC,Active,,,,High,375.79,class = 0,QC'ed NCATS
2047,104224711,49852942,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC(=CC=C4)F)C(F)(F)F,Active,,,,High,314.84,class = 0,QC'ed NCATS
2048,174006622,73265257,CC(C)(C)OC(=O)N[C@@H](CC1=CC=C(C=C1)O[S+](=O)(C2=CC=CC3=C2C=CN=C3)[O-])C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2049,363678018,9901086,C1CN(CCN1)C2=CN=CC(=N2)OCC3=CC(=CC=C3)Cl,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2050,99367973,46907755,CC(=O)C1CCN(CC1)C2=NC=C(S2)C3=CC(=CC=C3)N(C)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2051,104223745,3235425,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4)C(F)(F)F,Active,,,,High,>1000,class = 0,QC'ed NCATS
2052,124879958,132496,CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,Active,,,,Moderate,11.7,class = 1,QC'ed NCATS
2053,24394674,16016817,CCOC(=O)CC1=CC=C(C=C1)NC(=O)N2C3=C(C=C(C=C3)Cl)C=N2,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2054,87550838,44640151,C1CC2=C(C(=O)C1)C3(CCSC3)N=C(N2)NC4=NC5=CC=CC=C5O4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2055,162211039,71307870,CC1=CC(=C(N1C2=CC=C(C=C2)[N+](=O)[O-])C)C3=NN=C4N3CCCCC4,Active,,,,Moderate,20.78,class = 1,QC'ed NCATS
2056,161003893,70789559,CC1=C(C=C(C=C1)C(=O)[C@H]2CC[C@H](C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4)C,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2057,162210988,71307828,CC1=CC(=CC=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCC(CC4)Br,Active,,,,High,>1000,class = 0,QC'ed NCATS
2058,162211006,71307859,CC1CCCN(C1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=CC(=C4)C,Active,,,,High,>1000,class = 0,QC'ed NCATS
2059,161004684,70789730,CCOC1=C(C=C(C=C1)C(C)CNC(=O)C2=CC3=C(N2CC4=CC=CC=C4)C=CS3)OCC,Active,,,,High,>1000,class = 0,QC'ed NCATS
2060,161004059,70789350,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2061,377673486,3157145,CCN1CCCC1CNCC2=CC=CC=C2,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2062,170466918,72187539,C1=CC=C(C=C1)CC2=CC(=CC=C2)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2063,363677952,4068248,CCOC(=O)C1=CC(=C(C=C1)NC2CCCCC2)N,Active,,,,High,>1000,class = 0,QC'ed NCATS
2064,87677808,720656,C1COCCN1C2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,,,,Low,1,class = 1,QC'ed NCATS
2065,24276118,3122421,CC1=CC=CC=C1NC(=O)CSC2=C(C(=CC(=N2)C3=CC=CC=C3)C4=CC=C(C=C4)OC)C#N,Inconclusive,,,,N/F,N/F,,QC'ed NCATS
2066,85267334,44246394,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CCC3=C(C(=CC=C3)Cl)Cl,Active,,,,High,>1000,class = 0,QC'ed NCATS
2067,174007119,73265340,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Active,,,,High,471.75,class = 0,QC'ed NCATS
2068,24267272,4231518,C1=CSC(=C1)C2=CC(=NC(=N2)S(=O)(=O)CCC(=O)NC3=CC=C(C=C3)OC(F)(F)F)C(F)(F)F,Inactive,,,,Low,5.76,class = 1,QC'ed NCATS
2069,87677823,44143159,C1CN(CCC1C(=O)N)C2=NC(=CS2)C3=CC=CC=C3C4=CC=CC=C4,Active,,,,High,606.16,class = 0,QC'ed NCATS
2070,24394152,135546828,CCC1=CC=C(C=C1)N2C3=C(C(SCC(=O)N3)C4=CC=CC=C4C)C(=N2)C,Active,,,,High,707.46,class = 0,QC'ed NCATS
