Solubility_log(mol/L),SMILES
0.28,CCC#N
0.28,O=C1OC(C(O)CO)C(O)=C1O
0.2806,CNCl
0.2865181043,CCCCCCCCCCCC[N+](C)(C)CC(O)CS(=O)(=O)[O-]
0.2868,CCC(N)C(=O)O
0.2872,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
0.2872063056,CCCCCCCCOS(=O)(=O)[O-].[Na+]
0.2877472964999999,C[N+](C)(C)c1ccccc1.[Cl-]
0.2879414183,C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O
0.2893,NC(=O)C1CCCC(C(N)=O)N1
0.29,C#C
0.2903,CC1NC(=O)CNC1=O
0.2919,CCC1OCCO1
0.2936043702,CC(=O)[O-].CC(=O)[O-].[Co+2]
0.2936103731,NC(=O)c1ccc[n+](Cc2ccccc2)c1.[Cl-]
0.2946,NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1O[C@@H](n2cc(CO)c(=O)[nH]c2=O)C(O)C1O
0.2948,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
0.2956,CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC
0.2961937852,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
0.2964249182,O=P([O-])(O)O.O=P([O-])(O)O.[Ni+2]
0.2983,CN(C)c1cccc(S(=O)(=O)O)c1
0.2984,O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1
0.3,O=C1CCC(=O)N1
0.3,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
0.301076949,O=C([O-])CP(=O)([O-])O[O-].[Na+].[Na+].[Na+]
0.3032,OCC1=C[C@H](N[C@H]2C[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
0.3048,CC(C)[C@@H](O)C#N
0.3094,CC(O)C(F)(F)F
0.31,CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O
0.31,Cc1c(N)c(=O)n(-c2ccccc2)n1C
0.3126582838,CN(CC(=O)O)C(N)=NP(=O)([O-])[O-].[Na+].[Na+]
0.3133,[Br-].[Br-].c1cc[n+]2c(c1)-c1cccc[n+]1CC2
0.3159,NC(CCC(=O)O)C(=O)O.[Cl-].[H+]
0.316191362,CN(C)CCCNC1CC(C)(C)NC(C)(C)C1
0.3165863989999999,N=C1C=CC2=CC(S(=O)(=O)[O-])=CC(=O)C2=C1NNc1ccc(N)cc1S(=O)(=O)[O-].[Na+].[Na+]
0.3169727848,O=C([O-])C(O)C(O)C1OB(O)OC1CO.O=C([O-])C(O)C(O)C1OB(O)OC1CO.[Ca+2]
0.3170701984,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
0.32,C/C=C/C=O
0.32,CC=CC=O
0.32,NC(N)=S
0.32,O=C(CO)C(O)C(O)C(O)CO
0.3208872115,CC(C)c1ccc(S(=O)(=O)[O-])cc1.[K+]
0.321,NCc1ccc(S(N)(=O)=O)cc1
0.322,OC[P+](CO)(CO)CO.[Cl-]
0.3226990562,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[NH4+].[NH4+]
0.3237,N#CCCNCC(=O)O
0.3256,NC(=O)NCl
0.3276361318,O=[N+]([O-])O.O=[N+]([O-])O.[Cd+2]
0.3286681761,CC(=O)NNC(C)=O
0.3322,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N
0.3326,COC(C)(C)CC(C)=O
0.332748699,O=S(=O)([O-])CCBr.[Na+]
0.3327787326,NCCNCCNCCNCCNCCN
0.3329637961,CCCCC(CC)COS(=O)(=O)[O-].[Na+]
0.3348,O=C1OC(C(O)C(O)CO)C(O)C1O
0.3363395335,CC(N)=S
0.3386928662,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].[Na+]
0.3403663284,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO
0.3427540765999999,O=C([O-])CCCC(=O)[O-].[Li+].[Li+]
0.3449927217,CC(=O)N1C[C@@H](O)C[C@H]1C(=O)[O-]
0.3454130072,O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.[Na+].[Na+]
0.3460227367,CC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+]
0.3487,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
0.35,OC1C(O)C(O)C(O)C(O)C1O
0.351057238,C=CC(C)(C)O
0.3524906593,[Na+].[Na+].[SH-]
0.3558508036,CN(C)CCCNCCCN(C)C
0.3577,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
0.3586,CN(C)c1ncc2nccnc2n1
0.3597,NC(CS)C(=O)O
0.36,Cc1ccncc1C
0.36,O=C(O)C(O)C(Cl)(Cl)Cl
0.36,O=c1cccc2n1CC1CNCC2C1
0.3612,O=C(O)/C=C(\CC(=O)O)C(=O)O
0.3618761934,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Co+2]
0.3621,C/C=C\CO
0.3621421768,[Cl-].[Cl-].[NH3+]CCCCCCCC[NH3+]
0.3627,C=CC(O)C(=O)OCC
0.363,O=c1cccc2n1C[C@@H]1CNC[C@@H]2C1
0.3652265972,O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3]
0.3661,CC(=O)C(C)=O
0.3662767625999999,N.N.O=C(O)[C@H](O)[C@@H](O)C(=O)O
0.3709472853,O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+].[Na+]
0.3711,C[As](=O)([O-])[O-].[Na+].[Na+]
0.371232292,CC1COC(=O)O1
0.3717171259,C1OCOCO1
0.3719654625999999,N[C@@H](CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
0.3722,OCC(O)C(O)C(O)C(O)C(O)CO
0.3746,CCC(=O)NCCNC(=O)CC
0.3753911904,C=C(C)C(N)=O
0.3783,Nc1ccc2cc3ccc(N)cc3nc2c1
0.3797,CC(=O)C1(C)CO1
0.38,CCC(C)(N)C(=O)O
0.38,Cc1cccnc1C
0.38,Cc1ccnc(C)c1
0.38,Cc1cncc(C)c1
0.3803001877,COC(=O)c1ccc([O-])cc1.[Na+]
0.3819230911,CNc1nc(OC)ccc1N.[Cl-].[Cl-].[H+].[H+]
0.3827,c1cnoc1
0.3840315922999999,O=C(O)C1CCNCC1.[Cl-].[H+]
0.3877,CCC(C)O
0.3887739198,OCC1CCCO1
0.39,CC(CC(=O)Nc1ccccc1)C(=O)O
0.39,O=C1CCC(=O)N1
0.39,OC1COC(O)C(O)C1O
0.3901,Cc1ncc(CO)c(C=O)c1O.[Cl-].[H+]
0.3906698962,CC1=C(O)C(=O)C(C)O1
0.3909106219,O=C([O-])c1ccccc1.[Li+]
0.3919616292,NC(CCC(=O)O)C(=O)[O-].[Na+]
0.3921242805,O=S(=O)([O-])[O-].[Li+].[Li+]
0.3925,O=P(Oc1ccccc1)(N1CCOCC1)N1CCOCC1
0.3926664196,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO
0.3944261529,CC(C)(CO)[C@@H](O)C(=O)NCCCO
0.3961032361,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+]
0.3967110896,[Cd+2].[Cl-].[Cl-]
0.3972950779,CC1OC1C
0.3975093207,CC(=O)C1CCOC1=O
0.3975348561999999,N=C(N)N.N=C(N)N.O=C(O)O
0.3984,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[K+].[Na+]
0.3990871293999999,O=[Cr](=O)(O)O[Cr](=O)(=O)O.c1ccncc1.c1ccncc1
0.4,CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1
0.402,CCOS(C)(=O)=O
0.4036921179,NC(N)=O.O=S(=O)([O-])O.OC[P+](CO)(CO)CO
0.4040256561999999,CCCCc1ccc2[n-]nnc2c1.[Na+]
0.4043520428,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
0.4063,CCCOP(=O)(OCC)OCC
0.4084,CNCC(O)C(O)C(O)C(O)CO
0.4103907799,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mn+2]
0.4104692649,CCCCC(CC)CN(CCC(=O)[O-])CCC(=O)O.[Na+]
0.4107896597,C1CCOCOC1
0.4108359647999999,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
0.4110563572999999,O=C([O-])C(O)C(O)C(=O)[O-].[Na+].[Na+]
0.4112,C1CNCCN1.[Cl-].[Cl-].[H+].[H+]
0.4112261076,[Cs+].[I-]
0.4120163187,C/C=C\C=O
0.4121,O=C(CCCCC(=O)NCCO)NCCO
0.4145585536,NNC(=O)NN
0.41483097,CCCC[P+](CCCC)(CCCC)CCCC.[Br-]
0.4167,CN1C2CCCC1CC(=O)C2
0.4168921924,CN(C)C(=S)[S-].[Na+]
0.4173208759,CC(O)CN(CC(C)O)CC(C)O
0.42,CN(C)CNC(=O)c1ccccc1
0.4201828890999999,C[n+]1ccccc1.[Cl-]
0.4204601089999999,CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
0.4217473345,CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1.[K+]
0.4218033311999999,NCCNCCN(CCN)CCN.NCCNCCNCCNCCN
0.4223,OCCCCl
0.4251118411999999,NC(N)=O.OC[P+](CO)(CO)CO.[Cl-]
0.4252480461999999,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+]
0.4255,O=C(O)CSCC(=O)O
0.4276,COC(=O)/C=C(\C)OP(=O)(OC)OC
0.4295256052,O=C([O-])CCC(=O)C(=O)[O-].[Na+].[Na+]
0.4298,C=C(C)CO
0.43,CC(C)O
0.43,CCOP(=O)(OCC)OCC
0.43,O=C(OCC(=O)N(CCO)CCO)c1ccccc1
0.4318666789,O=S(=O)([O-])CCN1CCN(CCO)CC1.[Na+]
0.4321,O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+]
0.4349,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-]
0.4369,CCCCC(C(=O)O)C(=O)O
0.4373479501,NCCCC[C@H](N)C(=O)O.[Cl-].[H+]
0.4376764540999999,CC(C)(CO)C(O)C(=O)NCCCO
0.4385265234,CCOP(=O)(OCC)OCC
0.4388612161999999,NS(=O)(=O)[O-].NS(=O)(=O)[O-].[Ca+2]
0.4399221153,O=C(O)C1CC(O)CN1
0.4414438192,O=S(=O)([O-])[O-].[Cs+].[Cs+]
0.4432827885,Cc1cccc(C)c1NC(=O)C[NH+]1CC[NH2+]CC1
0.4433,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
0.4442593444,Nc1cnn(CCO)c1N.O=S(=O)(O)O
0.4445107882999999,CCc1nccnc1C
0.447,Cc1cccc(C)n1
0.4471,Cc1ccnc(C)c1
0.4499772209,CNC.O=C(O)COc1ccc(Cl)cc1Cl
0.45,Cc1cccc(C)n1
0.4533910824,O=S([O-])OS(=O)[O-].[Na+].[Na+]
0.4541441757,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F
0.4554354087,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Zn+2]
0.4557825074,O=S(=O)([O-])CCC[NH+]1CCOCC1
0.4563099285,C[N+]1([O-])CCOCC1
0.4571186188,O=S(=O)([O-])[O-].O=[V+2]
0.4574,COCCCCC=O
0.4578,N#CCCN(CCC#N)CC(=O)O
0.4579,CC(C)C(N)C(=O)NCC(=O)O
0.4579,CC(C)C(NC(=O)CN)C(=O)O
0.4596030518,O=C([O-])CSSCC(=O)[O-].[NH4+].[NH4+]
0.46,COC(C)=O
0.4612188619,O.O.O.[Li+].[O-][Cl+3]([O-])([O-])[O-]
0.4656,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
0.4683422926,OO
0.4688768793,CCC(C)OC(=S)S.[Na+]
0.4692256086,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Cr+3]
0.47,CCC(C)O
0.4733,CCCOP(=O)(OC)OC
0.4736237943999999,O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
0.4758,Cc1ncc(CO)c(C=O)c1O
0.4764657364,CN(C)CCOCCN(C)CCO
0.4768431239,O=C(O)CC(O)(CC(=O)O)C(=O)O
0.4781562172999999,CC(CCN)CC(C)(C)CN
0.48,CC(CC(=O)O)C(=O)O
0.48,COC(=O)C(N)Cc1ccc(O)c(O)c1
0.48,COCOC
0.481,C=CCOC(CO)CO
0.4850619562,CCCC[N+](C)(CCCC)CCCC.[I-]
0.4851623717,CC(CC(=O)[O-])CC(C)(C)C.[K+]
0.4853,COC(C)C(N)C(=O)O
0.4859956397,O=P([O-])([O-])[O-].[Cr+3]
0.4860173873,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3]
0.4864,C[C@@H]1C[NH2+][C@@H](C)C[NH2+]1
0.4865525209,O=S(=O)([O-])OOS(=O)(=O)[O-].[Na+].[Na+]
0.487,CN(C)C(=O)c1cccc(C(=O)N(C)C)c1
0.4872673501,O=C([O-])c1ccccc1.[K+]
0.4889459304999999,[Au+3].[Cl-].[Cl-].[Cl-].[Cl-].[NH4+]
0.488999371,CC1(C)CC(O)CC(C)(CN)C1
0.49,C1CCOC1
0.49,CC1CNC(C)CN1
0.4903065627,Cc1ncc(CN)c(N)n1
0.4904,C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CCP(C)(=O)O)C(=O)O
0.4918,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
0.4924399529,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O
0.4927,O=C(O)COCC(=O)O
0.4958194622,C/C=N/O
0.499854127,O=P([O-])(OCc1ccccc1)OCc1ccccc1.[K+]
0.5007,O=C(O)CCP(=O)(O)O
0.501,CCc1ccccn1
0.5010006364,[Cl-].[Cl-].[Zn+2]
0.5020204465,O=[Mo](=O)([O-])[O-].[Na+].[Na+]
0.5021,CC(C[N+](C)(C)C)OC(N)=O.[Cl-]
0.5024815492,C=C(C)C(=O)OCCN(C)C
0.5035,CN(C)C(=O)CCC(=O)N(C)C
0.5037,CNC(=O)Oc1cccc(N=CN(C)C)c1.[Cl-].[H+]
0.5055163708,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1
0.506,COCOC
0.5063442706,COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-]
0.5083,CN(C)C(=O)c1ccccc1C(=O)N(C)C
0.51,CCc1ccccn1
0.51,Nc1cccc(N)c1
0.5104628122,NNC(=O)C(N)CO.[Cl-].[H+]
0.5110430921,O=C1OC([C@@H](O)CO)C(=O)[C-]1O.[Na+]
0.5112,CCOP(=O)(OC)OC
0.5117,CCOC(=O)C(=O)C(=O)OCC
0.5121363664999999,Cc1ncc[nH]1
0.5168038544,CCC(CO)(CO)C(=O)O
0.519,O=C(O)C(Cl)(Cl)Cl
0.5192202667,O=C([O-])c1ccc[n+](Cc2ccccc2)c1.[Cl-].[Na+]
0.5194215084,C=C(C)CS(=O)(=O)[O-].[Na+]
0.52,CCC(C)=O
0.5201,O=C1OC(CO)C(O)C(O)C1O
0.522,Nc1nc[nH]n1
0.522,O=C(O)CC(S)C(=O)O
0.5225303771,NCC(F)F
0.523,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC
0.5233,CCN(CC)C(=O)/C(Cl)=C(/C)OP(=O)(OC)OC
0.5233,CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC
0.524,CCOC[C@H](N)C(=O)O
0.5249,CC(O)(P(=O)(O)O)P(=O)(O)O
0.5257355357,OCc1cncs1
0.5273,CNCC(=O)O
0.5292955703,C[Si]1O[Si](C)O[Si](C)O[Si](C)O[Si](C)O1
0.5321,CCN(C)N=O
0.5339097655,NCCN(CCN)CCN.NCCNCCNCCN
0.534,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
0.5366,O=S(=O)(O)C(Cl)(S(=O)(=O)O)S(=O)(=O)O
0.5373,CCOP(=O)(OCC)OP(=O)(OCC)OCC
0.5376020021,NC(N)=O.O=P(O)(O)O
0.5379999999999999,CCc1cccnc1
0.5397304724,NC(N)=NCCC[C@H](N)C(=O)O.[Cl-].[H+]
0.54,CNC(=O)C(C)SCCSP(=O)(OC)OC
0.54,COP(=O)(NC(C)=O)SC
0.5402,O=S(=O)(O)c1ccc2c(S(=O)(=O)O)cccc2c1
0.540234161,O=S(=O)([O-])[O-].[Cl].[Fe]
0.5413,CCS(=O)(=O)NS(=O)(=O)CC
0.5414259625,CC(=O)[O-].CC(=O)[O-].N.N.N.N.[Pd+2]
0.5416,CNC(=O)CCSCCSP(=O)(OC)OC
0.5433,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C
0.5443381649,CCOC(=S)[S-].[Na+]
0.5453241375,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Y+3]
0.5455,CC(Cl)(Cl)C(=O)O
0.5514149152000001,NC(CO)(CO)CO.[Cl-].[H+]
0.5526,COP(=O)(OC)OC
0.553426318,O=S(=O)([O-])[O-].[NH3+]O.[NH3+]O
0.5536775573,O=C1CCCC1
0.5538399496,C=CCOCC(O)CS(=O)(=O)[O-].[Na+]
0.5539999999999999,C[As](=O)([O-])O.[Na+]
0.5564,Cc1ccc(S(=O)(=O)O)cc1
0.5569422141,O=S(=O)([O-])CCO.[Na+]
0.56,C1CCOC1
0.5627035438,CC1(C)CC(O)CC(C)(C)N1[O]
0.5693792548,C=CC=O
0.57,C=CC=O
0.57,CCC(CO)NCCNC(CC)CO
0.5710956732,O=S(=O)([O-])OOS(=O)(=O)[O-].[NH4+].[NH4+]
0.5714408419,CC1(O)CC(C)(O)OO1
0.5718478438,O=C(O)C(O)C(O)C(=O)O
0.5746150304,CCCCNC1CC(C)(C)NC(C)(C)C1
0.5768,C=NO
0.5774207675,COC(=O)C(N)CO.[Cl-].[H+]
0.5776235848,C=C[Si](C)(OC)OC
0.5778568301,CC(C)COP(=S)([S-])OCC(C)C.[Na+]
0.5778808511,OC1COC(O)C(O)C1O
0.57976692,Cc1nc2n(c(=O)c1CCCl)CCCC2.Cl
0.58,CCC=O
0.58,COC=O
0.5809706515999999,CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO
0.581124668,O=C([O-])[O-].[Na+].[Na+]
0.5826413073,O.O.O.O.[Cl-].[Cl-].[Mn+2]
0.583312842,CC[N+](CC)(CC)CC.O=C([O-])c1ccccc1
0.5846760173,O=[Si]([O-])O[Si](=O)[O-].[Na+].[Na+]
0.5848,O=P(O)(O)OC1OC(CO)C(O)C(O)C1O
0.5854,NCCCCCC(=O)O
0.586,O=C1CC=NC=N1
0.586,O=c1ccnc[nH]1
0.5864,O=C([O-])c1ccccc1.[Na+]
0.5890195686999999,O=C(c1ccc(F)cc1)C1CCNCC1.[Cl-].[H+]
0.5917902317,CC(C)C(=O)OC(=O)C(C)C
0.5921,CCCCCC(C(=O)O)C(=O)O
0.5928981548,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Zn+2]
0.5931295033,C[N+](C)=CCC(O)CC(N)=O.[Cl-]
0.5951972853999999,CC[NH+](CC)CC.[Br-]
0.5960163257,O=C(O)CO
0.6028517968,[Cl-].[Cl-].[Cl-].[Fe+3]
0.6032053211,C[N+](C)(C)CCO.[OH-]
0.6033,C1CN2CCN1CC2
0.6043,Oc1cccc(O)c1O
0.6051674279,Cc1cccc2n[n-]nc12.[Na+]
0.6074112618999999,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Rh+3]
0.6082046329,O=C1CC[C@@H](C(=O)[O-])N1.[Na+]
0.6086,CCS(=O)CCSP(=O)(OC)OC
0.6087,O=C(O)c1ccc(S(=O)(=O)O)c(C(=O)O)c1
0.6099273323,N[C@@H](CC(=O)O)C(=O)[O-].[Na+]
0.61,NC(=O)c1cccnc1
0.61,O=C(O)C(O)(CO)CC(O)CO
0.6101059749000001,CC(O)CN(CCCN(C)C)CCCN(C)C
0.6121583154,NC(=O)c1cccnc1
0.6123418909,Oc1ccccc1O
0.6127511139,CC(C)c1ccc(S(=O)(=O)O)cc1
0.6148800726,O=C(O)CCC(=O)C(=O)O
0.6181158071,O=C1C=CC(=O)O1
0.6187,O=[As](O)(O)O
0.6194,c1ncc2[nH]cnc2n1
0.62,CCCO
0.62,Oc1ccccc1O
0.6211099353,C[N+](C)(C)C.O=C([O-])c1ccccc1C(=O)O
0.6219271018,N[C@@H](CS)C(=O)O.[Cl-].[H+]
0.623,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
0.6245331513,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+]
0.6249,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C
0.6252744890999999,OCC(O)C(O)C(O)CO
0.6286564425,O=P(O)(O)O.[K+]
0.6303241084000001,CC(=O)OCCOCCOCCOC(C)=O
0.6311,C[C@H](CC(=O)O)C(=O)O
0.631268384,Cl.O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1
0.6313327107,O=S(=O)([O-])[O-].[Fe+2]
0.6329,O=C1CCCCCCCN1
0.6335459397,NCCN1CCNC1=O
0.6341,COC(=O)CC(C)=O
0.6353,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
0.6370124426,[Na+].[O-]n1ccccc1=S
0.6378,CC1CNCCN1
0.64,O=C(O)CC(O)C(=O)O
0.64,OCC1(O)OCC(O)C(O)C1O
0.64,OCC1OC(O)(CO)C(O)C1O
0.6427483546,OCC[C@@H]1CCCC[NH2+]1
0.6452233386,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C
0.6456305496,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3]
0.6474063078,C[N+](C)(C)CC(O)CCl.[Cl-]
0.6484,CN1C[C@@H]2C[C@@H](C1)c1cccc(=O)n1C2
0.6492617384,OCCOCC(COCCO)OCCO
0.65,CCOC(=O)N1CC(C)NCC1C
0.6509999999999999,CNC(=O)C=C(C)OP(=O)(OC)OC
0.6514,CNC(=O)/C=C(\C)OP(=O)(OC)OC
0.6515307225,CC1(C)COC(=O)C1O
0.6522,CCNC(C)C(=O)O
0.6524,COC[C@H](N)C(=O)O
0.652738306,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1
0.6530976581,COCCOCCOCCOCCOC
0.6534905512,CC(=O)[O-].[Cr]
0.654418336,[Cl-].[Cl-].[Co+2]
0.6552600369,[Cl-].[Cl-].[Cl-].[In+3]
0.6554902722,O=C(O)c1cc(S(=O)(=O)O)ccc1O
0.6570840829,C=Cn1cc[n+](C)c1.COS(=O)(=O)[O-]
0.6585802853,C=C[NH+]1C=CN(C)C1.[Cl-]
0.6591,CC(C)(CO)C(O)C(=O)NCCC(=O)O
0.6609213970000001,N.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3]
0.6610693015,O=C([O-])C(F)(F)F.[K+]
0.6621234357,[Li+].[OH-]
0.6629,CC(C)N.O=C(O)CNCP(=O)(O)O
0.6667009336999999,CCC(C)NCCO
0.6709250275,O=C(O)COCCOCC(=O)O
0.6712,CNC(=O)CSP(=O)(OC)OC
0.6746872011,O=CO.[Cs+]
0.6749,O=c1nccc[nH]1
0.6752,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1
0.6755,CC(=O)NCCNC(C)=O
0.6765,O=S(=O)(O)C(Cl)S(=O)(=O)O
0.6774520067,CC[N+](CC)(CC)CC.[Br-]
0.6774954055,O.O=C(O)CC(O)(CC(=O)O)C(=O)O
0.6777748798000001,[Cl-].[K+]
0.6793511375,CC(=O)O.OCCN(CCO)CCO
0.6803,CCCC(C(=O)O)C(=O)O
0.6814775579000001,CCOP(=S)([S-])OCC.[Na+]
0.6835,O=[N+]([O-])c1cccc(P(=O)(O)O)c1
0.6844005874,O=P([O-])([O-])F.[Na+].[Na+]
0.6855,CCCCOCCOCCOCCO
0.6855,COCC(C)OCC(C)OC(C)CO
0.6855,COCC(C)OCC(C)OCC(C)O
0.6893014740000001,O=P(=O)[O-].[Na+].[Na+]
0.6895503556999999,NO.[Cl-].[H+]
0.6922078268999999,[Cl-].[Cl-].[Mg+2]
0.6949333776000001,[Cl-].[Cl-].[Ni+2]
0.6949528649,C=CCS(=O)(=O)[O-].[Na+]
0.6985,OCC(O)C(O)CO
0.6985937788,COC=O
0.7,OCC(O)C(O)CO
0.7028481462999999,C=C(C)C(=O)OCCN1CCNC1=O
0.7036319098,CCN(O)CC
0.7037,O=C(O)Cc1cc(O)ccc1O
0.7051,c1ccc2nccnc2c1
0.7066663199,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
0.7104893861,O=C1CCO1
0.7115939977,NC(=O)[O-].O.[NH4+]
0.7116903978,OCCOCCOCCOCCO
0.713,CC[NH+](C)CC
0.715,Cc1cc(=O)n(-c2ccccc2)n1C
0.7150841112,C=CC(=O)[O-].[Na+]
0.7153884158,O=[Se]([O-])[O-].[Na+].[Na+]
0.716422901,CCC(=O)[O-].[Na+]
0.7173642943999999,CCN(C#N)CCC[NH+](C)C.[Cl-]
0.7217551526,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2]
0.723,NCCNCCNCCNCCN
0.7254773119,CCOC(=O)c1ccc([O-])cc1.[Na+]
0.7273991488,O=C([O-])CS.[Na+]
0.727886015,C1COCCN1.NS(=O)(=O)O
0.7286,COc1coc(CSP(=O)(OC)OC)cc1=O
0.7314,CCOC(N)=O
0.7315,CCC(C(=O)O)C(=O)O
0.731520726,O=S([O-])CO.[Na+]
0.7319628929,O=C([O-])C(Cl)(Cl)Cl.[Na+]
0.7322652276999999,O=C(O)CCCCC(=O)O.[K+]
0.7323301822,CS(=O)(=O)O.[Cu]
0.7343267611,[Cl-].[Na+]
0.7347292364,NCCO.NCCO.O=C(O)O
0.7389034055,NCCCCCCN
0.74,OCC1OC(O)C(O)C(O)C1O
0.7452125491,COC1OC(CO)C(O)C(O)C1O
0.7467,CN(C)P(=O)(N(C)C)N(C)C
0.747325108,CNC(=S)[S-].[Na+]
0.7490000000000001,CCN(CC)C(=O)c1cccnc1
0.7490000000000001,CCOCCOCCOCCO
0.7490240663,COCCOCCOCCOC
0.749634411,C[N+](C)(C)CC1CO1.[Cl-]
0.7539645195999999,CCOCCOCCOC(C)=O
0.754,O=S(=O)(O)CS(=O)(=O)O
0.754917543,O=C(O)CCS
0.7556754335,[Br-].[K+]
0.7566,CCOC(=O)CN(N=O)C(N)=O
0.7589618218,OCCOCC#CCOCCO
0.759,CC(=O)OC1CC(C)OC(C)O1
0.7590091939,O=S(=O)(O)c1ccc(O)cc1
0.7597,CC(C(=O)O)C(=O)O
0.76,c1ccncc1
0.7643,O=P(O)(O)OCC(O)CO
0.7665063868,CCOC(=O)N1CCC(=O)CC1
0.7693,CCOP(=O)([O-])C(N)=O.[NH4+]
0.7724,CC(CO)(CO)[N+](=O)[O-]
0.7737662420999999,[Cl-].[Cs+]
0.7757804054999999,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O.OCCN(CCO)CCO
