SMILES,CASRN,EXTERNALID,N,NAME,ARTICLEID,PUBMEDID,PAGE,TABLE,Solubility_log(mol/L),UNIT {Water solubility},"Water solubility {measured, converted}",UNIT {Water solubility}.1,Dataset,Temperature,UNIT {Temperature},Ionic strength,UNIT {Ionic strength},comment (chemical),source,pH,UNIT {pH}
CC12C(C(COC(C)=O)=O)CCC1C3CCC4=CC(=O)CCC4(C3CC2)C,56-47-3,-,1240,deoxycorticosterone acetate,A171,10850781,-,-,-4.63,log(mol/L),4.63,-log(M),Test 1,,-,,-,,,,-
OC1CC=2C(CC1)(C)C3C(CC2)C4C(CC3)(C)C(CC4)C(C)=O,145-13-1,-,1241,pregnenolone,A171,10850781,-,-,-4.65,log(mol/L),4.65,-log(M),Test 1,,-,,-,,,,-
CC1=CC=2C=CC=CC2C=C1C,581-40-8,-,1242,"2,3-dimethylnaphthalene",A171,10850781,-,-,-4.72,log(mol/L),4.72,-log(M),Test 1,,-,,-,,,,-
OC=1C2=C(C=CC=C2)C=C3C=CC=CC31,529-86-2,-,1243,1-anthranol,A171,10850781,-,-,-4.73,log(mol/L),4.73,-log(M),Test 1,,-,,-,,,,-
O=C1CCC2C(CCC3C4CCC(C#C)(O)C4(C)CCC23)=C1,51-98-9,-,1244,norethisterone acetate,A171,10850781,-,-,-4.79,log(mol/L),4.79,-log(M),Test 1,,-,,-,,,,-
ClC1=CC(Cl)=C(OP(OC)(OC)=S)N=C1Cl,5598-13-0,-,1245,chlorpyriphos methyl,A171,10850781,-,-,-4.82,log(mol/L),4.82,-log(M),Test 1,,-,,-,,,,-
CC12CCC3C4=C(CCC3C1CCC2O)C=C(O)C=C4,57-91-0,-,1246,alpha-estradiol,A171,10850781,-,-,-4.84,log(mol/L),4.84,-log(M),Test 1,,-,,-,,,,-
O=C(SCC(Cl)=C(Cl)Cl)N(C(C)C)C(C)C,2303-17-5,-,1247,triallate,A171,10850781,-,-,-4.88,log(mol/L),4.88,-log(M),Test 1,,-,,-,,,,-
O=C(N(C)C)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,1982-47-4,-,1248,chloroxuron,A171,10850781,-,-,-4.89,log(mol/L),4.89,-log(M),Test 1,,-,,-,,,,-
CC1=CC=2C=CC(C)=CC2C=C1,581-42-0,-,1249,"2,6-dimethylnaphthalene",A171,10850781,-,-,-4.89,log(mol/L),4.89,-log(M),Test 1,,-,,-,,,,-
ClC(C(Cl)=C(Cl)Cl)=C(Cl)Cl,87-68-3,-,1250,hexachlorobutadiene,A171,10850781,-,-,-4.91,log(mol/L),4.91,-log(M),Test 1,,-,,-,,,,-
NS(C1=CC(N(=O)=O)=C(N(CCC)CCC)C(N(=O)=O)=C1)(=O)=O,19044-88-3,-,1251,oryzalin,A171,10850781,-,-,-5.16,log(mol/L),5.16,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(C2=CC=CC=C2)C=C1,2051-62-9,-,1252,4-chlorobiphenyl,A171,10850781,-,-,-5.2,log(mol/L),5.2,-log(M),Test 1,,-,,-,,,,-
CCCCCCC1=CC=CC=C1,1077-16-3,-,1253,n-hexylbenzene,A171,10850781,-,-,-5.21,log(mol/L),5.21,-log(M),Test 1,,-,,-,,,,-
OC1=CC=2C=CC3=C(CCC4(C)C3CCC4=O)C2C=C1,517-09-9,-,1254,equilenin,A171,10850781,-,-,-5.24,log(mol/L),5.24,-log(M),Test 1,,-,,-,,,,-
O=C(OCC1=CC=CC(OC2=CC=CC=C2)=C1)C3C(C=C(C)C)C3(C)C,26002-80-2,-,1255,phenothrin,A171,10850781,-,-,-5.24,log(mol/L),5.24,-log(M),Test 1,,-,,-,,,,-
C=12C=3C=CC=CC3C=CC1C=CC=C2,85-01-8,-,1256,phenantherene,A171,10850781,-,-,-5.26,log(mol/L),5.26,-log(M),Test 1,,-,,-,,,,-
CC=1C2=C(OC(C1Cl)=O)C=C(OP(OCC)(OCC)=S)C=C2,56-72-4,-,1257,coumaphos,A171,10850781,-,-,-5.38,log(mol/L),5.38,-log(M),Test 1,,-,,-,,,,-
OC1C=CC2C1C3(C(Cl)=C(C2(C3(Cl)Cl)Cl)Cl)Cl,-,-,1258,1-hydroxychlordene,A171,10850781,-,-,-5.46,log(mol/L),5.46,-log(M),Test 1,,-,,-,,,,-
N#CC1=C(Cl)C(Cl)=C(Cl)C(C#N)=C1Cl,1897-45-6,-,1259,chlorothalonil,A171,10850781,-,-,-5.64,log(mol/L),5.64,-log(M),Test 1,,-,,-,,,,-
O=N(=O)C1=CC(C(F)(F)F)=CC(N(=O)=O)=C1N(CCC)CCC,1582-09-8,-,1260,trifluralin,A171,10850781,-,-,-5.68,log(mol/L),5.68,-log(M),Test 1,,-,,-,,,,-
S=P(OCC)(OCC)SCSC1=CC=C(Cl)C=C1,786-19-6,-,1261,carbophenothion,A171,10850781,-,-,-5.74,log(mol/L),5.74,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=CC(C2=CC(Cl)=CC=C2)=C1,2050-67-1,-,1262,"3,3'-pcb",A171,10850781,-,-,-5.8,log(mol/L),5.8,-log(M),Test 1,,-,,-,,,,-
CC=1C=2C=CC=CC2C=C3C1C=CC=C3,779-02-2,-,1263,9-methylanthracene,A171,10850781,-,-,-5.89,log(mol/L),5.89,-log(M),Test 1,,-,,-,,,,-
C12=C3C4=CC=C1CCCC2=CC=C3CCC4,1732-13-4,-,1264,"1,2,3,6,7,8-hexahydropyrene",A171,10850781,-,-,-5.96,log(mol/L),5.96,-log(M),Test 1,,-,,-,,,,-
ClC1=CC(C2=CC=CC=C2Cl)=C(Cl)C=C1,37680-65-2,-,1265,"2,2',5-pcb",A171,10850781,-,-,-6.02,log(mol/L),6.02,-log(M),Test 1,,-,,-,,,,-
S=P(OC)(OC)OC1=CC(Cl)=C(Br)C=C1Cl,2104-96-3,-,1266,bromophos,A171,10850781,-,-,-6.09,log(mol/L),6.09,-log(M),Test 1,,-,,-,,,,-
ClC12C3C4C5C(O5)C(C4)C3C(C(=C1Cl)Cl)(Cl)C2(Cl)Cl,72-20-8,-,1267,endrin,A171,10850781,-,-,-6.18,log(mol/L),6.18,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(C2=CC=C(C=C2Cl)Cl)C=C1,7012-37-5,-,1268,"2,4,4'-PCB",A171,10850781,-,-,-6.21,log(mol/L),6.21,-log(M),Test 1,,-,,-,,,,-
ClC12C(Cl)=C(Cl)C(C1(Cl)Cl)(C3C(C4C(C23)O4)Cl)Cl,1024-57-3,-,1269,heptachlor epoxide,A171,10850781,-,-,-6.29,log(mol/L),6.29,-log(M),Test 1,,-,,-,,,,-
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2,52645-53-1,-,1270,permethrin,A171,10850781,-,-,-6.29,log(mol/L),6.29,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(Cl)C(C2=CC=CC=C2)=C1Cl,55702-45-9,-,1271,"2,3,6-pcb",A171,10850781,-,-,-6.29,log(mol/L),6.29,-log(M),Test 1,,-,,-,,,,-
ClC12C(Cl)=C(Cl)C(C3C1C(Cl)C=C3)(Cl)C2(Cl)Cl,76-44-8,-,1272,heptachlor,A171,10850781,-,-,-6.32,log(mol/L),6.32,-log(M),Test 1,,-,,-,,,,-
ClC1=CC(Cl)=CC=C1C2=CC=C(Cl)C=C2Cl,2437-79-8,-,1273,"2,2',4,4'-pcb",A171,10850781,-,-,-6.51,log(mol/L),6.51,-log(M),Test 1,,-,,-,,,,-
ClC(Cl)(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=CC=C2Cl,789-02-6,-,1274,"O,P'-DDT",A171,10850781,-,-,-6.62,log(mol/L),6.62,-log(M),Test 1,,-,,-,,,,-
O=P(OC1=C(C)C=CC=C1)(OC2=C(C)C=CC=C2)OC3=C(C)C=CC=C3,1330-78-5,-,1275,tricresyl phosphate,A171,10850781,-,,-6.7,log(mol/L),6.7,-log(M),Test 1,,-,,-,,,,-
CCCCCCCCCCCCCCCC(O)=O,57-10-3,-,1276,palmitic acid,A171,10850781,-,-,-6.81,log(mol/L),6.81,-log(M),Test 1,,-,,-,,,,-
ClC(Cl)(Cl)C(C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2,72-43-5,-,1277,methoxychlor,A171,10850781,-,-,-6.89,log(mol/L),6.89,-log(M),Test 1,,-,,-,,,,-
O=C(OCC(CC)CCCC)C1=CC=CC=C1C(OCC(CC)CCCC)=O,117-81-7,-,1278,di-(2-ethylhexyl)-phthalate,A171,10850781,-,-,-6.96,log(mol/L),6.96,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(Cl)C=C1C2=CC(Cl)=CC=C2Cl,35693-99-3,-,1279,"2,2',5,5'-pcb",A171,10850781,-,-,-7.0,log(mol/L),7.0,-log(M),Test 1,,-,,-,,,,-
ClC1=C(C=CC(=C1Cl)C2=CC=CC(=C2Cl)Cl)Cl,52663-62-4,-,1280,"2,2',3,3',4-pcb",A171,10850781,-,-,-7.05,log(mol/L),7.05,-log(M),Test 1,,-,,-,,,,-
ClC1=C(Cl)C(Cl)=C(Cl)C=C1C2=CC=CC=C2,33284-53-6,-,1281,"2,3,4,5-pcb",A171,10850781,-,,-7.16,log(mol/L),7.16,-log(M),Test 1,,-,,-,,,,-
CCCCCCCCCCCCCCCCO,36653-82-4,-,1282,cetyl alcohol,A171,10850781,-,-,-7.26,log(mol/L),7.26,-log(M),Test 1,,-,,-,,,,-
ClC12C3C(C4C=CC3C4)C(C1(Cl)Cl)(Cl)C(Cl)=C2Cl,309-00-2,-,1283,aldrin,A171,10850781,-,-,-7.33,log(mol/L),7.33,-log(M),Test 1,,-,,-,,,,-
C=12C=3C=4C5=C(C=CC=C5)C1C=CC=C2C=CC3C=CC4,192-97-2,-,1284,benzo(e)pyrene,A171,10850781,-,-,-7.8,log(mol/L),7.8,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(Cl)C(C2=CC=C(Cl)C(Cl)=C2Cl)=C1,38380-02-8,-,1285,"2,2',3,4,5'-pcb",A171,10850781,-,-,-7.91,log(mol/L),7.91,-log(M),Test 1,,-,,-,,,,-
C12=CC=3C=CC=CC3C=C1CC4=C2C=CC=C4,243-17-4,-,1286,benzo(b)fluorene,A171,10850781,-,-,-8.04,log(mol/L),8.04,-log(M),Test 1,,-,,-,,,,-
ClC1=C(Cl)C(Cl)=CC=C1C2=C(Cl)C(Cl)=C(Cl)C=C2Cl,52663-71-5,-,1288,"2,2',3,3',4,4',6-pcb",A171,10850781,-,-,-8.3,log(mol/L),8.3,-log(M),Test 1,,-,,-,,,,-
ClC1=C(Cl)C=C(Cl)C(C2=CC=C(Cl)C(Cl)=C2Cl)=C1,35065-28-2,-,1289,"2,2',3,4,4',5'-pcb",A171,10850781,-,-,-8.32,log(mol/L),8.32,-log(M),Test 1,,-,,-,,,,-
ClC1=C(Cl)C(Cl)=C(Cl)C(C2=CC=CC(Cl)=C2Cl)=C1,55215-18-4,-,1290,"2,2',3,3',4,5-pcb",A171,10850781,-,-,-8.42,log(mol/L),8.42,-log(M),Test 1,,-,,-,,,,-
C=12C=3C4=C(C=C5C=CC=CC5=C4)C1C=CC=C2C=CC3,207-08-9,-,1291,benzo(k)fluoranthene,A171,10850781,-,-,-8.49,log(mol/L),8.49,-log(M),Test 1,,-,,-,,,,-
C=12C=C3C=C4C=CC=CC4=CC3=CC1C=CC=C2,92-24-0,-,1292,naphthacene,A171,10850781,-,-,-8.6,log(mol/L),8.6,-log(M),Test 1,,-,,-,,,,-
ClC1=CC=C(Cl)C(=C1Cl)C2=C(Cl)C=CC(Cl)=C2Cl,38411-22-2,-,1293,"2,2',3,3',6,6'-pcb",A171,10850781,-,-,-8.65,log(mol/L),8.65,-log(M),Test 1,,-,,-,,,,-
C=12C=3C=CC=CC3C=CC1C=C4C(C=CC5=C4C=CC=C5)=C2,53-70-3,-,1294,"dibenz(a,h)anthracene",A171,10850781,-,-,-8.66,log(mol/L),8.66,-log(M),Test 1,,-,,-,,,,-
C12=C3C=CC4=C2C(C=5C=6C1=C(C=C3)C=CC6C=CC5)=CC=C4,191-24-2,-,1295,benzo(ghi)perylene,A171,10850781,-,-,-9.03,log(mol/L),9.03,-log(M),Test 1,,-,,-,,,,-
ClC1=C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,40186-72-9,-,1296,"2,2',3,3',4,4',5,5',6-pcb",A171,10850781,-,-,-10.26,log(mol/L),10.26,-log(M),Test 1,,-,,-,,,,-
ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C2=C(Cl)C(Cl)=CC(Cl)=C2Cl,52663-77-1,-,1297,"2,2',3,3',4,5,5',6,6'-pcb",A171,10850781,-,-,-10.41,log(mol/L),10.41,-log(M),Test 1,,-,,-,,,,-
ClC1=CC(C2=CC(Cl)=C(C=C2Cl)Cl)=C(Cl)C=C1,37680-73-2,-,1298,"2,2',4,5,5'-pcb",A171,10850781,-,-,-7.89,log(mol/L),7.89,-log(M),Test 2,,-,,-,,,,-
NC1=CC=C(C(OCC)=O)C=C1,94-09-7,-,1299,Benzocaine,A171,10850781,-,-,-2.32,log(mol/L),2.32,-log(M),Test 2,,-,,-,,,,-
O=C(OC1=C(C=CC=C1)C(=O)O)C,50-78-2,-,1300,Acetylsalicylic acid,A171,10850781,-,-,-1.72,log(mol/L),1.72,-log(M),Test 2,,-,,-,,,,-
O=C1N(C)C(N(C2=C1N=CN2)C)=O,58-55-9,-,1301,Theophylline,A171,10850781,-,-,-1.39,log(mol/L),1.39,-log(M),Test 2,,-,,-,,,,-
CN1C(C)=CC(N1C2=CC=CC=C2)=O,60-80-0,-,1302,Antipyrine,A171,10850781,-,-,0.39,log(mol/L),-0.39,-log(M),Test 2,,-,,-,,,,-
CCNC1=NC(NC(C)C)=NC(Cl)=N1,1912-24-9,-,1303,atrazine,A171,10850781,-,-,-3.85,log(mol/L),3.85,-log(M),Test 2,,-,,-,,,,-
O=C1C(CC)(C(=O)NC(N1)=O)C2=CC=CC=C2,50-06-6,-,1304,Phenobarbital,A171,10850781,-,-,-2.32,log(mol/L),2.32,-log(M),Test 2,,-,,-,,,,-
O=C(N(C)C)NC1=CC(Cl)=C(Cl)C=C1,330-54-1,-,1305,diuron,A171,10850781,-,-,-3.8,log(mol/L),3.8,-log(M),Test 2,,-,,-,,,,-
O=C1NC(NC1(C2=CC=CC=C2)C3=CC=CC=C3)=O,57-41-0,-,1307,Phenytoin,A171,10850781,-,-,-3.9,log(mol/L),3.9,-log(M),Test 2,,-,,-,,,,-
O=C1CN=C(C2=CC=CC=C2)C3=C(C=CC(Cl)=C3)N1C,439-14-5,-,1308,Diazepam,A171,10850781,-,-,-3.76,log(mol/L),3.76,-log(M),Test 2,,-,,-,,,,-
CC12C(CCC3C1CCC4(C)C3CCC4O)=CC(CC2)=O,58-22-0,-,1309,Testosterone,A171,10850781,-,-,-4.09,log(mol/L),4.09,-log(M),Test 2,,-,,-,,,,-
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,58-89-9,-,1310,lindane,A171,10850781,-,-,-4.64,log(mol/L),4.64,-log(M),Test 2,,-,,-,,,,-
S=P(OCC)(OCC)OC1=NC(C(C)C)=NC(C)=C1,333-41-5,-,1312,diazinon,A171,10850781,-,-,-3.64,log(mol/L),3.64,-log(M),Test 2,,-,,-,,,,-
OC1=CC=C(C=C1)C2(C3=CC=CC=C3C(O2)=O)C4=CC=C(O)C=C4,77-09-8,-,1313,phenolphthalein,A171,10850781,-,-,-2.9,log(mol/L),2.9,-log(M),Test 2,,-,,-,,,,-
O=C(OCC)C(CC(OCC)=O)SP(OC)(OC)=S,121-75-5,-,1314,malathion,A171,10850781,-,-,-3.37,log(mol/L),3.37,-log(M),Test 2,,-,,-,,,,-
S=P(OC1=NC(Cl)=C(Cl)C=C1Cl)(OCC)OCC,2921-88-2,-,1315,chlorpyriphos,A171,10850781,-,-,-5.49,log(mol/L),5.49,-log(M),Test 2,,-,,-,,,,-
CCCCCC(O)C=CC1C(O)CC(C1CC=CCCCC(O)=O)=O,363-24-6,-,1316,Prostaglandin E2,A171,10850781,-,-,-2.47,log(mol/L),2.47,-log(M),Test 2,,-,,-,,,,-
ClC1=CC=C(C(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl)C=C1,50-29-3,-,1317,"p,p'-DDT",A171,10850781,-,-,-8.08,log(mol/L),8.08,-log(M),Test 2,,-,,-,,,,-
ClC12C(Cl)(Cl)C(C(=C1Cl)Cl)(Cl)C3C(Cl)C(Cl)CC32,57-74-9,-,1318,chlordane,A171,10850781,-,-,-6.86,log(mol/L),6.86,-log(M),Test 2,,-,,-,,,,-
CC(N)=O,60-35-5,-,1,acetamide,A171,10850781,-,-,1.58,log(mol/L),-1.58,-log(M),Train,,-,,-,,,,-
CNN,60-34-4,-,2,methyl hydrazine,A171,10850781,-,-,1.34,log(mol/L),-1.34,-log(M),Train,,-,,-,,,,-
CC(O)=O,64-19-7,-,3,acetic acid,A171,10850781,-,-,1.22,log(mol/L),-1.22,-log(M),Train,,-,,-,,,,-
C1CCCN1,123-75-1,-,4,pyrrolidine,A171,10850781,-,-,1.15,log(mol/L),-1.15,-log(M),Train,,-,,-,,,,-
NC(NO)=O,127-07-1,-,5,hydroxyurea,A171,10850781,-,-,1.12,log(mol/L),-1.12,-log(M),Train,,-,,-,,,,-
OC(CO)CO,56-81-5,-,6,glycerol,A171,10850781,-,-,1.12,log(mol/L),-1.12,-log(M),Train,,-,,-,,,,-
CC(N(C)C)=O,127-19-5,-,7,"n,n-dimethylacetamide",A171,10850781,-,-,1.11,log(mol/L),-1.11,-log(M),Train,,-,,-,,,,-
C1=CC=CN=N1,289-80-5,-,8,pyridazine,A171,10850781,-,-,1.1,log(mol/L),-1.1,-log(M),Train,,-,,-,,,,-
C1=CC=NC=N1,289-95-2,-,9,pyrimidine,A171,10850781,-,-,1.1,log(mol/L),-1.1,-log(M),Train,,-,,-,,,,-
OC(CO)C(O)C(O)C(O)CO,50-70-4,-,10,sorbitol,A171,10850781,-,-,1.09,log(mol/L),-1.09,-log(M),Train,,-,,-,,,,-
O=C(O)CC(N)C,541-48-0,-,11,beta-aminobutyric acid,A171,10850781,-,-,1.08,log(mol/L),-1.08,-log(M),Train,,-,,-,,,,-
C1CNCCN1,110-85-0,-,12,piperazine,A171,10850781,-,-,1.07,log(mol/L),-1.07,-log(M),Train,,-,,-,,,,-
C1CCCCN1,110-89-4,-,13,piperidine,A171,10850781,-,-,1.07,log(mol/L),-1.07,-log(M),Train,,-,,-,,,,-
OC1=CC=NC=C1,626-64-2,-,14,4-hydroxypyridine,A171,10850781,-,-,1.02,log(mol/L),-1.02,-log(M),Train,,-,,-,,,,-
OC1=NC=CC=C1,72762-00-6,-,15,2-hydroxypyridine,A171,10850781,-,-,1.02,log(mol/L),-1.02,-log(M),Train,,-,,-,,,,-
OC(CCCC(O)=O)=O,110-94-1,-,16,glutaric acid,A171,10850781,-,-,1.0,log(mol/L),-1.0,-log(M),Train,,-,,-,,,,-
CN1CCOCC1,109-02-4,-,17,n-methylmorpholine,A171,10850781,-,-,1.0,log(mol/L),-1.0,-log(M),Train,,-,,-,,,,-
NC(OC)=O,598-55-0,-,18,o-methyl carbamate,A171,10850781,-,-,0.97,log(mol/L),-0.97,-log(M),Train,,-,,-,,,,-
O=C1C=CC=CN1C,694-85-9,-,19,n-methyl-2-pyridone,A171,10850781,-,-,0.96,log(mol/L),-0.96,-log(M),Train,,-,,-,,,,-
OC(CCl)=O,79-11-8,-,20,chloroacetic acid,A171,10850781,-,-,0.93,log(mol/L),-0.93,-log(M),Train,,-,,-,,,,-
NC(OCC)=O,51-79-6,-,21,o-ethyl carbamate,A171,10850781,-,-,0.85,log(mol/L),-0.85,-log(M),Train,,-,,-,,,,-
O=C(C1=CCCN(C)C1)OC,63-75-2,-,22,arecoline,A171,10850781,-,-,0.81,log(mol/L),-0.81,-log(M),Train,,-,,-,,,,-
OC1=CC(O)=CC=C1,108-46-3,-,23,"1,3-benzenediol",A171,10850781,-,-,0.81,log(mol/L),-0.81,-log(M),Train,,-,,-,,,,-
C1=CN=CC=C1,110-86-1,-,24,pyridine,A171,10850781,-,,0.76,log(mol/L),-0.76,-log(M),Train,,-,,-,,,,-
CC1CNCCN1,109-07-9,-,25,2-methylpiperazine,A171,10850781,-,-,0.74,log(mol/L),-0.74,-log(M),Train,,-,,-,,,,-
C[N+](C)(C)CC(=O)[O-],107-43-7,-,26,Betaine,A171,10850781,-,,0.72,log(mol/L),-0.72,-log(M),Train,,-,,-,,,,-
OC(C(O)CO)C(O)C(=O)CO,57-48-7,-,27,-,A171,10850781,-,,0.64,log(mol/L),-0.64,-log(M),Train,,-,,-,,,,-
OC1=C(O)C=CC=C1,120-80-9,-,28,"1,2-benzenediol",A171,10850781,-,-,0.62,log(mol/L),-0.62,-log(M),Train,,-,,-,,,,-
NC(C1=CC=CN=C1)=O,98-92-0,-,29,nicotinamide,A171,10850781,-,-,0.61,log(mol/L),-0.61,-log(M),Train,,-,,-,,,,-
O=C1NC=NC=C1,51953-17-4,-,30,4(3h)-pyrimidone,A171,10850781,-,-,0.59,log(mol/L),-0.59,-log(M),Train,,-,,-,,,,-
CCC=O,123-38-6,-,31,propanal,A171,10850781,-,-,0.58,log(mol/L),-0.58,-log(M),Train,,-,,-,,,,-
C(=O)OC,107-31-3,-,32,methyl formate,A171,10850781,-,-,0.58,log(mol/L),-0.58,-log(M),Train,,-,,-,,,,-
C=CC=O,107-02-8,-,33,acrolein,A171,10850781,-,-,0.57,log(mol/L),-0.57,-log(M),Train,,-,,-,,,,-
C1CCOC1,109-99-9,-,34,tetrahydrofuran,A171,10850781,-,-,0.56,log(mol/L),-0.56,-log(M),Train,,-,,-,,,,-
CC(=O)CC,78-93-3,-,35,2-butanone,A171,10850781,-,-,0.52,log(mol/L),-0.52,-log(M),Train,,-,,-,,,,-
CC1NCC(C)NC1,106-55-8,-,36,"2,5-dimethylpiperazine",A171,10850781,-,-,0.49,log(mol/L),-0.49,-log(M),Train,,-,,-,,,,-
COCOC,109-87-5,-,37,dimethoxymethane,A171,10850781,-,-,0.48,log(mol/L),-0.48,-log(M),Train,,-,,-,,,,-
CC1=NC(C)=CC=C1,108-48-5,-,38,"2,6-dimethylpyridine",A171,10850781,-,-,0.45,log(mol/L),-0.45,-log(M),Train,,-,,-,,,,-
CC1=CC=C(C)N=C1,589-93-5,-,39,"2,5-dimethylpyridine",A171,10850781,-,-,0.4,log(mol/L),-0.4,-log(M),Train,,-,,-,,,,-
O1C(O)C(O)C(O)C(O)C1,87-72-9,-,40,l-arabinose,A171,10850781,-,,0.39,log(mol/L),-0.39,-log(M),Train,,-,,-,,,,-
CC1=CC(C)=NC=C1,108-47-4,-,41,"2,4-dimethylpyridine",A171,10850781,-,-,0.38,log(mol/L),-0.38,-log(M),Train,,-,,-,,,,-
CC1=CC=CN=C1C,583-61-9,-,42,"2,3-dimethylpyridine",A171,10850781,-,-,0.38,log(mol/L),-0.38,-log(M),Train,,-,,-,,,,-
O=C1N2CC3CNCC(C3)C2=CC=C1,485-35-8,-,43,cytisine,A171,10850781,-,-,0.36,log(mol/L),-0.36,-log(M),Train,,-,,-,,,,-
OC1C(O)C(O)C(O)C(O)C1O,643-12-9,-,44,-,A171,10850781,-,,0.35,log(mol/L),-0.35,-log(M),Train,,-,,-,,,,-
CC=CC=O,4170-30-3,-,45,2-butenal,A171,10850781,-,-,0.32,log(mol/L),-0.32,-log(M),Train,,-,,-,,,,-
CCC(C(O)=O)N,80-60-4,-,46,alpha-aminobutyric acid,A171,10850781,-,-,0.31,log(mol/L),-0.31,-log(M),Train,,-,,-,,,,-
O=C1CCC(N1)=O,123-56-8,-,47,succinimide,A171,10850781,-,-,0.3,log(mol/L),-0.3,-log(M),Train,,-,,-,,,,-
CC(C)C(O)=O,79-31-2,-,48,isobutyric acid,A171,10850781,-,-,0.28,log(mol/L),-0.28,-log(M),Train,,-,,-,,,,-
CN1CCCCC1,626-67-5,-,49,n-methylpiperidine,A171,10850781,-,-,0.23,log(mol/L),-0.23,-log(M),Train,,-,,-,,,,-
CC(CC(C)=O)=O,123-54-6,-,50,"2,4-pentanedione",A171,10850781,-,-,0.22,log(mol/L),-0.22,-log(M),Train,,-,,-,,,,-
C(OCC)=O,109-94-4,-,51,Ethyl formate,A171,10850781,-,-,0.15,log(mol/L),-0.15,-log(M),Train,,-,,-,,,,-
C=CC#N,107-13-1,-,52,acrylonitrile,A171,10850781,-,-,0.15,log(mol/L),-0.15,-log(M),Train,,-,,-,,,,-
CC1CCCO1,96-47-9,-,53,2-methyltetrahydrofuran,A171,10850781,-,-,0.11,log(mol/L),-0.11,-log(M),Train,,-,,-,,,,-
CC(C)(C)OC(N)=O,4248-19-5,-,54,o-t-butyl carbamate,A171,10850781,-,-,0.1,log(mol/L),-0.1,-log(M),Train,,-,,-,,,,-
CCC(C)(O)C,75-85-4,-,55,2-ethyl-2-propanol,A171,10850781,-,-,0.08,log(mol/L),-0.08,-log(M),Train,,-,,-,,,,-
NNC1=CC=CC=C1,100-63-0,-,56,phenyl hydrazine,A171,10850781,-,-,0.07,log(mol/L),-0.07,-log(M),Train,,-,,-,,,,-
CC(C)CO,78-83-1,-,57,2-methylpropanol,A171,10850781,-,-,0.04,log(mol/L),-0.04,-log(M),Train,,-,,-,,,,-
O=S(CC)(CC)=O,597-35-3,-,58,diethyl sulfone,A171,10850781,-,-,0.04,log(mol/L),-0.04,-log(M),Train,,-,,-,,,,-
C=12N=CC=NC1N=CN=C2,91-18-9,-,59,pteridine,A171,10850781,-,-,0.02,log(mol/L),-0.02,-log(M),Train,,-,,-,,,,-
O=C(C1=CC=NC=C1)NN,54-85-3,-,60,isoniazid,A171,10850781,-,-,0.01,log(mol/L),-0.01,-log(M),Train,,-,,-,,,,-
OC1=CC=CC=C1,108-95-2,-,61,Phenol,A171,10850781,-,-,0.0,log(mol/L),0.0,-log(M),Train,,-,,-,,,,-
CCCC=O,123-72-8,-,62,butanal,A171,10850781,-,-,-0.01,log(mol/L),0.01,-log(M),Train,,-,,-,,,,-
CN1C2CCC1C(C(O)=O)C(O)C2,481-37-8,-,63,ecgonine,A171,10850781,-,-,-0.02,log(mol/L),0.02,-log(M),Train,,-,,-,,,,-
C1CCOCC1,142-68-7,-,64,tetrahydropyran,A171,10850781,-,-,-0.03,log(mol/L),0.03,-log(M),Train,,-,,-,,,,-
CCC1NC(=O)NC1=O,-,-,65,5-ethylhydantoin,A171,10850781,-,-,-0.06,log(mol/L),0.06,-log(M),Train,,-,,-,,,,-
O=C1NOC(=C1)C,10004-44-1,-,66,3-hydroxy-5-methylisoxazole,A171,10850781,-,-,-0.07,log(mol/L),0.07,-log(M),Train,,-,,-,,,,-
NC(C(O)=O)C(O)C,72-19-5,-,67,threonine,A171,10850781,-,-,-0.09,log(mol/L),0.09,-log(M),Train,,-,,-,,,,-
CCOCC,60-29-7,-,68,Diethyl ether,A171,10850781,-,-,-0.09,log(mol/L),0.09,-log(M),Train,,-,,-,,,,-
C(C1=CC=CO1)=O,98-01-1,-,69,furfural,A171,10850781,-,-,-0.1,log(mol/L),0.1,-log(M),Train,,-,,-,,,,-
CC1=NC=NC=2N=CC=NC12,-,-,70,2-methylpteridine,A171,10850781,-,-,-0.12,log(mol/L),0.12,-log(M),Train,,-,,-,,,,-
NC(C(O)=O)C(C)(S)C,52-67-5,-,71,pencillamine,A171,10850781,-,-,-0.13,log(mol/L),0.13,-log(M),Train,,-,,-,,,,-
