Name,SMILES,%F,label_cutoff_50%,our model predition_50%,label_cutoff_20%,our model predition_20%,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule,logK(%F)
iclaprim,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c2c(c1OC)OC(C1CC1)C=C2,41.0,0,0,1.0,1.0,354.41000000000014,5,4,2.09394,1,-0.15806815492240867
tiotropium,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12,2.5,0,0,0.0,0.0,392.5220000000001,6,1,2.3457,1,-1.5910646070264993
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,51.0,1,0,1.0,1.0,314.86,2,0,4.528400000000004,1,0.017374096069422723
benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,87.0,1,1,1.0,1.0,309.413,4,0,3.4151000000000016,1,0.8255759003117817
doxepin,CN(C)CCCC1c2ccccc2COc2ccccc21,30.0,0,0,1.0,1.0,281.399,2,0,4.052700000000003,1,-0.36797678529459443
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,42.0,0,0,1.0,1.0,280.415,2,0,3.875000000000002,1,-0.1401787031650368
palonosetron,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,97.0,1,1,1.0,1.0,296.414,2,0,2.656500000000001,1,1.5096504795465824
praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,7.0,0,0,0.0,0.0,312.41300000000007,2,0,2.5349000000000004,1,-1.1233849085396783
labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1,25.0,0,0,1.0,1.0,328.41200000000003,4,5,2.9198700000000004,1,-0.47712125471966244
omapatrilat,O=C(O)C1CCCC2SCCC(N=C(O)C(S)Cc3ccccc3)C(=O)N21,30.0,0,0,1.0,1.0,408.5450000000002,5,3,2.7813000000000008,1,-0.36797678529459443
levomepromazine,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,50.0,1,0,1.0,1.0,328.481,4,0,4.495600000000004,1,0.0
ethopropazine,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,5.0,0,0,0.0,0.0,312.482,3,0,5.019600000000005,0,-1.278753600952829
pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.01,0,0,0.0,0.0,340.42699999999996,4,4,2.8828400000000007,1,-3.9999565683801923
bortezomib,CC(C)CC(N=C(O)C(Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,0.01,0,0,0.0,0.0,384.24500000000006,6,4,1.7757000000000005,1,-3.9999565683801923
ergonovine,CC(CO)N=C(O)C1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,50.0,1,1,1.0,1.0,327.4280000000001,3,3,2.4652000000000003,1,0.0
pergolide,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,38.0,0,0,1.0,1.0,314.4980000000001,2,1,4.271100000000003,1,-0.21260809288144372
oxitropium,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1.0,0,0,0.0,0.0,332.4200000000001,4,1,1.4527999999999996,1,-1.99563519459755
dofetilide,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,96.0,1,1,1.0,1.0,441.57500000000016,6,2,1.9828999999999997,1,1.380211241711606
bunazosin,CCCC(=O)N1CCCN(c2nc3cc(OC)c(OC)cc3c(=N)[nH]2)CC1,45.0,0,0,1.0,1.0,373.4570000000001,6,2,1.89837,1,-0.08715017571890014
alfuzosin,COc1cc2nc(N(C)CCCN=C(O)C3CCCO3)[nH]c(=N)c2cc1OC,55.0,1,1,1.0,1.0,389.4560000000002,7,3,2.02137,1,0.0871501757189002
pentazocine,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,18.0,0,0,0.0,0.0,285.43100000000004,2,1,3.8826000000000023,1,-0.6585413472804106
tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,5.0,0,0,0.0,0.0,317.4290000000001,4,0,3.238100000000002,1,-1.278753600952829
nateglinide,CC(C)C1CCC(C(O)=NC(Cc2ccccc2)C(=O)O)CC1,73.0,1,1,1.0,1.0,317.42900000000014,2,2,4.101200000000003,1,0.4319590959614686
glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,17.0,0,0,0.0,0.0,318.43700000000024,3,1,2.4562999999999997,1,-0.6886291709978
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,4.0,0,0,0.0,0.0,288.43100000000004,2,1,3.879200000000002,1,-1.3802112417116061
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,15.0,0,0,0.0,0.0,359.47400000000016,6,0,1.5539999999999996,1,-0.7533276666586115
procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,75.0,1,1,1.0,1.0,287.4470000000001,2,1,3.940400000000003,1,0.47712125471966244
oxandrolone,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,97.0,1,0,1.0,1.0,306.446,3,1,3.543100000000003,1,1.5096504795465824
bencyclane,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,51.0,1,1,1.0,1.0,289.4630000000001,2,0,4.2904000000000035,1,0.017374096069422723
tedisamil,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,50.0,1,1,1.0,1.0,288.4790000000001,2,0,3.230400000000002,1,0.0
perhexiline,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,73.5,1,1,1.0,1.0,277.496,1,1,5.295400000000005,0,0.44304146514738707
dicyclomine,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,67.0,1,1,1.0,1.0,309.4940000000001,3,0,4.402200000000004,1,0.30756086282293893
sertaconazole,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.01,0,0,0.0,0.0,437.7790000000001,4,0,7.0161000000000024,0,-3.9999565683801923
vatalanib,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,18.0,0,0,0.0,0.0,346.8210000000001,4,1,5.012600000000003,0,-0.6585413472804106
trovafloxacin,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,91.0,1,1,1.0,1.0,416.3590000000001,6,2,1.8944999999999996,1,1.0047988828817687
sulindac,CC1=C(CC(O)=[OH+])c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,88.0,1,1,1.0,1.0,357.42600000000004,1,1,4.341300000000003,1,0.8653014261025438
prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,70.0,1,1,1.0,1.0,373.44900000000007,5,0,3.891000000000003,1,0.36797678529459443
cefodizime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(=N)[nH]1,0.01,0,0,0.0,0.0,584.6830000000001,12,5,0.8290900000000005,0,-3.9999565683801923
latamoxef,COC1(N=C(O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,3.0,0,0,0.0,0.0,520.4800000000004,12,4,-0.2873999999999994,0,-1.5096504795465824
citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,80.0,1,1,1.0,1.0,324.39900000000006,3,0,3.812980000000003,1,0.6020599913279624
raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(O)=NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,32.0,0,0,1.0,1.0,444.4230000000002,9,3,1.4863199999999994,1,-0.32735893438633035
amitriptyline,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,55.0,1,1,1.0,1.0,275.39500000000004,1,0,4.553800000000004,1,0.0871501757189002
imidafenacin,Cc1nccn1CCC(C(=N)O)(c1ccccc1)c1ccccc1,58.0,1,1,1.0,1.0,319.4080000000001,3,2,4.103190000000002,1,0.1401787031650368
ampiroxicam,CCOC(=O)OC(C)OC1=C(C(O)=Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,0.01,0,0,0.0,0.0,447.46900000000016,8,1,3.2082000000000015,1,-3.9999565683801923
pimexone,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,65.0,1,1,1.0,1.0,323.39200000000017,4,0,3.940700000000003,1,0.26884531229257996
amodiaquine,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,75.0,1,1,1.0,1.0,355.8690000000001,4,2,5.179200000000004,0,0.47712125471966244
pioglitazone,CCc1ccc(CCOc2ccc(CC3(C=O)CN=C(O)S3)cc2)nc1,83.0,1,1,1.0,1.0,370.474,5,1,3.406500000000002,1,0.6886291709978
methotrexate,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,92.0,1,1,1.0,1.0,454.44700000000023,9,6,0.0987700000000005,0,1.0606978403536116
eliprodil,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,47.0,0,0,1.0,1.0,347.861,2,1,4.4672000000000045,1,-0.05217801166507157
amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,48.0,0,0,1.0,1.0,277.411,1,0,4.168600000000003,1,-0.03476210625921192
maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,68.0,1,1,1.0,1.0,277.41100000000006,1,1,4.211400000000004,1,0.32735893438633035
levoprotiline,CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,40.0,0,0,1.0,1.0,293.41,2,2,3.1822000000000017,1,-0.17609125905568127
naltrexone,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,22.0,0,0,1.0,1.0,341.4070000000001,5,2,1.5254,1,-0.5496719218682742
prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,15.0,0,0,0.0,0.0,373.95300000000015,4,0,4.580200000000004,1,-0.7533276666586115
cloperastine,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,40.0,0,0,1.0,1.0,329.8709999999999,2,0,4.931900000000004,1,-0.17609125905568127
omecamtiv,COC(=O)N1CCN(Cc2cccc(NC(O)=Nc3ccc(C)nc3)c2F)CC1,99.99,1,1,1.0,1.0,401.44200000000023,5,2,3.0707200000000014,1,3.9999565683799703
yohimbine,COC(=O)C1C(O)OCC2CN3CCc4c([nH]c5ccccc45)C3CC21,33.0,0,0,1.0,1.0,356.422,5,2,1.841,1,-0.307560862822939
medroxalol,CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(=N)O)c1,38.0,0,0,1.0,1.0,372.4210000000001,6,5,2.648569999999999,1,-0.21260809288144372
nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.0,0,0,0.0,0.0,388.4200000000001,7,1,3.201800000000002,1,-1.278753600952829
propiomazine,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,33.0,0,0,1.0,1.0,340.492,4,0,4.832100000000005,1,-0.307560862822939
exemestane,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,42.0,0,0,1.0,1.0,296.41,2,0,4.029500000000003,1,-0.1401787031650368
ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,40.0,0,0,1.0,1.0,296.4100000000001,2,2,3.6126000000000023,1,-0.17609125905568127
tesaglitazar,CCOC(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,99.0,1,1,1.0,1.0,408.4720000000001,6,1,2.6787,1,1.99563519459755
amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,74.0,1,1,1.0,1.0,408.88200000000006,7,2,2.266300000000001,1,0.45425837176015826
methylergonovine,CCC(CO)N=C(O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,60.0,1,1,1.0,1.0,339.4390000000002,3,3,2.7650000000000015,1,0.17609125905568124
perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,13.0,0,0,0.0,0.0,339.50800000000015,4,0,3.9268000000000023,1,-0.8255759003117817
pridinol,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,77.0,1,1,1.0,1.0,295.42600000000004,2,1,3.7985000000000033,1,0.524762889154889
dienogest,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,94.0,1,1,1.0,1.0,311.425,3,1,3.8371800000000023,1,1.194976603216055
femoxetine,COc1ccc(OCC2CN(C)CCC2c2ccccc2)cc1,8.0,0,0,0.0,0.0,311.42499999999995,3,0,3.8095000000000026,1,-1.0606978403536116
tiagabine,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,90.0,1,1,1.0,1.0,375.5590000000001,4,1,5.044840000000004,0,0.9542425094393249
dilevalol,CC(=O)c1cc(C(O)CNC(C)CCc2ccccc2)ccc1O,12.0,0,0,0.0,0.0,327.424,4,3,3.2391000000000028,1,-0.8653014261025438
traxoprodil,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,23.0,0,0,1.0,1.0,327.4240000000001,4,3,2.7977000000000007,1,-0.524762889154889
cilomilast,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,99.0,1,1,1.0,1.0,343.4230000000002,4,1,4.052780000000003,1,1.99563519459755
trimipramine,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,40.0,0,0,1.0,1.0,294.442,2,0,4.121000000000003,1,-0.17609125905568127
ajmaline,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,20.0,0,0,1.0,1.0,326.44,4,2,1.5545,1,-0.6020599913279624
norethindrone,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,64.0,1,1,1.0,1.0,298.42600000000004,2,1,3.4925000000000024,1,0.2498774732165999
cilazaprilat,O=C(O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,26.0,0,0,1.0,1.0,389.4520000000002,5,3,1.1170000000000004,1,-0.4542583717601582
imidapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,20.0,0,0,1.0,1.0,405.45100000000025,6,2,0.8762000000000008,1,-0.6020599913279624
bevantolol,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,57.0,1,1,1.0,1.0,345.43900000000014,5,2,2.584220000000001,1,0.12240640009290485
carbocromen,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,25.0,0,0,1.0,1.0,361.4380000000001,6,0,2.927620000000002,1,-0.47712125471966244
emepronium,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,1.0,0,0,0.0,0.0,282.451,0,0,4.693400000000004,1,-1.99563519459755
enalaprilat,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,49.0,0,0,1.0,1.0,376.45300000000026,5,2,1.6046,1,-0.017374096069422692
tamsulosin,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,99.0,1,1,1.0,1.0,408.5200000000001,6,2,2.3409000000000004,1,1.99563519459755
terguride,CCN(CC)C(O)=NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,30.0,0,0,1.0,1.0,340.4710000000002,2,2,3.1361000000000017,1,-0.36797678529459443
sibrafiban,CCOC(=O)COC1CCN(C(=O)C(C)NC(=O)c2ccc(C(N)=NO)cc2)CC1,36.0,0,0,1.0,1.0,420.4660000000002,7,3,0.4701000000000027,1,-0.2498774732165999
lynestrenol,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,30.0,0,0,1.0,1.0,284.443,1,1,4.313500000000004,1,-0.36797678529459443
urapidil,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,78.0,1,1,1.0,1.0,387.48400000000015,8,1,0.7168000000000008,1,0.5496719218682742
trimazosin,COc1cc2c(=N)[nH]c(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,61.0,1,1,1.0,1.0,435.4810000000002,9,3,1.0976700000000004,1,0.19426522798426782
ipratropium,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.0,0,0,0.0,0.0,332.464,3,1,2.8541000000000016,1,-1.5096504795465824
trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,99.0,1,1,1.0,1.0,301.47400000000016,2,1,4.330500000000004,1,1.99563519459755
carbetapentane,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,10.0,0,0,0.0,0.0,333.47200000000015,4,0,3.400000000000002,1,-0.9542425094393249
vernakalant,COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC,20.0,0,0,1.0,1.0,349.47100000000006,5,1,2.6407000000000007,1,-0.6020599913279624
lubiprostone,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,0.01,0,0,0.0,0.0,390.4670000000003,4,2,4.309900000000003,1,-3.9999565683801923
eltanolone,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,3.0,0,0,0.0,0.0,304.47400000000005,2,1,4.205100000000003,1,-1.5096504795465824
talinolol,CC(C)(C)NCC(O)COc1ccc(NC(O)=NC2CCCCC2)cc1,55.0,1,1,1.0,1.0,363.50200000000024,4,4,3.4730000000000016,1,0.0871501757189002
quinagolide,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,99.0,1,1,1.0,1.0,395.5690000000002,4,2,2.136099999999999,1,1.99563519459755
alprostadil,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,15.0,0,0,0.0,0.0,354.48700000000014,4,3,3.475100000000002,1,-0.7533276666586115
ibutilide,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,8.0,0,0,0.0,0.0,384.58600000000007,4,2,4.164000000000003,1,-1.0606978403536116
gentamicin_c1a,CCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.01,0,0,0.0,0.0,448.56100000000015,11,7,-2.5253999999999928,0,-3.9999565683801923
deferasirox,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,70.0,1,1,1.0,1.0,373.36800000000005,6,3,2.1124,1,0.36797678529459443
sorafenib,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,39.0,0,0,1.0,1.0,464.8310000000002,4,3,5.5633000000000035,0,-0.1942652279842678
diflomotecan,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,72.0,1,1,1.0,1.0,398.36500000000007,6,1,2.7479000000000013,1,0.41017446508904926
acemetacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,66.0,1,1,1.0,1.0,415.82900000000006,6,1,3.4705200000000014,1,0.2880650184996135
temafloxacin,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,95.0,1,1,1.0,1.0,417.38700000000006,5,2,2.904300000000001,1,1.2787536009528289
laropiprant,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)C(CC(=O)O)CC3,71.0,1,1,1.0,1.0,435.90400000000017,4,1,4.390100000000004,1,0.38886035082011916
aminocamptothecin,CCC1(O)C(=O)CCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,49.0,0,0,1.0,1.0,361.4010000000001,6,2,2.1203,1,-0.017374096069422692
permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,60.0,1,1,1.0,1.0,391.2940000000001,3,0,6.113300000000004,0,0.17609125905568124
picotamide,COc1ccc(C(O)=NCc2cccnc2)cc1C(O)=NCc1cccnc1,46.0,0,0,1.0,1.0,376.4160000000001,5,2,3.4948000000000015,1,-0.06963592814139442
entinostat,Nc1ccccc1NC(=O)c1ccc(CN=C(O)OCc2cccnc2)cc1,85.0,1,1,1.0,1.0,376.4160000000001,5,3,3.5469000000000017,1,0.7533276666586115
curcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0.01,0,0,0.0,0.0,368.3850000000001,6,2,3.3699000000000026,1,-3.9999565683801923
demeclocycline,CN(C)C1C(O)=C(C(=N)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,66.0,1,1,1.0,1.0,464.8580000000002,9,7,1.31487,0,0.2880650184996135
ziprasidone,OC1=Nc2cc(Cl)c(CCN3CCN(c4nsc5ccccc45)CC3)cc2C1,60.0,1,1,1.0,1.0,412.9460000000002,5,1,4.4585000000000035,1,0.17609125905568124
tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1.0,0,0,0.0,0.0,351.47100000000006,4,0,4.431500000000004,1,-1.99563519459755
crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,66.0,1,1,1.0,1.0,450.34500000000014,6,2,5.037700000000004,0,0.2880650184996135
nafcillin,CCOc1ccc2ccccc2c1C([O-])=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,30.0,0,0,1.0,1.0,413.4750000000001,6,1,1.8608999999999996,1,-0.36797678529459443
bromperidol,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,50.0,1,1,1.0,1.0,420.3220000000002,3,1,4.5347000000000035,1,0.0
flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,83.0,1,1,1.0,1.0,387.88600000000014,3,0,4.004900000000003,1,0.6886291709978
haloperidol,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,60.0,1,1,1.0,1.0,375.87100000000015,3,1,4.425600000000004,1,0.17609125905568124
pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,14.0,0,0,0.0,0.0,437.52900000000017,8,2,3.1390400000000005,1,-0.7883704155653297
dapoxetine,CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,15.0,0,0,0.0,0.0,305.42100000000005,2,0,4.911600000000004,1,-0.7533276666586115
fominoben,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1N=C(O)c1ccccc1,65.0,1,1,1.0,1.0,401.89400000000006,4,1,3.2669000000000015,1,0.26884531229257996
morclofone,COc1cc(C(=O)c2ccc(Cl)cc2)cc(OC)c1OCCN1CCOCC1,80.0,1,1,1.0,1.0,405.8780000000003,6,0,3.299200000000001,1,0.6020599913279624
trifluoperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,99.99,1,1,1.0,1.0,407.50500000000017,4,0,4.945600000000005,1,3.9999565683799703
quinupramine,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,75.0,1,1,1.0,1.0,304.4370000000001,2,0,4.017500000000003,1,0.47712125471966244
bepotastine,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,80.0,1,1,1.0,1.0,388.8950000000002,4,1,4.170200000000004,1,0.6020599913279624
cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,90.0,1,1,1.0,1.0,388.8950000000002,4,1,3.148200000000002,1,0.9542425094393249
terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,40.0,0,0,1.0,1.0,291.438,1,0,4.877300000000004,1,-0.17609125905568127
quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,9.0,0,0,0.0,0.0,383.51700000000017,6,1,2.8560000000000016,1,-1.0047988828817687
tiracizine,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,34.0,0,0,1.0,1.0,367.4490000000001,4,1,3.5935000000000024,1,-0.2880650184996136
benztropine,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,29.0,0,0,1.0,1.0,307.43700000000007,2,0,4.417800000000004,1,-0.38886035082011916
nalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,40.0,0,0,1.0,1.0,339.4350000000001,4,2,2.512500000000001,1,-0.17609125905568127
perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,40.0,0,0,1.0,1.0,403.9790000000002,5,1,3.942700000000003,1,-0.17609125905568127
clemastine,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,37.0,0,0,1.0,1.0,343.898,2,0,5.104400000000005,0,-0.2311388253865867
norgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C=CC21CC,94.0,1,1,1.0,1.0,310.43700000000007,2,1,3.6586000000000025,1,1.194976603216055
acitretin,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,59.0,1,1,1.0,1.0,326.4360000000001,2,1,5.167060000000005,0,0.15806815492240867
moxestrol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(OC)CC21C,33.0,0,0,1.0,1.0,326.43600000000015,3,2,3.2375000000000016,1,-0.307560862822939
prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,70.0,1,1,1.0,1.0,358.43400000000014,5,2,1.7658,1,0.36797678529459443
triamcinolone,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,23.0,0,0,1.0,1.0,394.4390000000002,6,4,0.6204999999999998,1,-0.524762889154889
budipine,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,47.0,0,0,1.0,1.0,293.4540000000001,1,0,4.867000000000004,1,-0.05217801166507157
methysergide,CCC(CO)N=C(O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,13.0,0,0,0.0,0.0,353.4660000000001,4,2,2.775400000000001,1,-0.8255759003117817
morocromen,Cc1c(CCN2CCOCC2)c(=O)oc2cc(N=C(O)N3CCOCC3)ccc12,66.0,1,1,1.0,1.0,401.46300000000025,6,1,1.85382,1,0.2880650184996135
glipizide,Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1,95.0,1,1,1.0,1.0,445.54500000000024,6,3,2.8573200000000005,1,1.2787536009528289
cefpodoxime_proxetil,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(=N)[nH]3)C2SC1,50.0,1,0,1.0,0.0,557.6070000000001,13,3,0.6573700000000019,0,0.0
benproperine,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,92.0,1,1,1.0,1.0,309.45300000000015,2,0,4.530600000000004,1,1.0606978403536116
methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,92.0,1,1,1.0,1.0,309.45300000000003,2,0,4.292000000000004,1,1.0606978403536116
