Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
pyracarbolid,-2.83,1,217.26800000000003,1,2,2,38.33,-2.56,CC1=C(C(=O)Nc2ccccc2)CCCO1,217.26799999999994,2,1,2.709500000000001,1
Ethyl vinyl ether,-0.857,1,72.10700000000001,0,0,2,9.23,-0.85,C=COCC,72.107,1,0,1.1664,1
1-Butyne,-1.092,1,54.09199999999999,0,0,0,0.0,-1.24,C#CCC,54.092,0,0,1.0295999999999998,1
4-methoxypteridine,-1.589,1,162.15200000000002,0,2,1,60.790000000000006,-1.11,COc1ncnc2nccnc12,162.15200000000002,5,0,0.4283999999999998,1
3-Methyl-3-heptanol,-2.017,1,130.23099999999997,1,0,4,20.23,-1.6,CCCCC(C)(O)CC,130.23099999999997,1,1,2.3376,1
"1,4-Dichlorobenzene",-3.5580000000000003,1,147.00400000000002,0,1,0,0.0,-3.27,Clc1ccc(Cl)cc1,147.00400000000002,0,0,2.993400000000001,1
3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.33600000000007,1,3,4,75.71,-4.47,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,324.33600000000007,4,1,2.0026,1
"Sparsomycin (3,8mg/ml)",-1.57,1,361.4450000000001,4,1,8,132.11999999999998,-1.981,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,361.4450000000001,6,4,-1.068879999999999,1
3-methylindole,-2.9810000000000003,1,131.17799999999997,1,2,0,15.79,-2.42,Cc1c[nH]c2ccccc12,131.17799999999997,0,1,2.4763200000000003,1
2-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-1.11,COc1ncc2nccnc2n1,162.152,5,0,0.42839999999999984,1
Dioxacarb,-1.614,1,223.22799999999995,1,2,2,56.790000000000006,-1.57,CNC(=O)Oc1ccccc1C1OCCO1,223.22799999999995,4,1,1.4502,1
isocarbamid,-1.508,1,185.227,2,1,2,61.440000000000005,-2.15,CC(C)CNC(=O)N1CCNC1=O,185.22699999999998,2,2,0.3772000000000003,1
Acetonitrile,0.152,1,41.053,0,0,0,23.79,0.26,CC#N,41.053,1,0,0.52988,1
Fenoxycarb,-4.662,1,301.34200000000004,1,2,7,56.790000000000006,-4.7,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,301.34200000000004,4,1,3.6038000000000023,1
acetyl sulfisoxazole,-2.024,1,293.34800000000007,1,2,3,89.43,-3.59,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,293.348,5,1,1.9493399999999999,1
"1,1,1,2-Tetrachloroethane",-2.7939999999999996,1,167.85,0,0,0,0.0,-2.18,ClCC(Cl)(Cl)Cl,167.85,0,0,2.5954000000000006,1
1-Butanol,-0.688,1,74.12299999999999,1,0,2,20.23,0.0,CCCCO,74.12299999999999,1,1,0.7787999999999999,1
Siduron,-3.779,1,232.32700000000003,2,2,2,41.13,-4.11,CC1CCCCC1NC(=O)Nc1ccccc1,232.32700000000003,1,2,3.386800000000001,1
"1,3,5-Trichlorobenzene",-4.159,1,181.449,0,1,0,0.0,-4.48,Clc1cc(Cl)cc(Cl)c1,181.449,0,0,3.6468000000000007,1
Furfural,-1.391,1,96.08499999999998,0,1,1,30.21,-0.1,O=Cc1ccco1,96.08499999999998,2,0,1.0920999999999998,1
3-Methylbutan-1-ol,-1.027,1,88.14999999999999,1,0,2,20.23,-0.51,CC(C)CCO,88.14999999999999,1,1,1.0248,1
piperonal,-2.033,1,150.13299999999998,0,2,1,35.53,-1.63,O=Cc1ccc2c(c1)OCO2,150.13299999999995,3,0,1.2278,1
2-Methylpropene,-1.5730000000000002,1,56.108,0,0,0,0.0,-2.33,C=C(C)C,56.10799999999999,0,0,1.5824,1
Benzaldehyde,-1.999,1,106.12399999999997,0,1,1,17.07,-1.19,O=Cc1ccccc1,106.12399999999997,1,0,1.4990999999999999,1
"2,3-Dimethyl-1,3-Butadiene",-2.052,1,82.146,0,0,1,0.0,-2.4,C=C(C)C(=C)C,82.14599999999999,0,0,2.1386000000000003,1
Benfuracarb,-5.132999999999999,1,410.53600000000023,0,2,8,68.31,-4.71,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,410.53600000000023,7,0,4.057500000000004,1
RTI 10,-2.7710000000000004,1,226.235,0,3,0,42.43,-3.672,CN1C(=O)c2cccnc2Oc2ccccc21,226.23499999999999,3,0,2.4639000000000006,1
Fluorene ,-4.125,2,166.22299999999998,0,3,0,0.0,-5.0,c1ccc2c(c1)Cc1ccccc1-2,166.22299999999998,0,0,3.2578000000000014,1
Methylcyclohexane ,-2.891,1,98.189,0,1,0,0.0,-3.85,CC1CCCCC1,98.18900000000001,0,0,2.5866000000000007,1
sulfaguanidine,-0.706,1,214.25,4,1,2,122.06,-1.99,N=C(N)NS(=O)(=O)c1ccc(N)cc1,214.25,4,4,-0.5594299999999999,1
Methylparaben,-2.441,1,152.149,1,1,1,46.53,-1.827,COC(=O)c1ccc(O)cc1,152.149,3,1,1.1788,1
2-Methyltetrahydrofurane,-1.034,1,86.134,0,1,0,9.23,0.11,CC1CCCO1,86.134,1,0,1.1853,1
Santonin,-2.43,1,246.30599999999995,0,3,0,43.370000000000005,-3.09,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,246.30599999999995,3,0,2.419600000000001,1
Salicin,-0.975,1,286.28,5,2,4,119.61,-0.85,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,286.28,7,5,-1.6424000000000003,1
1-Iodopropane,-2.486,1,169.993,0,0,1,0.0,-2.29,CCCI,169.993,0,0,1.8314,1
Ametryn,-3.43,1,227.337,2,1,5,62.73,-3.04,CCNc1nc(NC(C)C)nc(SC)n1,227.337,6,2,1.8455999999999997,1
1-Propanol,-0.3339999999999999,1,60.096,1,0,1,20.23,0.62,CCCO,60.096,1,1,0.3887,1
Hydroxyprogesterone-17a,-3.876,1,330.4680000000001,1,4,1,54.37,-3.817,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.4680000000001,3,1,3.8384000000000027,1
2-Pentanol,-0.97,1,88.14999999999999,1,0,2,20.23,-0.29,CCCC(C)O,88.14999999999999,1,1,1.1673,1
benzoin,-3.148,1,212.248,1,2,3,37.3,-2.85,O=C(c1ccccc1)C(O)c1ccccc1,212.248,2,1,2.602900000000001,1
"2,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.19,Cc1ccc(O)c(C)c1,122.16699999999999,1,1,2.0090399999999997,1
m-Chloronitrobenzene ,-2.901,1,157.55599999999998,0,1,1,43.14,-2.77,O=[N+]([O-])c1cccc(Cl)c1,157.55599999999998,2,0,2.2482000000000006,1
ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624,Cc1c(N)c(=O)n(-c2ccccc2)n1C,203.245,4,1,1.0666200000000003,1
"2,2',4,5'-PCB",-6.23,1,291.99199999999996,0,2,1,0.0,-6.57,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,291.99199999999996,0,0,5.967200000000001,0
"Hexachloro-1,3-butadiene",-4.546,1,260.762,0,0,1,0.0,-4.92,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,260.762,0,0,4.7574,1
Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0,CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364,6,2,2.2356999999999996,1
3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.71,CCC(C)CCO,102.17699999999999,1,1,1.4149,1
2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12,Cc1ncc2nccnc2n1,146.153,4,0,0.7282199999999999,1
Danazol,-4.5569999999999995,1,337.4630000000001,1,5,0,46.260000000000005,-5.507000000000001,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,337.46300000000014,3,1,4.221000000000004,1
1-Iodobutane,-2.841,1,184.02,0,0,2,0.0,-2.96,CCCCI,184.01999999999998,0,0,2.2215,1
2-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.4,Brc1ccc2ccccc2c1,207.07,0,0,3.6023000000000014,1
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.312,1,780.9490000000001,6,8,7,203.05999999999997,-4.081,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,780.9490000000002,14,6,2.218100000000003,0
Benzyltrifluoride,-3.099,1,146.111,0,1,0,0.0,-2.51,FC(F)(F)c1ccccc1,146.111,0,0,2.705400000000001,1
Dihexyl phthalate,-5.757999999999999,1,334.45600000000024,0,1,12,52.60000000000001,-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,334.45600000000024,4,0,5.160800000000005,0
Dibenzothiophene,-4.5969999999999995,2,184.263,0,3,0,0.0,-4.38,c1ccc2c(c1)sc1ccccc12,184.263,1,0,4.054500000000002,1
"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,326.437,0,0,6.6206000000000005,0
"2,2',3,3',4,4'-PCB",-7.192,1,360.88200000000006,0,2,1,0.0,-8.01,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,360.88200000000006,0,0,7.274,0
Warfarin,-3.913,1,308.3330000000001,1,3,4,67.50999999999999,-3.893,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,308.3330000000001,4,1,3.609600000000003,1
hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93,OC(c1ccccc1)C(O)c1ccccc1,214.264,2,2,2.4536,1
Dimethyl phthalate,-2.347,1,194.18599999999995,0,1,2,52.60000000000001,-1.66,COC(=O)c1ccccc1C(=O)OC,194.18599999999995,4,0,1.2597999999999998,1
Ethyl octanoate,-2.9619999999999997,1,172.26799999999997,0,0,7,26.3,-3.39,CCCCCCCC(=O)OCC,172.26799999999997,2,0,2.910000000000001,1
Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42,CCSSCC,122.258,2,0,2.4076000000000004,1
"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77,CCOCCOCC,118.176,2,0,1.0594000000000001,1
"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56,Clc1cc(Cl)c(Cl)cc1Cl,215.894,0,0,4.3002,1
p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7,Nc1ccc(-c2ccc(N)cc2)cc1,184.242,2,2,2.5180000000000007,1
1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73,C=CCCCCC,98.189,0,0,2.752700000000001,1
Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O,209.29299999999998,3,2,1.85272,1
Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.276,3,2,1.1849999999999998,1
o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,Nc1ccccc1Cl,127.574,1,1,1.9222,1
3-Chloroanisole,-3.057,1,142.58499999999998,0,1,1,9.23,-2.78,COc1cccc(Cl)c1,142.58499999999998,1,0,2.3486000000000002,1
Pebulate,-3.131,1,203.35099999999997,0,0,6,20.31,-3.53,CCCCN(CC)C(=O)SCCC,203.35099999999997,2,0,3.3716000000000026,1
Butyl acetate,-1.111,1,102.13299999999998,0,0,4,26.3,-1.37,CCCCOC=O,102.13299999999998,2,0,0.9595,1
Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,360.4500000000002,5,3,1.5575999999999999,1
Bromodichloromethane,-2.176,1,163.82899999999998,0,0,0,0.0,-1.54,ClC(Cl)Br,163.829,0,0,2.1425,1
adrenosterone,-2.99,1,300.3980000000001,0,4,0,51.21,-3.48,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,300.3980000000001,3,0,3.2664000000000017,1
p-terphenyl,-5.7410000000000005,2,230.31,0,3,2,0.0,-7.11,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,230.31,0,0,5.0206000000000035,0
p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999998,1,1,1,37.3,-0.96,O=Cc1ccc(O)cc1,122.12299999999996,2,1,1.2047,1
Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79,CBr,94.939,0,0,1.0110999999999999,1
Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,379.3810000000001,4,1,3.0893200000000007,1
Coumachlor,-4.553999999999999,1,342.7780000000001,1,3,4,67.50999999999999,-5.8389999999999995,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,342.7780000000001,4,1,4.263000000000003,1
2-Ethylnaphthalene,-4.1,1,156.22799999999998,0,2,1,0.0,-4.29,CCc1ccc2ccccc2c1,156.22799999999998,0,0,3.4022000000000014,1
5-methylcytosine,-0.257,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002,Cc1c[nH]c(=O)nc1N,125.13100000000001,3,2,-0.33948000000000017,1
"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,326.437,0,0,6.620600000000001,0
benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21,O=C(Nc1ccccc1)c1ccccc1I,323.133,1,1,3.5435000000000016,1
Riboflavin,-1.865,1,376.36900000000014,5,3,5,161.56,-3.685,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,376.36900000000014,9,5,-1.7235599999999989,1
o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,Fc1ccccc1Br,175.0,0,0,2.5882000000000005,1
"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55,Oc1ccc(Cl)cc1Cl,163.003,1,1,2.699,1
Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,391.2940000000001,3,0,6.113300000000004,0
piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.6,-4.16,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,331.35300000000007,5,2,1.5809999999999997,1
3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,338.3630000000001,4,1,2.3927000000000005,1
Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64,C1CCCC1,70.135,0,0,1.9505000000000001,1
o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21,Cc1ccccc1N,107.156,1,1,1.57722,1
Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92,C=CCc1ccc(OC)cc1,148.20499999999998,1,0,2.4237,1
karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,279.34,3,2,2.6670000000000007,1
3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,C=CC(C)C,70.13499999999999,0,0,1.8284,1
2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02,Oc1ccccn1,95.101,2,1,0.7871999999999999,1
Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36,CC,30.07,0,0,1.0262,1
"1,2-Dichlorobenzene",-3.482,1,147.00399999999996,0,1,0,0.0,-3.05,Clc1ccccc1Cl,147.00399999999996,0,0,2.9934000000000003,1
mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.18,Sc1nc2ccccc2s1,167.25799999999998,3,1,2.585,1
"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.66200000000026,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,498.66200000000026,0,0,9.887599999999999,0
Methoxsalen,-3.25,1,216.19199999999995,0,3,1,52.58,-3.664,COc1c2occc2cc2ccc(=O)oc12,216.19199999999995,4,0,2.5478000000000005,1
Acetamide,0.494,1,59.068,1,0,0,43.09,1.58,CC(N)=O,59.068,1,1,-0.5084000000000002,1
1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,Cc1cccc2ccccc12,142.201,0,0,3.148220000000002,1
Napropamide,-4.088,1,271.36,0,2,5,29.540000000000003,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,271.36,2,0,3.475500000000002,1
"3,3-Dimethyl-2-butanol",-1.2919999999999998,1,102.177,1,0,0,20.23,-0.62,CC(O)C(C)(C)C,102.17699999999999,1,1,1.4133,1
Methyl pentanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.36,CCCC(=O)OCC,116.15999999999998,2,0,1.3496000000000001,1
Menadione,-2.667,1,172.18299999999996,0,2,0,34.14,-3.03,CC1=CC(=O)c2ccccc2C1=O,172.18299999999996,2,0,2.0119000000000002,1
Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26,c1ccc2c(c1)ccc1ccccc12,178.23399999999998,0,0,3.993000000000002,1
"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38,Cc1ccnc(C)c1,107.15599999999999,1,0,1.69844,1
1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01,CCCCCCCCCO,144.258,1,1,2.7293000000000016,1
Dibromomethane,-1.883,1,173.83499999999998,0,0,0,0.0,-1.17,BrCBr,173.83499999999998,0,0,1.7337,1
Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.4670000000002,5,3,1.8957000000000002,1
"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1,156.228,0,0,3.456640000000002,1
Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C,217.378,2,0,3.4735000000000023,1
nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],227.08499999999998,9,0,-1.0200999999999996,1
m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,Nc1cccc([N+](=O)[O-])c1,138.126,3,1,1.177,1
1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,CCCCCl,92.56899999999999,0,0,2.0253,1
triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,430.93399999999997,4,2,2.431000000000001,1
Fluridone,-4.249,1,329.32099999999997,0,3,2,22.0,-4.445,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,329.32099999999997,2,0,4.738100000000003,1
6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,Nc1cc2c3ccccc3ccc2c2ccccc12,243.309,1,1,4.728400000000002,1
Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,270.37199999999996,2,1,3.817400000000002,1
RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,CCN1c2ccccc2N(C)C(=S)c2cccnc21,269.373,3,0,3.3649000000000022,1
"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,CC1CO1,58.08,1,0,0.4051,1
Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,281.27099999999996,4,1,2.3842999999999996,1
"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC,132.232,1,2,0.49030000000000007,1
"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,197.44799999999998,1,1,3.3523999999999994,1
Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34,CCCCC(=O)OC,116.15999999999998,2,0,1.3496000000000001,1
Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1,93.12899999999999,1,1,1.2688000000000001,1
"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12,156.228,0,0,3.456640000000002,1
hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.74500000000006,5,3,-0.35129999999999967,1
Acenapthylene,-3.682,2,152.19599999999994,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23,152.19599999999994,0,0,3.3236000000000017,1
Ethyl butyrate,-2.254,1,144.21399999999997,0,0,5,26.3,-1.28,CCCCCOC(=O)CC,144.21399999999997,2,0,2.1298000000000004,1
Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,211.26899999999998,6,2,1.1322999999999996,1
Benzo(a)pyrene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.699,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,252.31599999999997,0,0,5.737200000000003,0
Bromoethane,-1.529,1,108.966,0,0,0,0.0,-1.09,CCBr,108.966,0,0,1.4012,1
3-Hexyne,-1.933,1,82.14599999999999,0,0,0,0.0,-1.99,CCC#CCC,82.14599999999999,0,0,1.8098,1
Digitoxin,-6.114,1,764.9499999999999,5,8,7,182.83,-5.292999999999999,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,764.9500000000003,13,5,3.2473000000000014,0
2-Methyl-1-Butene,-1.994,1,70.13499999999999,0,0,1,0.0,-2.73,C=C(C)CC,70.13499999999999,0,0,1.9725,1
8-quinolinol,-2.725,1,145.16099999999997,1,2,0,33.120000000000005,-2.42,Oc1cccc2cccnc12,145.16099999999997,2,1,1.9403999999999995,1
"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.20599999999996,0,2,0,0.0,-4.37,c1ccc2c(c1)CCCC2,132.206,0,0,2.5654000000000003,1
phenolphthalein,-4.59,1,318.32800000000003,2,4,2,66.76,-2.9,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,318.32800000000003,4,2,3.560100000000002,1
"1,3,5-Tribromobenzene",-5.27,1,314.802,0,1,0,0.0,-5.6,Brc1cc(Br)cc(Br)c1,314.802,0,0,3.974100000000001,1
Ronnel,-5.247000000000001,1,321.549,0,1,4,27.69,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,321.549,4,0,4.542900000000002,1
methylthiouracil,-0.547,1,142.18300000000002,2,1,0,48.65,-2.436,Cc1cc(=O)[nH]c(=S)[nH]1,142.18300000000002,2,2,0.74091,1
Eugenol,-2.675,1,164.204,1,1,3,29.46,-1.56,C=CCc1ccc(O)c(OC)c1,164.20399999999995,2,1,2.1292999999999997,1
5-Allyl-5-isopropylbarbital,-1.706,1,210.233,2,1,3,75.27000000000001,-1.7080000000000002,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,210.23299999999998,3,2,0.5709000000000001,1
Pyrene,-4.957,2,202.25599999999997,0,4,0,0.0,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34,202.25599999999997,0,0,4.584000000000002,1
"1,1-Diethoxyethane ",-0.899,1,118.176,0,0,4,18.46,-0.43,CCOC(C)OCC,118.176,2,0,1.4054,1
Clomazone,-3.077,1,239.702,0,2,2,29.54,-2.338,CC1(C)CON(Cc2ccccc2Cl)C1=O,239.702,2,0,2.6400000000000006,1
2-Butoxyethanol,-0.775,1,118.176,1,0,5,29.46,-0.42,CCCCOCCO,118.17599999999999,2,1,0.7953999999999999,1
Quintozene,-5.098,1,295.336,0,1,1,43.14,-5.82,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,295.336,2,0,4.8618,1
Androsterone,-3.882,1,290.447,1,4,0,37.3,-4.402,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,290.447,2,1,3.959100000000003,1
Flurochloridone,-4.749,1,312.118,0,2,2,20.31,-4.047,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,312.118,1,0,3.514400000000002,1
Quinoline,-2.6630000000000003,2,129.16199999999998,0,2,0,12.89,-1.3,c1ccc2ncccc2c1,129.16199999999998,1,0,2.2348,1
methyl gallate,-1.913,1,184.147,3,1,1,86.99000000000001,-1.24,COC(=O)c1cc(O)c(O)c(O)c1,184.147,5,3,0.5899999999999996,1
fluconazole,-2.418,1,306.276,1,3,5,81.64999999999999,-1.8,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,306.276,7,1,0.7357999999999993,1
Chlorzoxazone,-2.679,1,169.567,1,2,0,46.0,-2.8310000000000004,O=c1[nH]c2cc(Cl)ccc2o1,169.56699999999998,2,1,1.7745,1
"2,2',3,4,4',5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-7.92,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
alloxan,0.436,1,142.07,2,1,0,92.34,-1.25,O=C1NC(=O)C(=O)C(=O)N1,142.07,4,2,-2.0785,1
"1,3-Dichloropropane",-1.618,1,112.987,0,0,2,0.0,-1.62,ClCCCCl,112.98700000000001,0,0,1.8540999999999999,1
m-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.67,Fc1cccc(Br)c1,175.0,0,0,2.5882000000000005,1
p-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.63,Clc1ccc(Br)cc1,191.45499999999998,0,0,3.102500000000001,1
"2,3-Dimethylbutane",-2.5839999999999996,1,86.178,0,0,1,0.0,-3.65,CC(C)C(C)C,86.178,0,0,2.2984,1
1-Butene,-1.655,1,56.108,0,0,1,0.0,-1.94,C=CCC,56.10799999999999,0,0,1.5824,1
"2,2',3,4,5,5'-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.68,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,360.88200000000006,0,0,7.274000000000001,0
cytosine,0.051,1,111.104,2,1,0,71.77000000000001,-1.155,Nc1cc[nH]c(=O)n1,111.104,3,2,-0.6479000000000001,1
"1,1,2-Trichlorotrifluoroethane",-3.077,1,187.37500000000003,0,0,1,0.0,-3.04,FC(F)(Cl)C(F)(Cl)Cl,187.37500000000003,0,0,2.9189,1
