"SMILES","EXTERNALID","N","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","Oral absorption","UNIT {Oral absorption}","Oral absorption {measured, converted}","UNIT {Oral absorption}","Species","AssayID","UNIT {AssayID}","Molecule ChEMBL ID","UNIT {Molecule ChEMBL ID}","Document ChEMBL ID","UNIT {Document ChEMBL ID}","Clinical phase","UNIT {Clinical phase}"
"CCC(C(N)=O)(C(N)=O)C1=CC=CC=C1","-","AUTO_401","Phenylethylmalonamide","A123600","17870541","-","-","91.0","% ","91.0","% ","Homo sapiens","= 926687.0","/","= 249467.0","integer","= 1141299.0","integer","= 0.0","integer"
"CN1C=CNC1=S","-","AUTO_402","Methimazole","A123600","17870541","-","-","93.0","% ","93.0","% ","Homo sapiens","= 926687.0","/","= 1515.0","integer","= 1141299.0","integer","= 4.0","integer"
"CCCC(CCC)C(=O)O","-","AUTO_403","Valproic acid","A123600","17870541","-","-","90.0","% ","90.0","% ","Homo sapiens","= 926687.0","/","= 109.0","integer","= 1141299.0","integer","= 4.0","integer"
"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C2=CC=CC=C2[N+](=O)[O-]","-","AUTO_404","Nifedipine","A123600","17870541","-","-","50.0","% ","50.0","% ","Homo sapiens","= 926687.0","/","= 193.0","integer","= 1141299.0","integer","= 4.0","integer"
"CNC(=O)OC1=CC=C2C(=C1)C3(C)CCN(C)C3N2C","-","AUTO_405","physostigmine","A123600","17870541","-","-","6.0","% ","6.0","% ","Homo sapiens","= 926687.0","/","= 94.0","integer","= 1141299.0","integer","= 4.0","integer"
"OC1=CC=C2C3=C1OC4C(O)CCC5(O)C(C2)N(CC6CCC6)CCC345","-","AUTO_406","nalbuphine","A123600","17870541","-","-","11.0","% ","11.0","% ","Homo sapiens","= 926687.0","/","= 895.0","integer","= 1141299.0","integer","= 4.0","integer"
"CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C","-","AUTO_407","(R)-PROXYPHYLLINE","A123600","17870541","-","-","100.0","% ","100.0","% ","Homo sapiens","= 926687.0","/","= 37019.0","integer","= 1141299.0","integer","= 0.0","integer"
"CCC1(C2=CC=CC=C2)C(=O)NCNC1=O","-","AUTO_408","Primidone","A123600","17870541","-","-","92.0","% ","92.0","% ","Homo sapiens","= 926687.0","/","= 856.0","integer","= 1141299.0","integer","= 4.0","integer"
"CCOC1=CC=CC=C1OCC2CNCCO2","-","AUTO_409","(S)-VILOXAZINE","A123600","17870541","-","-","85.0","% ","85.0","% ","Homo sapiens","= 926687.0","/","= 251072.0","integer","= 1141299.0","integer","= 0.0","integer"
"COC1=CC=C(CCN(C)CCCC(C#N)(C2=CC=C(OC)C(OC)=C2)C(C)C)C=C1OC","-","AUTO_410","(S)-Verapamil","A123600","17870541","-","-","13.5","% ","13.5","% ","Homo sapiens","= 926687.0","/","= 36148.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC(CN1CCN(CCOCCO)CC1)CN2C3=CC=CC=C3SC4=CC=CC=C24","-","AUTO_411","-","A123600","17870541","-","-","10.0","% ","10.0","% ","Homo sapiens","= 926687.0","/","= 399122.0","integer","= 1141299.0","integer","= 0.0","integer"
"NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2","-","AUTO_412","dapsone","A123600","17870541","-","-","93.0","% ","93.0","% ","Homo sapiens","= 926687.0","/","= 1043.0","integer","= 1141299.0","integer","= 4.0","integer"
"O=C(O)C1N=C(C2=CC=CC=C2)C3=CC(Cl)=CC=C3NC1=O","-","AUTO_413","-","A123600","17870541","-","-","91.0","% ","91.0","% ","Homo sapiens","= 926687.0","/","= 252714.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC(C)NCC(O)COC1=CC=C(OCCOCC2CC2)C=C1","-","AUTO_414","-","A123600","17870541","-","-","100.0","% ","100.0","% ","Homo sapiens","= 926687.0","/","= 399938.0","integer","= 1141299.0","integer","= 0.0","integer"
"CCCC1=NC(C)=C2C(=O)N=C(C3=CC(S(=O)(=O)N4CCN(CC)CC4)=CC=C3OCC)NN12","-","AUTO_415","vardenafil","A123600","17870541","-","-","15.0","% ","15.0","% ","Homo sapiens","= 926687.0","/","= 1520.0","integer","= 1141299.0","integer","= 4.0","integer"
"CN1CCN(C2=NC3=CC(Cl)=CC=C3NC4=CC=CC=C42)CC1","-","AUTO_416","Clozapine","A123600","17870541","-","-","55.0","% ","55.0","% ","Homo sapiens","= 926687.0","/","= 42.0","integer","= 1141299.0","integer","= 4.0","integer"
"CC12CC(=O)C3C(CCC4=CC(=O)C=CC43C)C1CCC2(O)C(=O)CO","-","AUTO_417","Prednisone","A123600","17870541","-","-","80.0","% ","80.0","% ","Homo sapiens","= 926687.0","/","= 635.0","integer","= 1141299.0","integer","= 4.0","integer"
"O=C(NCC1CCCCN1)C2=CC(OCC(F)(F)F)=CC=C2OCC(F)(F)F","-","AUTO_418","(R)-Flecainide","A123600","17870541","-","-","70.0","% ","70.0","% ","Homo sapiens","= 926687.0","/","= 398673.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC=1ON=C(C2=CC=CC=C2Cl)C1C(=O)NC3C(=O)N4C(C(=O)O)C(C)(C)SC34","-","AUTO_419","Cloxacillin","A123600","17870541","-","-","37.0","% ","37.0","% ","Homo sapiens","= 926687.0","/","= 891.0","integer","= 1141299.0","integer","= 4.0","integer"
"CNCC=C(C1=CC=C(Br)C=C1)C2=CC=CN=C2","-","AUTO_420","Norzimelidine","A123600","17870541","-","-","66.0","% ","66.0","% ","Homo sapiens","= 926687.0","/","= 173745.0","integer","= 1141299.0","integer","= 0.0","integer"
"CN1CC2=C(N)C=CC=C2C(C3=CC=CC=C3)C1","-","AUTO_421","-","A123600","17870541","-","-","27.0","% ","27.0","% ","Homo sapiens","= 926687.0","/","= 51697.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC(C)NCC(O)COC1=CC=C(OCCOCC2CC2)C=C1","-","AUTO_422","-","A123600","17870541","-","-","100.0","% ","100.0","% ","Homo sapiens","= 926687.0","/","= 255015.0","integer","= 1141299.0","integer","= 0.0","integer"
"CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2","-","AUTO_423","diphenhydramine","A123600","17870541","-","-","72.0","% ","72.0","% ","Homo sapiens","= 926687.0","/","= 657.0","integer","= 1141299.0","integer","= 4.0","integer"
"NN=C1C=C2C(=NN1)CCN(C(=O)C3=CC=CC=C3)C2","-","AUTO_424","ENDRALAZINE","A123600","17870541","-","-","75.0","% ","75.0","% ","Homo sapiens","= 926687.0","/","= 254193.0","integer","= 1141299.0","integer","= 0.0","integer"
"C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C","-","AUTO_425","Norethindrone","A123600","17870541","-","-","64.0","% ","64.0","% ","Homo sapiens","= 926687.0","/","= 1162.0","integer","= 1141299.0","integer","= 4.0","integer"
"O=C1NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3Cl)=NC1O","-","AUTO_426","(R)-Lorazepam","A123600","17870541","-","-","93.0","% ","93.0","% ","Homo sapiens","= 926687.0","/","= 399057.0","integer","= 1141299.0","integer","= 0.0","integer"
"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C2=CC=CC([N+](=O)[O-])=C2","-","AUTO_427","(S)-NITRENDIPINE","A123600","17870541","-","-","16.0","% ","16.0","% ","Homo sapiens","= 926687.0","/","= 251230.0","integer","= 1141299.0","integer","= 0.0","integer"
"CNC(=C[N+](=O)[O-])NCCSCC1=CSC(CN(C)C)=N1","-","AUTO_428","nizatidine","A123600","17870541","-","-","70.0","% ","70.0","% ","Homo sapiens","= 926687.0","/","= 3183075.0","integer","= 1141299.0","integer","= 4.0","integer"
"CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2","-","AUTO_429","Dextromethadone","A123600","17870541","-","-","92.0","% ","92.0","% ","Homo sapiens","= 926687.0","/","= 350719.0","integer","= 1141299.0","integer","= 2.0","integer"
"CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1","-","AUTO_430","Flunisolide","A123600","17870541","-","-","20.0","% ","20.0","% ","Homo sapiens","= 926687.0","/","= 1512.0","integer","= 1141299.0","integer","= 4.0","integer"
"C#CC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC21C","-","AUTO_431","ethinyl estradiol","A123600","17870541","-","-","40.0","% ","40.0","% ","Homo sapiens","= 926687.0","/","= 691.0","integer","= 1141299.0","integer","= 4.0","integer"
"O=C1CN=C(C2=CC=CC=C2Cl)C3=CC([N+](=O)[O-])=CC=C3N1","-","AUTO_432","Clonazepam","A123600","17870541","-","-","90.0","% ","90.0","% ","Homo sapiens","= 926687.0","/","= 452.0","integer","= 1141299.0","integer","= 4.0","integer"
"CCN(CC)CCCC(C)NC1=CC=NC=2C=C(Cl)C=CC12","-","AUTO_433","(R)-chloroquine","A123600","17870541","-","-","80.0","% ","80.0","% ","Homo sapiens","= 926687.0","/","= 252715.0","integer","= 1141299.0","integer","= 0.0","integer"
"CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC","-","AUTO_434","Metoclopramide","A123600","17870541","-","-","76.0","% ","76.0","% ","Homo sapiens","= 926687.0","/","= 86.0","integer","= 1141299.0","integer","= 4.0","integer"
"COC1=CC=C2C3=C1OC4C(O)C=CC5C(C2)N(C)CCC345","-","AUTO_436","Codeine","A123600","17870541","-","-","55.0","% ","55.0","% ","Homo sapiens","= 926687.0","/","= 485.0","integer","= 1141299.0","integer","= 4.0","integer"
"CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2","-","AUTO_437","S-NADOLOL","A123600","17870541","-","-","34.0","% ","34.0","% ","Homo sapiens","= 926687.0","/","= 255028.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC1=CC=CC(C)=C1OCC(C)N","-","AUTO_438","(R)-Mexiletine","A123600","17870541","-","-","87.0","% ","87.0","% ","Homo sapiens","= 926687.0","/","= 147507.0","integer","= 1141299.0","integer","= 0.0","integer"
"O=C(NCC1CCCCN1)C2=CC(OCC(F)(F)F)=CC=C2OCC(F)(F)F","-","AUTO_439","-","A123600","17870541","-","-","95.0","% ","95.0","% ","Homo sapiens","= 926687.0","/","= 251457.0","integer","= 1141299.0","integer","= 0.0","integer"
"CN(C)CCC1=CNC=2C=CC(CN3C=NC=N3)=CC12","-","AUTO_440","Rizatriptan","A123600","17870541","-","-","45.0","% ","45.0","% ","Homo sapiens","= 926687.0","/","= 905.0","integer","= 1141299.0","integer","= 4.0","integer"
"CC(C(=O)O)C1=CC=C(C(=O)C2=CC=CS2)C=C1","-","AUTO_441","(S)-SUPROFEN","A123600","17870541","-","-","92.0","% ","92.0","% ","Homo sapiens","= 926687.0","/","= 253766.0","integer","= 1141299.0","integer","= 0.0","integer"
"CC(C(=O)O)C1=CC=C(C(=O)C2=CC=CS2)C=C1","-","AUTO_442","(R)-Suprofen","A123600","17870541","-","-","92.0","% ","92.0","% ","Homo sapiens","= 926687.0","/","= 253765.0","integer","= 1141299.0","integer","= 0.0","integer"
"CON=C1CN(C=2N=C3C(=CC2F)C(=O)C(C(=O)O)=CN3C4CC4)CC1CN","-","AUTO_443","-","A123600","17870541","-","-","71.0","% ","71.0","% ","Homo sapiens","= 926687.0","/","= 399239.0","integer","= 1141299.0","integer","= 0.0","integer"
"CN1C(=O)C=2N=CNC2N(C)C1=O","-","AUTO_444","Theophylline","A123600","17870541","-","-","98.8","% ","98.8","% ","Homo sapiens","= 926687.0","/","= 190.0","integer","= 1141299.0","integer","= 4.0","integer"
"CC1=CC2=C(OCC(O)CNC(C)C)C=CC=C2N1","-","AUTO_445","(R)-MEPINDOLOL","A123600","17870541","-","-","82.0","% ","82.0","% ","Homo sapiens","= 926687.0","/","= 251477.0","integer","= 1141299.0","integer","= 0.0","integer"
"COC1=CC=NC(C[S+]([O-])C2=NC3=CC(OC(F)F)=CC=C3N2)=C1OC","-","AUTO_446","Pantoprazole","A123600","17870541","-","-","77.0","% ","77.0","% ","Homo sapiens","= 926687.0","/","= 1502.0","integer","= 1141299.0","integer","= 4.0","integer"
"COC=1C(N2CCNC(C)C2)=C(F)C=C3C(=O)C(C(=O)O)=CN(C4CC4)C31","-","AUTO_447","gatifloxacin","A123601","19947605","-","-","96.0","% ","96.0","% ","Homo sapiens","= 1046151.0","/","= 31.0","integer","= 1156784.0","integer","= 4.0","integer"
"CN(C)C1=CC=C(O)C2=C1CC3CC4C(N(C)C)C(O)=C(C(N)=O)C(=O)C4(O)C(O)=C3C2=O","-","AUTO_448","Minocycline","A123601","19947605","-","-","100.0","% ","100.0","% ","Homo sapiens","= 1046151.0","/","= 1434.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1","-","AUTO_449","Famotidine","A123601","19947605","-","-","42.0","% ","42.0","% ","Homo sapiens","= 1046151.0","/","= 902.0","integer","= 1156784.0","integer","= 4.0","integer"
"CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=CC=CC=C3S1(=O)=O","-","AUTO_450","Piroxicam","A123601","19947605","-","-","100.0","% ","100.0","% ","Homo sapiens","= 1046151.0","/","= 527.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12","-","AUTO_451","Lomefloxacin","A123601","19947605","-","-","97.0","% ","97.0","% ","Homo sapiens","= 1046151.0","/","= 561.0","integer","= 1156784.0","integer","= 4.0","integer"
"COCC1=C(C(C)C)N=C(C(C)C)C(C=CC(O)CC(O)CC(=O)O)=C1C2=CC=C(F)C=C2","-","AUTO_452","Cerivastatin","A123601","19947605","-","-","60.0","% ","60.0","% ","Homo sapiens","= 1046151.0","/","= 1477.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O","-","AUTO_453","Amdinocillin","A123601","19947605","-","-","10.0","% ","10.0","% ","Homo sapiens","= 1046151.0","/","= 530.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(C(=O)O)=CN1C24","-","AUTO_454","Ofloxacin","A123601","19947605","-","-","90.0","% ","90.0","% ","Homo sapiens","= 1046151.0","/","= 4.0","integer","= 1156784.0","integer","= 4.0","integer"
"COC1=CC=CC2=C1C(=O)C3=C(O)C4=C(C(O)=C3C2=O)CC(O)(C(C)=O)CC4OC5CC(N)C(O)C(C)O5","-","AUTO_455","daunorubicin","A123601","19947605","-","-","0.0","% ","0.0","% ","Homo sapiens","= 1046151.0","/","= 178.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1=CN=C(NC(=O)C2=C(O)C3=CC=CC=C3S(=O)(=O)N2C)S1","-","AUTO_456","Meloxicam","A123601","19947605","-","-","89.0","% ","89.0","% ","Homo sapiens","= 1046151.0","/","= 599.0","integer","= 1156784.0","integer","= 4.0","integer"
"CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)C4=C(O)C=CC(Cl)=C4C(O)C3CC12","-","AUTO_457","demeclocycline","A123601","19947605","-","-","66.0","% ","66.0","% ","Homo sapiens","= 1046151.0","/","= 1591.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC1=CC=C(O)C(C(=O)O)=C1","-","AUTO_458","mesalamine","A123601","19947605","-","-","28.0","% ","28.0","% ","Homo sapiens","= 1046151.0","/","= 704.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)N=C21","-","AUTO_459","enoxacin","A123601","19947605","-","-","89.0","% ","89.0","% ","Homo sapiens","= 1046151.0","/","= 826.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=CC=C3)CSC12)C4=CSC(N)=N4)C(=O)O","-","AUTO_460","Ceftazidime","A123601","19947605","-","-","0.0","% ","0.0","% ","Homo sapiens","= 1046151.0","/","= 44354.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1CN(C2=C(F)C(N)=C3C(=O)C(C(=O)O)=CN(C4CC4)C3=C2F)CC(C)N1","-","AUTO_461","sparfloxacin","A123601","19947605","-","-","92.0","% ","92.0","% ","Homo sapiens","= 1046151.0","/","= 850.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)C=C21","-","AUTO_462","Norfloxacin","A123601","19947605","-","-","35.0","% ","35.0","% ","Homo sapiens","= 1046151.0","/","= 9.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC(C)(C(=O)O)C1=CC=C(C(O)CCCN2CCC(C(O)(C3=CC=CC=C3)C4=CC=CC=C4)CC2)C=C1","-","AUTO_463","Fexofenadine","A123601","19947605","-","-","30.0","% ","30.0","% ","Homo sapiens","= 1046151.0","/","= 914.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCN(C)CC3)C=C21","-","AUTO_464","pefloxacin","A123601","19947605","-","-","95.0","% ","95.0","% ","Homo sapiens","= 1046151.0","/","= 267648.0","integer","= 1156784.0","integer","= 4.0","integer"
"O=C(O)C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O","-","AUTO_465","Ciprofloxacin","A123601","19947605","-","-","70.0","% ","70.0","% ","Homo sapiens","= 1046151.0","/","= 8.0","integer","= 1156784.0","integer","= 4.0","integer"
"NCCCCC(NC(CCC1=CC=CC=C1)C(=O)O)C(=O)N2CCCC2C(=O)O","-","AUTO_466","lisinopril","A123601","19947605","-","-","25.0","% ","25.0","% ","Homo sapiens","= 1046151.0","/","= 1237.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1","-","AUTO_467","Terbutaline","A123601","19947605","-","-","14.0","% ","14.0","% ","Homo sapiens","= 1046151.0","/","= 1760.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC1=NC(O)=C2N=CN(COCCO)C2=N1","-","AUTO_468","Acyclovir","A123601","19947605","-","-","21.0","% ","21.0","% ","Homo sapiens","= 1046151.0","/","= 184.0","integer","= 1156784.0","integer","= 4.0","integer"
"CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)C4=C(O)C=CC(Cl)=C4C(C)(O)C3CC12","-","AUTO_469","chlortetracycline","A123601","19947605","-","-","60.0","% ","60.0","% ","Homo sapiens","= 1046151.0","/","= 404520.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC(CC1=CC=C(N(CCCl)CCCl)C=C1)C(=O)O","-","AUTO_470","Melphalan","A123601","19947605","-","-","71.0","% ","71.0","% ","Homo sapiens","= 1046151.0","/","= 852.0","integer","= 1156784.0","integer","= 4.0","integer"
"CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)C4=C(O)C=CC=C4C(C)(O)C3CC12","-","AUTO_471","tetracycline","A123601","19947605","-","-","78.0","% ","78.0","% ","Homo sapiens","= 1046151.0","/","= 1440.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1=CC=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=C1","-","AUTO_472","Torsemide","A123601","19947605","-","-","80.0","% ","80.0","% ","Homo sapiens","= 1046151.0","/","= 1148.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC1C2CN(C=3N=C4C(=CC3F)C(=O)C(C(=O)O)=CN4C5=CC=C(F)C=C5F)CC12","-","AUTO_473","Trovafloxacin","A123601","19947605","-","-","88.0","% ","88.0","% ","Homo sapiens","= 1046151.0","/","= 428.0","integer","= 1156784.0","integer","= 4.0","integer"
"CC1C2=CC=CC(O)=C2C(=O)C3=C(O)C4(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C4C(O)C31","-","AUTO_474","Doxycycline","A123601","19947605","-","-","93.0","% ","93.0","% ","Homo sapiens","= 1046151.0","/","= 1433.0","integer","= 1156784.0","integer","= 4.0","integer"
"C[N+](C)(C)CC(O)CC(=O)[O-]","-","AUTO_475","Levocarnitine","A123601","19947605","-","-","10.0","% ","10.0","% ","Homo sapiens","= 1046151.0","/","= 1149.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1","-","AUTO_476","sulfadiazine","A123601","19947605","-","-","100.0","% ","100.0","% ","Homo sapiens","= 1046151.0","/","= 439.0","integer","= 1156784.0","integer","= 4.0","integer"
"NC1=NC(O)=C2N=CN(COC(CO)CO)C2=N1","-","AUTO_477","Ganciclovir","A123601","19947605","-","-","7.3","% ","7.3","% ","Homo sapiens","= 1046151.0","/","= 182.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(CC(=O)O)C2=O","-","AUTO_478","Benazepril","A123601","19947605","-","-","37.0","% ","37.0","% ","Homo sapiens","= 1046151.0","/","= 838.0","integer","= 1156784.0","integer","= 4.0","integer"
"CCN(C(C)=O)C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N","-","AUTO_479","Zaleplon","A123602","22031625","-","-","30.0","% ","30.0","% ","Homo sapiens","= 3541917.0","/","= 1521.0","integer","= 3525972.0","integer","= 4.0","integer"
"CN1CCC(NC2=NC=C3N=CN=C(NC4=CC=C(F)C(Cl)=C4)C3=N2)CC1","-","AUTO_480","falnidamol","A123602","22031625","-","-","2.0","% ","2.0","% ","Homo sapiens","= 3541917.0","/","= 258940.0","integer","= 3525972.0","integer","= 1.0","integer"
"CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C","-","AUTO_481","cyclosporine","A123603","2391396","-","-","23.0","% ","23.0","% ","Homo sapiens","= 3791094.0","/","= 160.0","integer","= 3784983.0","integer","= 4.0","integer"
"CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C","-","AUTO_482","cyclosporine","A123603","2391396","-","-","79.0","% ","79.0","% ","Homo sapiens","= 3788557.0","/","= 160.0","integer","= 3784983.0","integer","= 4.0","integer"
"CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C","-","AUTO_483","cyclosporine","A123603","2391396","-","-","21.0","% ","21.0","% ","Homo sapiens","= 3791100.0","/","= 160.0","integer","= 3784983.0","integer","= 4.0","integer"
"CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C","-","AUTO_484","cyclosporine","A123603","2391396","-","-","42.0","% ","42.0","% ","Homo sapiens","= 3788549.0","/","= 160.0","integer","= 3784983.0","integer","= 4.0","integer"
"CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O","-","AUTO_486","Phenobarbital","A123604","7068937","-","-","83.4","% ","83.4","% ","Homo sapiens","= 3788621.0","/","= 40.0","integer","= 3785015.0","integer","= 4.0","integer"
"CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O","-","AUTO_487","Phenobarbital","A123604","7068937","-","-","94.9","% ","94.9","% ","Homo sapiens","= 3788622.0","/","= 40.0","integer","= 3785015.0","integer","= 4.0","integer"
"CCC1(C2=CC=CC=C2)C(=O)NC(=O)NC1=O","-","AUTO_488","Phenobarbital","A123604","7068937","-","-","100.0","% ","100.0","% ","Homo sapiens","= 3788626.0","/","= 40.0","integer","= 3785015.0","integer","= 4.0","integer"
"CN(C)C1=CC(CNCC(C)(C)C)=C(O)C2=C1CC3CC4C(N(C)C)C(O)=C(C(N)=O)C(=O)C4(O)C(O)=C3C2=O","-","AUTO_489","Omadacycline","A95431","22148555","-","-","33.0","% ","33.0","% ","Homo sapiens","= 2060467.0","/","= 1689772.0","integer","= 2057101.0","integer","= 4.0","integer"
"CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)C4=C(O)C=CC=C4C(C)(O)C3CC12","-","AUTO_490","tetracycline","A95431","22148555","-","-","50.0","% ","50.0","% ","Homo sapiens","= 2060467.0","/","= 1440.0","integer","= 2057101.0","integer","= 4.0","integer"
"O=S(=O)(NC1=CC=C2C=CC=CC2=C1)C3=CC=C4N=C(C5=CC=CC=C5)C(C6=CC=CC=C6)=NC4=C3","-","AUTO_491","-","A123605","23708011","-","-","100.0","% ","100.0","% ","Homo sapiens","= 2410356.0","/","= 2409505.0","integer","= 2407075.0","integer","= 0.0","integer"
"O=S(=O)(NC1=CC=CC=C1)C2=CC=C3N=C(C4=CC=CC=C4)C(=NC3=C2)C5=CC=CC=C5","-","AUTO_492","-","A123605","23708011","-","-","100.0","% ","100.0","% ","Homo sapiens","= 2410356.0","/","= 2409511.0","integer","= 2407075.0","integer","= 0.0","integer"
"O=S(=O)(NC1=CC=C(Cl)C=C1)C2=CC=C3N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=NC3=C2","-","AUTO_493","-","A123605","23708011","-","-","100.0","% ","100.0","% ","Homo sapiens","= 2410356.0","/","= 2409507.0","integer","= 2407075.0","integer","= 0.0","integer"
"O=[N+]([O-])C1=CC=C(NS(=O)(=O)C2=CC=C3N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=NC3=C2)C=C1","-","AUTO_494","-","A123605","23708011","-","-","87.63","% ","87.63","% ","Homo sapiens","= 2410356.0","/","= 2409508.0","integer","= 2407075.0","integer","= 0.0","integer"
"O=S(=O)(NC1=CC=CC=N1)C2=CC=C3N=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=NC3=C2","-","AUTO_495","-","A123605","23708011","-","-","100.0","% ","100.0","% ","Homo sapiens","= 2410356.0","/","= 2409513.0","integer","= 2407075.0","integer","= 0.0","integer"
"COC1=CC=CC=C1NS(=O)(=O)C2=CC=C3N=C(C4=CC=CC=C4)C(=NC3=C2)C5=CC=CC=C5","-","AUTO_496","-","A123605","23708011","-","-","100.0","% ","100.0","% ","Homo sapiens","= 2410356.0","/","= 2409510.0","integer","= 2407075.0","integer","= 0.0","integer"
"NC(=S)NNS(=O)(=O)C1=CC=C2N=C(C3=CC=CC=C3)C(=NC2=C1)C4=CC=CC=C4","-","AUTO_497","-","A123605","23708011","-","-","81.39","% ","81.39","% ","Homo sapiens","= 2410356.0","/","= 2409515.0","integer","= 2407075.0","integer","= 0.0","integer"
